,R,Q,A
8401,-7.509154027503344,2,1
3169,13.070569075208958,2,0
1083,8.119736710572171,2,0
6244,-4.4764814759491,2,1
1893,-8.289404089874541,1,1
418,7.16004212951095,1,0
4111,8.119311519477662,2,0
5444,12.443917307494022,1,0
5593,-8.590168119167064,1,1
7595,-7.449841911770958,2,1
4003,-6.359179475231416,1,1
2893,-3.74941484914466,2,1
8357,13.25838941937169,2,0
6457,-3.9220326607726514,0,1
5802,-6.828194699651,1,1
5532,3.7243971809751786,1,0
1017,5.081330050928975,0,0
3217,6.6487773866385655,2,0
5351,7.98725333353309,2,0
3075,8.822241880968683,2,0
3865,4.356369281315401,1,0
1025,-4.288426199746994,1,1
4943,10.761112747546665,2,0
3421,-3.511454307989961,3,1
8071,-3.532865424370989,1,1
5535,-2.613342463349544,1,1
2346,-3.5378642355640606,0,1
5566,1.1788132865684817,2,0
7994,-6.612061662767168,2,1
4499,-7.303787697973096,3,1
7767,2.29447394385926,3,0
8087,3.671145067784292,1,0
5467,-3.036296503843829,3,1
7006,-8.73345769638985,2,1
1649,-6.6850070430125585,2,1
2075,-8.212212436568528,2,1
2181,-5.811369525542999,2,1
3816,-6.842874640734709,2,1
2240,2.8402587622994977,1,0
8282,6.353751123179521,2,0
5914,1.4987910081723805,2,0
1489,4.583525048784622,1,0
4830,-7.906652491879644,1,1
4670,-6.823754312616025,3,1
6713,3.5612226945282233,2,0
1269,-2.6728588521700454,1,1
3208,-8.525894785616346,0,1
5247,5.005685258608872,2,0
6693,2.8133908166956028,3,0
7831,-7.8534186887927,3,1
3160,-1.9345326502708886,3,1
3073,4.715388482120655,1,0
7171,4.8291419341237445,0,0
6393,-5.4596636426253715,0,1
303,6.778237027764629,3,0
3674,3.319846454044667,2,0
1927,3.0456565034809433,0,0
5156,-2.706499421749685,2,1
5727,15.067320068905303,1,0
4452,16.11589093084447,1,0
4868,0.6571284072441284,2,0
1445,2.361665488343708,1,0
6270,-2.034761673874497,1,1
3502,2.9714575237218295,1,0
3138,-5.827932660320787,1,1
7026,6.52204409794758,1,0
4542,3.4140377685285923,2,0
2227,6.213604375277218,2,0
6189,-8.036957200935136,1,1
4788,-3.8641276836260907,1,1
1923,5.315481834335072,2,0
7589,0.5269764199719317,1,0
6182,8.369557912849947,2,0
3343,2.4001114176115386,3,0
4370,-2.4632502105655014,2,1
2501,-6.91340640532076,0,1
3951,2.508156150524542,1,0
6764,3.280203772622506,2,0
4432,5.205594131716671,1,0
2575,3.183749554975255,1,0
6246,2.2347904336165896,1,0
2371,0.8925413870221061,1,0
6232,6.5279656895985685,0,0
6052,0.6707577850819859,1,0
6188,-5.6528589668649944,2,1
2120,2.2324623468266727,2,0
4932,2.702354041621075,1,0
6760,11.12302584711688,1,0
7513,-3.277423677414406,1,1
2372,10.40124502445334,1,0
7851,2.582661086405091,2,0
1587,1.3732831874494356,2,0
6237,-6.911272177345081,2,1
5525,2.5877946991012526,1,0
7613,9.888866611649577,2,0
5993,12.075170525068753,3,0
5347,-8.57696685520617,1,1
2793,-2.2698493286031702,2,1
6092,6.356205164668195,2,0
3192,1.70310430675944,2,0
6604,12.433571588387322,1,0
5127,10.77001416214524,1,0
1692,1.1801975462871601,2,0
2578,-2.6555831196086555,2,1
7645,9.542030720602122,2,0
7180,9.264530098249494,0,0
357,6.289362896173456,1,0
1772,4.914209285823006,2,0
6245,1.9232840630323866,3,0
6064,17.60178924805804,1,0
7286,-6.129014787155768,0,1
874,-3.9266398395443964,1,1
4650,-3.407080291779031,2,1
2870,-6.2973016543390745,1,1
6643,1.2292125957328959,1,0
3720,1.5415389611232406,1,0
189,-1.8126290195646817,2,1
4799,1.9330859594613528,1,0
965,-2.320988367425314,1,1
1574,1.9852669925521451,2,0
2789,-3.6756890891053615,2,1
7030,6.304990659880374,1,0
6213,4.5004812788915185,1,0
1556,6.4267432839956165,1,0
3314,5.574498295145678,2,0
3373,6.319389937513866,2,0
8399,-5.429716623088963,3,1
7671,5.31570513902637,2,0
1023,2.4711676877792073,1,0
3882,8.67854231241864,2,0
4463,8.687822252516103,3,0
2741,-8.744252341523753,3,1
3216,2.619616389566753,2,0
1345,1.825526390346365,0,0
148,-6.044731286394121,1,1
7097,9.281247375521735,2,0
6920,-5.702084772487504,2,1
2799,8.622194124911136,2,0
5429,-6.652487290136801,1,1
2571,-6.018148948568764,3,1
4268,7.3966528625822985,0,0
474,-2.0141776750435323,2,1
7237,6.008411948598916,2,0
4204,12.397768837396189,0,0
549,-4.2443157290969715,1,1
1749,-4.6703396175406855,1,1
7528,2.8051219210353513,2,0
5555,7.245082762574933,0,0
2109,-6.869932512349719,2,1
4090,-7.824164586622912,2,1
1782,-4.325993370955489,1,1
4563,7.984848970398163,1,0
6082,-3.8118518733749527,2,1
4485,6.751018549003254,1,0
2936,-6.069082496762457,1,1
7806,7.810488351993175,2,0
1391,-2.636990716774269,1,1
3996,14.877868193555258,2,0
201,11.100239433031657,3,0
6172,5.366555176343169,2,0
1988,0.7624133638400656,2,0
3543,8.753859053460232,2,0
445,5.5900163672202225,0,0
4886,13.860800946238353,2,0
553,1.5932910337689306,2,0
1812,-6.021824095110952,0,1
2696,1.964886812591653,1,0
1789,-5.433223852999141,3,1
6842,0.9499151312344378,1,0
8226,3.678111211062712,2,0
313,-6.936815364855692,0,1
6096,-4.49294113331575,3,1
7073,9.898625528073183,3,0
1640,-5.162602152603616,1,1
3879,10.317658361494436,1,0
180,4.928641122718525,1,0
4973,-4.527136235085009,0,1
3589,-3.645720571484344,1,1
5393,-3.1636976311787883,1,1
1996,-5.954336709492135,3,1
5558,-2.1194875046274806,1,1
3915,-7.574020719336952,2,1
4559,5.80765280083331,1,0
1433,0.22848557384063228,2,0
5516,-5.054257395751062,1,1
5646,-6.7369830883165855,1,1
1020,-6.027409070579048,3,1
6876,-6.326769680279506,1,1
178,9.111578738658862,0,0
7368,-1.9982302717207352,3,1
4053,20.303594306590583,3,0
7423,-5.650084319631922,2,1
5823,5.118758430083519,1,0
3900,-5.676403451704645,2,1
3399,-6.631400602709216,3,1
2166,1.8508104471511153,0,0
7334,-8.230135058839778,1,1
6948,-4.476505991114734,1,1
5658,3.542991939119518,0,0
3441,5.9961804211175975,2,0
8228,2.1593871143019263,3,0
2445,3.702897871174068,2,0
7317,-6.511714179305289,2,1
1723,3.731185359860116,2,0
613,3.8958079301779094,1,0
7537,7.012473797340268,2,0
5041,13.012267297486433,2,0
5324,8.88663577917983,1,0
2127,-4.202874317065442,2,1
1555,-5.034660142184702,1,1
1508,9.317042283884383,2,0
648,1.3546612922609242,1,0
444,4.380281209372632,1,0
8294,-2.4979540197771026,0,1
4589,2.692240629100998,2,0
6250,-6.9527782520961985,1,1
2766,2.7553248930360374,1,0
1686,1.6018216639107106,0,0
2014,3.5117276300338096,2,0
2165,9.580610100425801,2,0
4597,-5.64757396249362,0,1
5475,-3.971740037294998,2,1
1150,10.251989306899723,3,0
3920,-4.68032447943281,2,1
459,3.132671137625272,3,0
4791,6.0936336758715335,2,0
1888,5.809633101742982,2,0
6673,-6.018891267367731,1,1
7301,1.3102671286090224,1,0
8239,8.26903845454554,2,0
2749,-7.171150947352265,1,1
6998,-3.8510441598169782,2,1
6241,-6.975971631738987,1,1
4570,1.6268787348740261,1,0
7170,-4.90276262783896,1,1
5450,6.516680925071238,2,0
4142,0.9262891119340897,2,0
2050,-8.167397457300229,0,1
5282,6.136976957184384,1,0
5596,-7.713362646218521,1,1
7534,9.079001918984797,2,0
3977,3.446852347213478,2,0
7396,-5.376266255278262,3,1
6007,2.440999320263142,1,0
7999,1.6839687548234092,1,0
4337,-6.419794575698516,2,1
1736,22.12229559918822,1,0
1506,3.8251651450922406,1,0
1748,31.013794631763723,3,0
359,5.691383328759463,0,0
6258,-2.566362158800329,2,1
822,10.495578144080419,3,0
7731,8.167516420681823,3,0
4510,4.1244263850937255,1,0
3988,0.8296300753355879,1,0
5873,6.218197901166369,1,0
567,6.170031866903621,1,0
6508,-4.819167940861664,2,1
1501,-7.563055717390014,2,1
5572,-5.580080480606713,1,1
4207,13.533533305438507,2,0
3049,8.833932898058858,0,0
1061,2.1406960470981407,1,0
3328,5.208325982396845,2,0
355,-3.544421986917791,2,1
7559,10.154917330936598,3,0
3266,-7.798269132040721,1,1
7560,4.362882005572336,3,0
5046,9.221112841227441,1,0
3744,6.348797772163309,2,0
5732,14.254172086715052,1,0
8073,12.069436496123167,2,0
5203,0.6418012936930154,2,0
1314,7.096218243260678,2,0
6276,6.492897248262688,2,0
67,3.111801133326681,2,0
6081,16.739245114417063,2,0
3393,5.6483597879530345,0,0
7481,7.161341985396767,2,0
3845,-3.6851309475720218,0,1
196,6.443847782506053,3,0
4286,3.9420996567773754,2,0
5945,8.269075279206184,0,0
3632,-3.3270577183351264,1,1
7260,1.2948534356827794,0,0
3613,13.021725085374719,2,0
3592,2.04686308242231,0,0
522,1.4751439647861828,3,0
4717,1.0262937237846819,2,0
2192,-6.508007729136671,1,1
1651,-1.923381551380813,0,1
2981,-4.029720270846605,2,1
747,4.1731439045591605,2,0
3714,-3.9913519834359903,1,1
3181,-6.961850128592012,0,1
495,-5.0115910662834375,2,1
6575,-7.221741179525371,0,1
1295,5.170432204892519,2,0
2357,2.661358025494696,2,0
5871,3.3809711830479277,1,0
3135,2.1790887545764663,1,0
7080,9.47891350464166,2,0
2257,-2.905067235191707,2,1
8269,5.036066654212574,1,0
3297,6.737466232062806,0,0
542,2.9523525571580507,1,0
6010,21.52427521289681,1,0
6090,10.589062648053657,2,0
1408,-3.1855267339904474,3,1
1799,-6.6376911721285845,2,1
672,5.749912683664541,2,0
2529,2.250299869441227,1,0
5466,4.425782525104893,1,0
6177,-5.390657037430988,1,1
2635,3.685189542896348,3,0
6131,6.422030192216264,1,0
7274,6.001869722505725,2,0
2837,3.0533984767082627,1,0
4210,0.7520359770587137,1,0
7846,2.096935578096648,3,0
2883,2.5513389714990153,2,0
2191,6.0149174600182995,3,0
4077,7.933560568776074,0,0
2053,0.2912435960557827,1,0
749,-4.978264464813474,3,1
8105,4.504454579896555,3,0
1853,-6.434970083862295,2,1
3238,10.025657981396133,2,0
2272,5.993724643225329,3,0
36,-2.464538579074504,3,1
6333,-2.4632800057130817,1,1
4153,4.005771457521936,1,0
1444,15.178838015417346,1,0
4568,5.601283230412168,3,0
1674,5.491988532622276,2,0
5418,5.489939082989496,1,0
2425,-4.466075023953342,3,1
7519,12.835162506447087,3,0
1297,5.994081660405914,0,0
3559,2.6598891103113353,2,0
3099,-8.225600911663207,3,1
2642,2.611739641186933,2,0
7347,2.3700235189897563,1,0
1880,6.530887407263646,1,0
7356,-4.024983917279491,0,1
8174,14.76875356041111,2,0
2143,15.050127743739338,2,0
4174,-7.140404469153211,1,1
1113,3.365306563987118,1,0
3668,7.584542807158744,0,0
3422,-5.453437463487543,1,1
705,-4.517296098628823,1,1
7263,5.885406320716898,2,0
5743,-3.6330734970952365,1,1
6104,-6.559155733180534,0,1
1902,-4.8097845280010025,2,1
4124,6.393653156435441,2,0
6987,-3.9386163380886847,1,1
1567,2.2523010138268136,0,0
3892,-6.306297651697533,3,1
1705,6.488551019913093,1,0
7964,3.305664152505334,2,0
7374,-3.4270391777911353,2,1
1285,7.834905970363471,1,0
7321,-6.905351487889573,0,1
6802,4.8035780573821745,1,0
4162,-7.210503337136539,1,1
4590,5.627398917625443,1,0
7174,8.648316464151803,1,0
7329,-7.815042206167533,3,1
438,8.133218840531967,1,0
7993,-3.187370388923269,1,1
2871,3.051333120458069,2,0
2593,3.354977412430051,1,0
4792,1.4938067388915064,0,0
2524,4.009425504359571,1,0
6334,-7.39721306922776,2,1
7817,-3.161497247478854,2,1
7470,-6.0149799633793,0,1
7389,3.592639793547576,2,0
8065,12.49710116227531,2,0
1048,1.552448387897237,2,0
6962,5.8681275437809495,1,0
6375,3.0539356115227427,2,0
1209,5.013084678190774,1,0
321,1.4744621450914588,1,0
7755,-5.67693790026882,1,1
4692,-4.778785915122134,2,1
8066,-5.731991250610765,0,1
806,1.6826686037899754,3,0
7202,-5.752823984558494,1,1
546,10.620160459245263,2,0
365,10.13887983494804,1,0
6866,6.030302127497049,1,0
69,5.270271880824442,1,0
2854,9.16674344047401,0,0
1316,-7.047349038006807,2,1
7940,8.725672973831998,2,0
4006,9.52418809401377,0,0
275,6.579591191266082,1,0
7733,17.285950928435106,1,0
3794,2.756248302795212,2,0
5025,8.61339245414436,2,0
7264,5.465180715346532,2,0
6968,-6.371533052757836,1,1
5487,4.087559349762271,2,0
3876,4.673013747920231,2,0
781,16.330283434970553,1,0
8036,0.757472625348826,2,0
6827,2.564025636225427,2,0
1479,-4.3377008131557035,3,1
7709,-5.927181281259668,1,1
8042,-6.185211192528032,1,1
4845,-7.22741808787848,3,1
2031,3.029986606896172,1,0
7369,14.668377454037156,0,0
7648,5.078924367190702,1,0
7433,7.0725828054231075,0,0
4798,-5.756822609465194,0,1
2531,-3.544939818429844,0,1
4422,13.669610748507287,1,0
176,2.701723313708764,2,0
5460,0.7598070889141484,2,0
913,-8.415539284059875,1,1
8295,-5.412537248245031,2,1
712,2.2902373243742935,1,0
5845,-5.1651166692411365,2,1
6556,15.872365168077714,2,0
1783,4.440115262112059,1,0
4437,-6.210938867098584,2,1
3094,8.269716667397057,1,0
3848,7.765939398651413,0,0
7815,18.94461007014738,3,0
1214,9.116152933959834,2,0
7011,-2.5438109836373712,2,1
2616,2.9855557542692055,1,0
946,-2.5115950144093135,1,1
5179,15.210217450137673,1,0
4780,-3.3898288999864947,0,1
2679,5.728437016672228,1,0
5693,6.049168062418796,1,0
8238,-4.214088659283673,1,1
4184,16.063344956113486,2,0
2497,-4.765408630700962,2,1
1583,-6.915526109487755,1,1
2007,-5.766472127908376,2,1
6983,2.1279765287274746,2,0
7552,9.067415890194809,1,0
1611,1.4786759465917663,1,0
5119,7.514522220869978,2,0
4632,2.4205107777055046,2,0
1386,4.16261344989325,1,0
6322,-6.785076357848296,2,1
5319,10.023208012368102,2,0
8057,3.100243186503283,1,0
7055,-4.407948522769256,1,1
3182,2.2113118107233767,0,0
5383,-1.8538247189982755,1,1
4832,2.160711927668323,1,0
6559,3.391788127764703,1,0
4362,2.142674418482725,2,0
4228,-6.196829411659333,3,1
2388,1.071405733467619,2,0
7407,8.717766499152225,1,0
4775,-5.459800489062086,1,1
742,7.044170121651246,1,0
5381,6.778458634396868,2,0
5627,-7.8557996011230875,2,1
137,-7.74535969919705,0,1
4096,3.6821098080296832,0,0
6909,7.700539545615733,0,0
6674,-5.201078427644456,1,1
6797,2.4761665936693045,2,0
5077,-6.898178470501747,1,1
1436,-2.0618948115736497,0,1
3757,2.412880900369721,2,0
8335,13.683141692559488,1,0
6831,14.51462549315223,1,0
2304,-6.555893271480203,2,1
5595,-5.75236345349026,3,1
452,-2.9706140598497015,0,1
5192,-2.2728451912929533,2,1
6515,1.929105708216139,1,0
6565,-2.8030655710504373,1,1
8147,-3.117367883691987,1,1
6758,6.37358508824302,1,0
3164,9.941030899257063,2,0
6282,-3.515825268573268,3,1
5174,10.23542434122476,1,0
847,1.4320743718847084,2,0
7837,5.25218497810581,1,0
3814,-2.1967329574799797,2,1
5988,2.679956857164219,1,0
1042,5.074526264638501,1,0
8375,-4.691530534141749,2,1
2353,7.531997236707287,1,0
5293,-3.7153743107780723,1,1
8192,4.877014082101731,0,0
6484,2.9357088010681687,2,0
7675,-2.508998725576909,1,1
273,3.0819875808418686,3,0
8437,-2.960647434599326,3,1
1745,6.828800104965068,1,0
5281,7.80035053422262,0,0
3224,1.7949240142579592,1,0
407,-5.534561331245942,2,1
203,12.29007837323495,3,0
6229,4.325195451123953,2,0
4889,15.211790484510548,0,0
220,0.8789672159447341,0,0
4724,4.763023353070736,2,0
7598,10.8541964048755,1,0
981,-4.50223844690856,2,1
6167,-2.3874239654424274,2,1
6516,-2.04309657051091,1,1
787,-5.1877339519824215,2,1
4444,11.88088071515693,3,0
1467,-6.268487425241445,1,1
5682,6.982368667173052,2,0
7292,-6.103819273676686,2,1
3053,3.8775558143432924,0,0
5335,-4.0766302470445,1,1
5502,12.133885381165074,1,0
3050,-6.6217327531553964,3,1
8142,5.271022362614333,0,0
6544,-2.5422952081671237,2,1
2064,10.457995851326189,3,0
5548,4.873712642934496,1,0
3831,-7.03473572705673,2,1
6841,-3.81308164320553,2,1
4546,3.312597455717821,1,0
5713,-3.7182393518965533,2,1
6898,5.4555985200712565,2,0
1881,5.070104156408579,2,0
4935,1.6248391614991378,1,0
1553,13.375456163109442,1,0
3070,14.835625452030238,3,0
4643,-7.032257202723878,2,1
7049,0.6032869754957535,0,0
1203,6.8712855564434046,1,0
371,2.683011346653884,1,0
3222,-2.108746657658923,1,1
621,4.626697952478541,1,0
1346,5.903715011713469,0,0
746,4.251930780094245,2,0
3805,1.7235145328135186,1,0
1282,-1.8034209125030332,2,1
312,-5.730086950207539,1,1
7556,2.7836369703967794,2,0
2601,-7.492005329951219,2,1
5133,-4.960591313492879,2,1
2436,-4.560935044439456,2,1
6368,6.878853574323601,1,0
1006,8.32919393506516,1,0
6380,-2.826362175123812,2,1
2968,13.103875834878853,2,0
6762,-6.545933081825527,0,1
7960,4.888898101113528,1,0
3838,-6.463641131522006,0,1
1522,-7.0640545881693,2,1
7353,2.0328884705292163,0,0
4234,6.234750390056842,3,0
4132,6.416784555845926,1,0
4704,-3.8110339683283785,2,1
3360,2.3151707359087217,1,0
590,-2.2200350928690753,3,1
5556,17.008078806501928,2,0
8086,3.5274078846321153,3,0
5404,4.526808436929096,2,0
1049,7.725729764617696,1,0
5336,1.484271936028459,3,0
7772,2.3094820316612554,1,0
6371,1.1894484416603515,1,0
2658,2.4710795027807193,3,0
7950,8.302621603500084,1,0
2853,-4.984323464503233,1,1
4525,2.5574980820154365,1,0
3175,-7.053120516928311,1,1
8470,-5.895994689602185,1,1
4551,4.5568393823807005,2,0
1497,-7.270665668842552,2,1
7585,8.5519569038537,1,0
3562,-7.74345312186896,1,1
8363,-5.4902136332208205,1,1
5207,-5.495203497930563,1,1
4236,1.1728244339708997,1,0
6511,3.3116789716391843,3,0
7252,3.1704429368509084,1,0
6323,-7.949075257234316,0,1
3232,1.386735358391451,2,0
6990,5.788807542253524,2,0
7478,1.7208934764779897,1,0
6527,-5.946163655754565,2,1
930,12.435720481842317,2,0
7157,3.75061726637112,2,0
1581,4.385554994269138,1,0
4030,-3.1041696083197063,1,1
4613,-5.749743282724822,2,1
221,4.787935482770691,1,0
4711,3.168525609097526,2,0
5824,-6.9764277835464235,3,1
7154,2.4880008650428973,1,0
5420,1.2834642013416615,3,0
8014,1.407305291373345,1,0
3024,6.902575941552069,3,0
6547,-4.0605134539866174,0,1
1460,6.29928424451605,0,0
1677,9.70607819161205,2,0
7332,-6.9395102188564906,1,1
3641,8.83910990502746,3,0
903,14.098840744616156,1,0
3214,4.952519402403737,3,0
6481,-6.661276133679031,1,1
7066,5.1125656142510785,1,0
212,-3.5384802335064958,2,1
8430,2.4879570100472836,0,0
1801,3.6590759543286495,1,0
1691,7.723688193874669,1,0
3807,4.853036294563522,3,0
8182,-4.6854087223644125,3,1
2476,-6.545318774864542,3,1
3507,3.708297647840072,2,0
2115,8.004651211758546,2,0
4078,5.589023185580591,1,0
8344,-8.166805240109264,1,1
2757,7.766263548666398,1,0
5842,-4.1572984409721165,0,1
936,7.669142698656426,2,0
3162,4.134372028204247,2,0
2080,7.456490393688508,3,0
3090,-4.407235305492188,2,1
4625,9.351977368128232,2,0
6080,6.2008238226250025,1,0
6766,-6.861817354797326,2,1
1291,2.3079522985381153,2,0
7046,-3.4962704789329564,2,1
4927,-1.8058125515662056,2,1
2513,-1.9226113387509898,2,1
1739,9.006869976671394,1,0
905,3.8153565190832044,1,0
6631,6.143590193376049,1,0
6793,13.177346947784546,2,0
5928,5.788563388496319,2,0
58,0.6423152457180019,2,0
539,4.478622863908946,1,0
1373,3.2000356350240384,1,0
6444,-3.556559631714462,2,1
4920,-7.034196912426397,2,1
5638,5.881547126506888,1,0
5577,-2.372829447171245,1,1
548,-7.2553209650542225,2,1
6031,3.055944549450537,0,0
7855,9.634910531488545,2,0
5878,-2.2221833497207717,3,1
333,4.076064149603177,2,0
7517,12.705382486453953,3,0
6184,5.6334541392892685,1,0
1935,3.6910659840083864,1,0
5631,7.307328805949641,0,0
7848,0.3816183990069648,2,0
8252,2.309521619270538,1,0
2891,-4.063895054561084,2,1
6714,2.160970771261433,1,0
1129,12.969733406925286,2,0
7903,-7.102809483211395,2,1
1201,2.724563188678986,1,0
3694,-5.932490704681418,1,1
5869,4.44343036111209,3,0
7308,-4.455912739878411,3,1
1124,3.1986943809823836,1,0
7971,7.202989244446248,3,0
5095,5.423822051906439,1,0
5472,4.172461115372654,3,0
3919,2.2258078969877966,1,0
2955,-3.439386015390875,1,1
7664,2.2511111096896173,2,0
3365,2.640672847425343,0,0
195,3.2276700283594755,0,0
892,11.98533466516121,2,0
6405,3.5675574875521745,2,0
1459,4.314208692876402,1,0
5223,16.190402532593126,2,0
1740,11.357636747333267,1,0
325,10.755372114142514,2,0
7153,8.597981021289558,2,0
3341,15.327578696940247,2,0
1037,-7.986796776468348,2,1
6524,11.400818211766563,3,0
2833,6.711063712335813,2,0
1759,1.38542927399569,1,0
795,5.791264564435136,3,0
3331,4.7571567388155716,3,0
4410,2.2448937088241037,2,0
1690,10.384206318677947,3,0
6781,1.406008505467799,1,0
1414,-3.69387597905913,1,1
439,16.104629666420106,2,0
