,R,Q
2021,1.935518503329348,3
3951,10.523314560745266,2
3341,12.85199579139842,1
799,9.52314348029448,2
6495,7.763201259727468,2
5426,3.594415791038286,1
5640,3.6668189267464797,0
5399,5.354650847314716,3
7960,3.865387551681347,1
9913,0.6997136074500991,1
428,2.9858741551264205,1
8772,12.965044261499116,2
4463,10.430161988497463,1
7735,6.914952527602283,1
6218,6.136976957184384,1
7972,5.064170149177428,0
9530,8.178160158542797,0
7489,6.507505519101491,1
5027,11.373410945882393,1
6833,-0.07108511782012916,3
8926,10.154917330936598,3
8223,9.133082298654541,1
9861,6.4612102625809555,1
7955,9.587384715030758,2
5999,5.423822051906439,1
7652,6.79734536591777,1
8120,7.082394813038601,2
1617,11.385465499632101,2
4603,3.117473195038813,1
5863,3.0057709254608524,3
3305,5.160181604507018,2
6235,7.015070568237263,1
3740,8.394220504921554,1
2582,4.156610387726937,1
2788,10.40124502445334,1
8649,1.1504587903226822,3
5829,6.402929837242172,3
3571,1.1294244893906633,2
8291,15.551438902132823,1
4469,4.853036294563522,3
2770,4.802613300382107,2
8777,9.424817355624864,2
256,4.787935482770691,1
2334,4.978495977371066,1
604,5.579060457821903,3
4562,10.313920837192512,3
8903,10.249247472679961,2
2002,1.5713547707787425,2
4512,7.370009268346761,3
9413,9.967182629826992,1
4926,3.767981050963969,2
8595,3.741230350120029,1
3612,8.397397388955527,2
1483,2.7577911190489237,0
6099,1.442327064878374,0
7543,1.1688293692742309,1
5814,1.6248391614991378,1
2614,6.213604375277218,2
2846,4.033924976046658,3
6936,5.906758349975017,1
3155,2.506958698895708,1
3150,3.60560988782419,0
6179,0.6237435920068249,3
4679,21.834434298988164,1
1157,10.76213361322365,1
995,14.857264047609462,1
1964,0.22307734293677972,2
9792,0.826481292827316,0
3821,14.809042787210915,1
8009,2.4761665936693045,2
6060,3.2314111105608303,1
4730,2.250428746583184,2
6432,1.4343563068333118,2
4776,10.693907463858615,2
2154,12.57141061355821,1
1083,3.631369837843001,2
3313,2.9328729539729887,1
53,5.884382845969192,2
6643,6.92141448085969,2
8658,1.56048978114351,1
8927,4.362882005572336,3
4647,2.508156150524542,1
3916,1.2084414186642418,0
5474,3.8651756831483235,1
3882,1.781564890510406,1
4789,1.680007861144139,2
7166,6.2008238226250025,1
4258,0.7527715212058872,0
8521,7.819643104069302,2
7255,13.30249166245475,3
75,1.2987366582230593,1
8708,19.16632494134967,3
1121,1.0006479480819317,1
7667,0.9163429338775408,1
7225,6.422030192216264,1
3860,0.797919756184845,3
367,0.4392736723102866,1
9850,13.25838941937169,2
1041,4.497654799915746,2
4384,3.1665076660907427,1
92,2.301644250862679,2
3154,5.229491371353755,2
501,2.7512859130515155,2
1204,2.4711676877792073,1
949,8.690607727744709,0
3761,1.7458559876332727,2
291,9.513252982951112,2
9678,13.217909645101447,3
8102,3.236263810214703,1
1851,3.4774781350413972,1
9751,5.718583121536355,1
905,13.80102534371963,1
6349,2.7709578182274686,1
4064,3.286649934118374,1
5702,6.320880556011576,1
7552,3.9871860762997233,2
1329,4.81392739230757,1
8489,8.253875390199939,2
3232,2.614356140192097,1
8930,5.690707983524059,0
1836,2.0788974341776614,0
534,1.9960329587234258,2
4480,1.657125359265291,2
5762,15.211790484510548,0
4915,1.3800973602885234,0
5920,3.219418166550059,3
1089,11.152800641285406,1
194,9.807281728659609,2
9543,10.190535346591215,2
5817,0.9246087557189688,1
8199,6.552886618609014,3
8596,3.985117460697131,3
7141,1.7444705310615358,1
455,8.131125615351932,3
3596,7.154933366857412,1
7639,7.765352439472192,2
4875,0.9262891119340897,2
3755,7.6629063241373,1
639,4.280146820799024,2
5135,3.086302423914108,2
7006,1.7925214054117615,2
5932,6.159229254223032,1
5191,5.429072827431453,0
5298,1.1962123020269042,3
3053,2.1316851740357365,0
3411,1.1250237850816205,1
4901,1.5911833002441051,1
1840,6.575334818232264,2
2315,3.3148728480093164,1
4482,7.625260333826841,1
9320,11.720991399074894,0
6811,8.629695776597211,3
52,8.949317180722751,0
7312,3.851127100708551,1
997,1.4320743718847084,2
4400,1.8994492489268664,1
2441,0.2877875634314715,2
8284,7.163808915493981,0
6257,1.8592476273534169,2
4953,4.904030516645174,0
4499,0.3025978702055967,0
965,8.44194982855829,1
1155,5.303795114655918,2
5611,4.485056370799521,3
9099,1.5911751478876879,1
5347,6.475909985218208,2
6174,4.507828826370088,2
7178,10.356483178936536,2
4106,3.3501712427338877,1
609,1.7963877524371175,2
4833,8.000231060063973,1
1581,2.495889583136294,1
7301,7.524240486693285,3
6194,4.117732409376843,1
957,7.583407138405072,1
1195,0.45417417027028173,2
329,1.5237654147266766,3
172,2.5471317518963104,0
2578,6.600224822255026,2
7306,20.588834865859045,1
8039,2.6284555351909114,1
9973,1.3167468223151997,2
7124,0.7531304385997993,1
6278,4.4233697529555,1
652,4.359203381022559,2
3996,4.058026919508821,2
5689,2.4176299942206954,3
4516,9.448125763241618,1
2681,7.0958241913321345,2
5355,3.4140377685285923,2
8551,7.454983117691904,2
6130,3.004796502069438,1
3112,2.4710795027807193,3
3218,11.215788976198168,3
8953,2.482142190056888,2
7229,0.21123333046758697,2
6586,2.8869559508951825,2
4640,4.375166511008129,1
6271,2.7287523856517053,2
7845,7.55624383760213,2
6980,12.33331989329296,1
4535,10.306991830023305,3
7980,3.601893971606625,1
176,1.9275158114965691,1
8053,13.528737832737999,2
3276,11.416900810853635,2
4030,9.592288893932983,1
8304,3.7905049801710335,1
1722,1.715210963760636,1
5389,12.313235819194347,2
5488,10.16526565087419,2
4872,2.6429208861916598,2
9118,5.708519436826775,2
8840,7.161341985396767,2
5886,11.544160023534044,3
6261,10.023208012368102,2
7816,8.906876620640773,2
8536,3.402772381654467,0
6155,9.200847517965473,1
2842,2.7693230604468635,1
4066,0.15180174627989862,0
2041,9.006869976671394,1
7696,11.371301360590126,2
549,5.300397010074153,3
2726,-0.09064364291133681,1
8507,11.821741245590115,1
6966,1.4987910081723805,2
4100,6.22705333001963,2
1257,8.781509040388706,2
5579,7.68998730003096,1
5436,2.76417167443707,1
1258,3.041025827750917,2
7383,11.535572897196772,1
6544,1.096520382676423,1
1285,6.032969394525466,1
7527,13.43422913618902,2
6492,10.584090593555104,1
5574,3.6337961971525132,2
9480,5.766563605348793,2
2494,6.474101613031678,2
1621,5.3785342741240605,0
320,4.842914473135959,2
3806,34.40495967743729,3
7827,12.793478599506631,2
5990,6.393239867227418,3
3063,3.7514666572652455,2
9822,5.288151257420374,2
8696,3.2610115323826907,2
1224,5.074526264638501,1
2721,6.440617922532109,2
6209,2.879557826986017,2
855,4.54314106840093,2
5402,7.895025466525041,0
7882,5.40947846224868,2
6031,11.056331870827186,1
9745,11.092600934337689,0
9945,2.1840441229123626,2
2549,12.421869743578451,1
9356,21.01107945433754,1
9276,5.072059369385032,1
7690,2.739036254167053,2
5672,4.759863409682231,2
831,2.9906415933251003,2
6411,12.443917307494022,1
8511,4.787774350232784,1
6479,8.717017794088799,1
1201,6.985875940737937,1
2572,1.9919922708633289,1
6341,2.4065534236147914,0
5700,15.367452976771919,2
9052,5.31570513902637,2
2387,3.029986606896172,1
1939,1.8149929569874415,2
7692,11.400818211766563,3
1479,7.188070354748798,1
9203,5.5870223792771005,1
3968,4.689483850106129,2
7825,6.143590193376049,1
3696,3.158640471877147,1
2096,5.734547585954315,1
9208,6.343567379333551,0
9091,8.758347810033795,3
6915,4.5764692078905185,3
6406,5.660175040700341,1
4045,5.9961804211175975,2
5407,1.9579137667674482,2
9933,8.770346284416533,0
9161,1.927123684679021,1
7727,3.039976682148094,2
6817,6.528693421447393,2
3243,2.920378921359864,2
2562,0.04994275594493469,0
7594,3.936614652074498,2
2058,7.181824243602168,1
808,9.127847567753562,2
1022,5.303591340532131,2
3161,6.205504500241849,1
8576,5.885406320716898,2
7701,2.3900475731709516,2
5974,5.6126167244089835,3
4913,1.3595955308467889,1
5025,7.553260493538589,2
2372,0.61100154957703,1
2963,2.250299869441227,1
8974,6.124884298819913,2
530,6.107843547256029,1
2017,1.3074172265920916,2
7637,1.462430461363236,0
6888,7.922891918220813,3
2813,2.2344100359331467,1
567,4.102483023934838,3
8787,2.2420335909001503,1
9867,8.205091686025888,1
5053,4.140471932431239,2
9577,3.893452907804053,3
6562,2.9199195193932868,1
9962,0.7087645257212452,3
2064,3.6976905688846404,0
8080,2.263717116199441,1
3804,15.259675210664229,1
9590,5.265910864933776,1
2922,1.1556450948738106,1
7118,2.08556686367184,2
5682,2.0392044346030325,2
2320,4.940435734988684,2
8898,3.459798637715478,0
9581,0.7677397590534936,3
3236,3.2499555297189335,3
640,10.620160459245263,2
8656,7.422030159037485,1
9344,6.555400731860892,3
9766,1.3210918617980076,2
5033,5.52723742153071,2
4093,1.7681531434816073,1
4136,2.3351850595433628,0
8823,4.574962518951951,1
801,6.736008633044903,0
5948,4.309076663452827,2
5158,0.6488855490557264,1
9532,3.671145067784292,1
3398,7.864107749629291,1
5897,4.558887793105619,1
4918,5.71631685915392,2
166,13.50143141616952,1
7430,0.29925565860802816,2
3286,2.7065327646392596,2
2178,2.5259963373576397,1
4607,7.041533271301759,0
521,5.5293859401502985,0
7984,0.8714878737978939,0
4252,3.601944758273409,1
1842,8.479849332286133,1
3777,2.619616389566753,2
3836,9.347357575543871,1
9292,3.9462012160412367,3
9194,1.475958724708177,2
