,R,Q,A
5972,5.071007801289586,1,1
7255,6.79734536591777,1,0
4857,5.176253316767122,3,1
3486,6.590702767203038,2,0
3592,2.619616389566753,2,0
4623,6.416784555845926,1,0
2806,5.57738866124901,2,1
5969,3.6871491881330836,2,0
3633,1.20496797694567,0,1
9096,2.6918280240503014,2,0
5126,6.895025466525041,0,1
131,1.20980047870751,1,1
5619,1.944015482198481,2,1
472,3.6437351815320773,1,0
1024,4.600786485422978,1,0
5231,3.9419154231588722,1,1
8597,1.726483097054567,0,1
8114,2.4040890501987433,2,1
5768,6.50883076951791,0,1
2437,12.53971181681926,1,0
2390,2.1139295181451683,0,0
851,6.888534160056231,1,0
1939,2.9757968227322307,1,1
659,5.1716077840594465,1,0
6376,4.327669168996691,1,0
8767,5.25218497810581,1,0
6002,-1.0030525797989667,3,1
1424,4.907699340716427,1,1
5892,3.88203615943071,2,0
7584,4.895656222912917,2,1
2384,3.024075306683905,1,0
7911,6.548387938840732,0,0
1201,1.8932362192682235,2,0
8910,3.305664152505334,2,0
4916,6.813153446181941,1,1
7975,7.142748363622609,2,1
6064,3.1849916176653235,2,1
5567,5.741930198723658,2,0
7116,6.237150696721841,2,0
6831,7.215446721552462,0,1
7239,4.348924090128972,0,1
6822,11.773902615941811,2,0
5303,1.5759052082003215,2,1
1268,4.81392739230757,1,0
1690,13.523918117255938,2,0
701,8.883004435881894,0,0
1537,3.2554976197540677,2,1
4167,3.862064335167232,2,1
3455,4.3944071100838995,3,1
5952,2.7287523856517053,2,0
3297,2.223835118716025,1,1
2370,2.2665283319715934,3,0
7026,9.26243499211645,2,0
6839,7.993018745951316,2,0
1456,6.320301748265051,2,1
6695,2.679956857164219,1,0
5480,6.525687948235014,2,1
2603,5.989204925205597,1,0
7868,15.551438902132823,1,0
549,1.3896484631741242,2,1
7915,1.7557725768280912,1,0
9352,13.25838941937169,2,0
2324,-0.8752527065619204,1,1
6307,1.6527376249377312,0,0
2110,8.794458828351695,1,0
522,7.925198035643792,1,0
7224,0.9981743297226569,3,1
384,0.05119524306369416,2,1
787,5.1896129122009445,1,1
7696,9.463221620193744,1,1
1370,2.7543407356011267,2,1
1618,4.3252658640889265,1,1
9421,5.544781549777573,2,0
5341,2.4155246584965067,1,1
2717,4.652242037880175,0,0
953,3.958856072952475,1,1
