,P,Q
2021,-5.572996968909508,3
3951,8.787026962261992,2
3341,9.242066894315428,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,-0.8231648536274381,0
5399,5.245573140958008,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,9.313961670876207,2
4463,9.824719841835035,1
7735,6.618304101930496,1
6218,7.7236390272113,1
7972,1.7867147210304273,0
9530,8.719516931548583,0
7489,3.9980408057922845,1
5027,10.822511919191713,1
6833,-7.181106013991536,3
8926,11.381114113256547,3
8223,8.243021835455659,1
9861,2.793130316950024,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,11.752740914732769,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,5.2310060760131485,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-2.8239163101039084,3
5829,6.866950045561761,3
3571,2.691252218273323,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,0.6792743373373176,2
8777,7.222736030082827,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,2.143780501438124,3
4562,8.545504299003348,3
8903,9.668193803858927,2
2002,2.5531565330115504,2
4512,8.1013581060432,3
9413,15.425041380240675,1
4926,-1.163748959205821,2
8595,-2.5835112982508437,1
3612,9.009800075712562,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,-1.1457092914053777,3
6936,3.603738322501185,1
3155,1.280500534676883,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,15.721793764716455,1
1157,7.807576660648053,1
995,13.824447072353369,1
1964,-2.9008537651939785,2
9792,-1.9200888750685299,0
3821,10.537488358292512,1
8009,2.7571763382597707,2
6060,-2.6529555993752174,1
4730,-1.8323951043946858,2
6432,-1.5652530367128343,2
4776,7.720884444987413,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,3.218712344669653,2
6643,7.895644797933831,2
8658,-1.5204145096822106,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-3.297590243507309,0
8521,4.2572494739564615,2
7255,11.941111491911627,3
75,0.7416846712029507,1
8708,13.4977715098923,3
1121,1.6565420628974676,1
7667,-1.515554370695905,1
7225,5.341814195544751,1
3860,0.5987995072862964,3
367,0.21915953060484972,1
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,1.5727875995533425,1
92,-1.2481115567929484,2
3154,5.686765911384929,2
501,-1.061847539427009,2
1204,2.1350503594964048,1
949,9.069767897261642,0
3761,-0.010630920111210806,2
291,9.830497050375284,2
9678,10.520107525935245,3
8102,-2.5566780850449153,1
1851,1.7083761845292518,1
9751,5.825935099206709,1
905,12.845792011341388,1
6349,-0.4540689796457291,1
4064,2.9285940023473604,1
5702,3.5581448540781464,1
7552,-1.2581964949772688,2
1329,4.815103366902755,1
8489,4.55129815576588,2
3232,-1.761698040456569,1
8930,4.90119291510626,0
1836,3.6099920808953163,0
534,5.81270659281575,2
4480,-0.9934306884881139,2
5762,16.842598982159213,0
4915,-2.963143760112848,0
5920,1.8019116037383098,3
1089,10.54437288185439,1
194,12.541315493146909,2
9543,10.455317977730951,2
5817,0.402111007801607,1
8199,7.24001363385894,3
8596,3.1607430842893978,3
7141,0.4134026414305825,1
455,7.234947337498177,3
3596,8.772039524430166,1
7639,3.840168764614824,2
4875,0.8041690427359518,2
3755,6.666025791165902,1
639,3.349021733855647,2
5135,5.3802618416044155,2
7006,1.9511768272975119,2
5932,1.7362544038333125,1
5191,7.799599697707297,0
5298,-1.978559804157049,3
3053,-2.0155706816478833,0
3411,0.2222631083336204,1
