,R,Q,A
669,11.943979382871028,2,0
1906,8.361623531035608,2,0
1883,3.282204621592003,2,0
1624,3.024075306683905,1,0
1139,-6.855731175586499,1,1
3368,-6.502995661729312,1,1
3327,5.924196208185819,0,0
4285,8.188752494669664,1,0
2105,8.34450349774303,2,0
6229,3.3284817223088385,2,0
1078,2.361665488343708,1,0
287,2.683011346653884,1,0
149,4.56937913193362,0,0
4886,13.998833581365119,1,0
1996,0.40707595678805625,1,0
2084,2.4105770598718146,2,0
2995,4.855454121134618,0,0
1298,-8.509265800228285,2,1
3050,11.096307178299293,2,0
604,4.911954294578896,3,0
5259,-8.229082150073085,2,1
4951,7.678245988448109,2,0
3958,6.1145641574309035,2,0
2786,8.83910990502746,3,0
6411,4.3843828537099885,2,0
6268,2.1593871143019263,3,0
85,0.5430336513634758,2,0
873,6.0914814975144225,2,0
2459,1.7949240142579592,1,0
3359,-6.911671326042178,3,1
1664,-8.450057244055065,0,1
5375,9.898625528073183,3,0
5325,-8.73345769638985,2,1
546,1.7536324710632103,2,0
2330,7.154933366857412,1,0
1198,-5.7726905634341446,1,1
2325,22.260789214968533,1,0
4590,-7.901615405812434,2,1
2529,1.3591625800776024,1,0
822,-6.522552195560376,0,1
5908,7.884411713091113,2,0
6336,3.0606972051515138,1,0
291,7.164307263926078,2,0
90,-7.46608176621511,1,1
1002,14.311020199234685,2,0
1721,0.4875886853321375,3,0
4438,2.8909346494836194,2,0
3171,1.92081357059843,0,0
1132,9.317042283884383,2,0
5819,2.4738244372673246,0,0
3544,1.1935212787440779,0,0
4255,11.673868635828951,2,0
3297,-7.178171190972653,0,1
325,-5.900741122141647,0,1
6121,12.042996833335113,2,0
4642,10.589062648053657,2,0
1234,9.823651017810157,2,0
3928,-6.019837035715464,1,1
1374,1.2500075463401337,1,0
588,5.451649677998271,1,0
4067,2.5558384845593825,2,0
143,16.354790447940616,2,0
4084,0.425337357685615,2,0
2630,12.585592011222872,2,0
5308,5.373684992710105,1,0
1175,10.590081748724137,3,0
3504,5.131243317978733,2,0
817,0.8519937776408961,2,0
5670,-6.542740429756547,3,1
4708,7.434473392380664,1,0
5423,13.705715911041244,2,0
6247,17.56049306898506,1,0
5473,-5.752823984558494,1,1
4526,6.5720004175002735,2,0
5883,-7.722249910228399,1,1
250,5.232876704917782,1,0
3246,-7.41017283458763,0,1
578,6.888534160056231,1,0
4465,-6.628000788807318,1,1
123,5.95364813475053,2,0
4213,4.873712642934496,1,0
6429,3.3416126652925064,2,0
1363,-6.172189541738959,3,1
4160,1.9014050233008097,3,0
1309,22.12229559918822,1,0
3852,-6.672169988236459,1,1
5997,10.67598838802612,3,0
2140,11.416900810853635,2,0
4784,9.26243499211645,2,0
3284,1.2224323443105467,0,0
3404,-5.873470825701192,1,1
719,-6.36568950276384,2,1
29,-7.722463277104761,2,1
3155,5.849019192641903,2,0
5732,2.424551300934666,0,0
148,12.29007837323495,3,0
2809,3.455762117142326,2,0
5783,-6.729165284330676,0,1
4098,2.98007336061833,2,0
2293,4.985281120341174,1,0
3453,6.80236341645981,2,0
120,-5.880928643830581,3,1
2523,6.737466232062806,0,0
2019,-6.166962688686359,2,1
5835,2.2511111096896173,2,0
2250,12.545001329688468,3,0
5185,2.50034862638474,2,0
3633,6.0936336758715335,2,0
161,-7.666668245056942,2,1
3479,11.619904043432147,2,0
636,12.01731241713912,3,0
