,R,Q
2021,-5.564481496670652,3
3951,3.0233145607452663,2
3341,5.351995791398419,1
799,9.52314348029448,2
6495,7.763201259727468,2
5426,3.594415791038286,1
5640,-3.8331810732535203,0
5399,-2.1453491526852844,3
7960,3.865387551681347,1
9913,0.6997136074500991,1
428,2.9858741551264205,1
8772,5.465044261499116,2
4463,2.9301619884974635,1
7735,-0.5850474723977168,1
6218,6.136976957184384,1
7972,-2.4358298508225724,0
9530,0.6781601585427968,0
7489,-0.9924944808985092,1
5027,11.373410945882393,1
6833,-7.571085117820129,3
8926,10.154917330936598,3
8223,1.633082298654541,1
9861,-1.0387897374190445,1
7955,9.587384715030758,2
5999,5.423822051906439,1
7652,6.79734536591777,1
8120,7.082394813038601,2
1617,3.885465499632101,2
4603,3.117473195038813,1
5863,3.0057709254608524,3
3305,5.160181604507018,2
6235,7.015070568237263,1
3740,0.8942205049215541,1
2582,4.156610387726937,1
2788,10.40124502445334,1
8649,-6.349541209677318,3
5829,6.402929837242172,3
3571,-6.370575510609337,2
8291,15.551438902132823,1
4469,4.853036294563522,3
2770,-2.6973866996178932,2
8777,1.9248173556248638,2
256,4.787935482770691,1
2334,4.978495977371066,1
604,-1.9209395421780968,3
4562,2.813920837192512,3
8903,10.249247472679961,2
2002,-5.9286452292212575,2
4512,-0.1299907316532387,3
9413,9.967182629826992,1
4926,-3.732018949036031,2
8595,-3.758769649879971,1
3612,0.8973973889555271,2
1483,2.7577911190489237,0
6099,1.442327064878374,0
7543,1.1688293692742309,1
5814,1.6248391614991378,1
2614,6.213604375277218,2
2846,-3.4660750239533424,3
6936,5.906758349975017,1
3155,-4.993041301104292,1
3150,3.60560988782419,0
6179,0.6237435920068249,3
4679,14.334434298988164,1
1157,3.26213361322365,1
995,14.857264047609462,1
1964,-7.276922657063221,2
9792,-6.6735187071726845,0
3821,7.309042787210915,1
8009,2.4761665936693045,2
6060,-4.26858888943917,1
4730,-5.249571253416816,2
6432,1.4343563068333118,2
4776,3.193907463858615,2
2154,12.57141061355821,1
1083,3.631369837843001,2
3313,2.9328729539729887,1
53,-1.615617154030808,2
6643,6.92141448085969,2
8658,-5.9395102188564906,1
8927,4.362882005572336,3
4647,2.508156150524542,1
3916,1.2084414186642418,0
5474,3.8651756831483235,1
3882,1.781564890510406,1
4789,1.680007861144139,2
7166,6.2008238226250025,1
4258,-6.747228478794113,0
8521,0.31964310406930174,2
7255,5.8024916624547505,3
75,1.2987366582230593,1
8708,11.666324941349671,3
1121,1.0006479480819317,1
7667,-6.583657066122459,1
7225,6.422030192216264,1
3860,-6.702080243815155,3
367,-7.060726327689713,1
9850,13.25838941937169,2
1041,4.497654799915746,2
4384,-4.333492333909257,1
92,-5.1983557491373205,2
3154,5.229491371353755,2
501,-4.7487140869484845,2
1204,2.4711676877792073,1
949,1.190607727744709,0
3761,-5.754144012366727,2
291,9.513252982951112,2
9678,5.717909645101447,3
8102,-4.263736189785297,1
1851,-4.022521864958603,1
9751,5.718583121536355,1
905,6.30102534371963,1
6349,-4.729042181772531,1
4064,3.286649934118374,1
5702,-1.1791194439884238,1
7552,-3.5128139237002767,2
1329,4.81392739230757,1
8489,0.7538753901999389,2
3232,-4.885643859807903,1
8930,5.690707983524059,0
1836,2.0788974341776614,0
534,1.9960329587234258,2
4480,-5.842874640734709,2
5762,15.211790484510548,0
4915,1.3800973602885234,0
5920,3.219418166550059,3
1089,3.652800641285406,1
194,9.807281728659609,2
9543,10.190535346591215,2
5817,-6.575391244281031,1
8199,6.552886618609014,3
8596,-3.514882539302869,3
7141,1.7444705310615358,1
455,8.131125615351932,3
3596,7.154933366857412,1
7639,7.765352439472192,2
4875,0.9262891119340897,2
3755,0.16290632413729966,1
639,-3.2198531792009764,2
5135,-4.413697576085892,2
7006,1.7925214054117615,2
5932,-1.3407707457769682,1
5191,5.429072827431453,0
5298,-6.303787697973096,3
3053,-5.368314825964264,0
3411,-6.374976214918379,1
4901,-5.908816699755895,1
1840,-0.924665181767736,2
2315,3.3148728480093164,1
4482,7.625260333826841,1
9320,11.720991399074894,0
6811,8.629695776597211,3
52,1.4493171807227512,0
7312,-3.648872899291449,1
997,1.4320743718847084,2
4400,-5.600550751073134,1
2441,-7.212212436568528,2
8284,-0.3361910845060194,0
6257,1.8592476273534169,2
4953,-2.5959694833548257,0
4499,-7.197402129794403,0
965,8.44194982855829,1
1155,-2.1962048853440823,2
5611,-3.014943629200479,3
9099,1.5911751478876879,1
5347,-1.024090014781792,2
6174,4.507828826370088,2
7178,2.8564831789365357,2
4106,3.3501712427338877,1
609,1.7963877524371175,2
4833,8.000231060063973,1
1581,-5.004110416863706,1
7301,7.524240486693285,3
6194,-3.382267590623157,1
957,0.08340713840507163,1
1195,-7.0458258297297185,2
329,-5.976234585273323,3
172,-4.952868248103689,0
2578,-0.8997751777449743,2
7306,13.088834865859045,1
8039,2.6284555351909114,1
9973,-6.183253177684801,2
7124,0.7531304385997993,1
6278,-3.0766302470445,1
652,4.359203381022559,2
3996,-3.441973080491179,2
5689,-5.082370005779305,3
4516,1.9481257632416185,1
2681,7.0958241913321345,2
5355,3.4140377685285923,2
8551,-0.04501688230809631,2
6130,-4.495203497930563,1
3112,2.4710795027807193,3
3218,11.215788976198168,3
8953,2.482142190056888,2
7229,-7.288766669532413,2
6586,-4.6130440491048175,2
4640,-3.1248334889918707,1
