,P,Q
2021,-3.4729969689095084,3
3951,10.887026962261992,2
3341,11.342066894315428,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,1.276835146372562,0
5399,7.345573140958008,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,11.413961670876207,2
4463,11.924719841835035,1
7735,8.718304101930496,1
6218,7.7236390272113,1
7972,3.8867147210304274,0
9530,10.819516931548584,0
7489,6.098040805792285,1
5027,10.822511919191713,1
6833,-5.081106013991535,3
8926,11.381114113256547,3
8223,10.343021835455659,1
9861,4.893130316950025,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,13.852740914732768,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,7.331006076013148,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-0.7239163101039083,3
5829,6.866950045561761,3
3571,4.791252218273323,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,2.7792743373373177,2
8777,9.322736030082828,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,4.243780501438124,3
4562,10.645504299003347,3
8903,9.668193803858927,2
2002,4.6531565330115505,2
4512,10.2013581060432,3
9413,15.425041380240675,1
4926,0.9362510407941791,2
8595,-0.4835112982508436,1
3612,11.109800075712561,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,0.9542907085946224,3
6936,3.603738322501185,1
3155,3.380500534676883,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,17.821793764716457,1
1157,9.907576660648052,1
995,13.824447072353369,1
1964,-0.8008537651939784,2
9792,0.1799111249314703,0
3821,12.637488358292511,1
8009,2.7571763382597707,2
6060,-0.5529555993752173,1
4730,0.2676048956053143,2
6432,-1.5652530367128343,2
4776,9.820884444987412,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,5.3187123446696525,2
6643,7.895644797933831,2
8658,0.5795854903177895,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-1.1975902435073087,0
8521,6.357249473956461,2
7255,14.041111491911627,3
75,0.7416846712029507,1
8708,15.5977715098923,3
1121,1.6565420628974676,1
7667,0.5844456293040952,1
7225,5.341814195544751,1
3860,2.6987995072862967,3
367,2.31915953060485,1
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,3.6727875995533426,1
92,0.8518884432070517,2
3154,5.686765911384929,2
501,1.038152460572991,2
1204,2.1350503594964048,1
949,11.169767897261641,0
3761,2.0893690798887894,2
291,9.830497050375284,2
9678,12.620107525935245,3
8102,-0.45667808504491525,1
1851,3.8083761845292514,1
9751,5.825935099206709,1
905,14.945792011341387,1
6349,1.6459310203542707,1
4064,2.9285940023473604,1
5702,5.658144854078147,1
7552,0.8418035050227313,2
1329,4.815103366902755,1
8489,6.65129815576588,2
3232,0.3383019595434311,1
8930,4.90119291510626,0
1836,3.6099920808953163,0
534,5.81270659281575,2
4480,1.106569311511886,2
5762,16.842598982159213,0
4915,-2.963143760112848,0
