,R,Q,A
2021,0.935518503329348,3,1
3951,9.523314560745266,2,1
3341,11.85199579139842,1,1
799,9.52314348029448,2,0
6495,7.763201259727468,2,0
5426,3.594415791038286,1,0
5640,2.6668189267464797,0,1
5399,4.354650847314716,3,1
7960,3.865387551681347,1,0
9913,0.6997136074500991,1,0
428,2.9858741551264205,1,0
8772,11.965044261499116,2,1
4463,9.430161988497463,1,1
7735,5.914952527602283,1,1
6218,6.136976957184384,1,0
7972,4.064170149177428,0,1
9530,7.178160158542797,0,1
7489,5.507505519101491,1,1
5027,11.373410945882393,1,0
6833,-1.0710851178201293,3,1
8926,10.154917330936598,3,0
8223,8.133082298654541,1,1
9861,5.4612102625809555,1,1
7955,9.587384715030758,2,0
5999,5.423822051906439,1,0
7652,6.79734536591777,1,0
8120,7.082394813038601,2,0
1617,10.385465499632101,2,1
4603,3.117473195038813,1,0
5863,3.0057709254608524,3,0
3305,5.160181604507018,2,0
6235,7.015070568237263,1,0
3740,7.394220504921554,1,1
2582,4.156610387726937,1,0
2788,10.40124502445334,1,0
8649,0.15045879032268217,3,1
5829,6.402929837242172,3,0
3571,0.1294244893906633,2,1
8291,15.551438902132823,1,0
4469,4.853036294563522,3,0
2770,3.8026133003821068,2,1
8777,8.424817355624864,2,1
256,4.787935482770691,1,0
2334,4.978495977371066,1,0
604,4.579060457821903,3,1
4562,9.313920837192512,3,1
8903,10.249247472679961,2,0
2002,0.5713547707787425,2,1
4512,6.370009268346761,3,1
9413,9.967182629826992,1,0
4926,2.767981050963969,2,1
8595,2.741230350120029,1,1
3612,7.397397388955527,2,1
1483,2.7577911190489237,0,0
6099,1.442327064878374,0,0
7543,1.1688293692742309,1,0
5814,1.6248391614991378,1,0
2614,6.213604375277218,2,0
2846,3.0339249760466576,3,1
6936,5.906758349975017,1,0
3155,1.506958698895708,1,1
3150,3.60560988782419,0,0
6179,0.6237435920068249,3,0
4679,20.834434298988164,1,1
1157,9.76213361322365,1,1
995,14.857264047609462,1,0
1964,-0.7769226570632203,2,1
9792,-0.17351870717268403,0,1
3821,13.809042787210915,1,1
8009,2.4761665936693045,2,0
6060,2.2314111105608303,1,1
4730,1.250428746583184,2,1
6432,1.4343563068333118,2,0
4776,9.693907463858615,2,1
2154,12.57141061355821,1,0
1083,3.631369837843001,2,0
3313,2.9328729539729887,1,0
53,4.884382845969192,2,1
6643,6.92141448085969,2,0
8658,0.5604897811435099,1,1
8927,4.362882005572336,3,0
