,Y_real
1976,1
1442,1
493,0
472,1
4816,0
2036,0
1686,1
853,0
4260,0
2931,0
2486,0
1781,0
2074,0
1292,1
4756,0
3077,0
642,0
2305,1
2600,1
3904,1
3854,0
2417,1
2410,1
1228,0
3005,0
1105,1
1457,0
3672,0
700,1
1828,1
3444,0
478,1
71,1
4486,0
473,1
941,0
4656,1
1978,1
2404,1
4734,0
3492,0
984,1
3774,0
826,1
3174,0
477,0
3802,1
1900,0
88,1
2691,0
4107,1
4592,1
3096,0
4861,1
2187,0
3041,1
3649,1
2558,1
1094,1
2003,1
2591,1
328,0
3197,0
367,0
825,0
820,1
2603,0
759,0
3056,1
3036,1
3666,1
483,0
1365,1
952,1
4718,0
1906,0
3927,1
1892,0
4292,0
1244,0
1296,0
4150,1
4937,1
1977,1
640,1
1530,0
4452,1
4101,1
2743,1
1595,1
2365,1
67,1
1784,1
2769,0
3583,1
3985,1
4377,0
3110,0
4213,0
4166,1
4025,0
4505,1
4852,1
313,1
2379,1
4524,0
656,0
702,0
3960,1
1780,1
2664,0
4397,1
1322,0
1527,0
1210,0
3478,1
1925,0
2095,1
2717,0
258,0
788,1
973,0
1592,1
579,0
4111,1
616,1
1248,0
1626,0
2172,0
927,1
3292,0
3810,0
2667,1
2840,1
3207,0
4942,0
1518,0
4731,0
1393,1
2257,1
4457,0
1064,0
2598,0
4690,1
3142,0
4295,0
2366,0
3361,0
1116,1
2361,1
261,1
4585,0
548,0
1366,0
1795,0
2227,1
3182,0
2185,1
960,0
1810,0
1065,0
2320,0
3488,1
3636,0
2028,0
330,0
2248,0
4074,0
1793,0
1072,1
382,1
970,0
1472,1
2714,1
1735,0
2863,0
1491,0
2618,1
4386,0
555,0
3894,1
428,0
4468,0
3208,0
3872,0
4925,0
1522,0
2921,0
2712,1
4073,1
669,1
4502,0
3903,0
2246,0
2935,1
4071,1
2852,1
917,0
4259,0
1745,1
4720,0
3543,1
3643,1
2369,1
1908,1
2483,0
1882,0
3538,1
282,0
1042,1
235,0
2148,1
1632,0
1331,0
3911,1
4444,1
3856,1
776,0
59,0
272,1
1681,1
4905,1
2344,1
2146,1
4901,0
3033,1
608,1
381,0
2432,0
3817,0
4841,1
365,0
1246,1
1692,0
4414,0
4113,1
557,1
252,1
2431,0
541,0
3235,1
326,1
1471,0
720,1
2267,1
3739,1
2786,1
2043,0
1590,0
1988,1
2350,1
1418,0
1207,1
2969,0
3670,1
4075,1
1599,0
4787,0
2424,0
3314,1
4280,0
4416,0
4494,0
4582,1
1564,0
1850,1
3092,0
2348,1
3401,1
3942,1
494,0
2035,0
2211,0
1488,0
1367,0
1308,0
2236,0
3679,0
50,0
4133,1
3089,0
3397,0
1506,0
198,0
3170,0
870,0
423,1
90,1
2251,1
2372,1
2851,0
1881,0
3870,1
2599,0
4691,0
3708,1
4136,1
4114,1
3181,0
2256,1
3482,0
1204,1
1503,1
41,0
804,1
3680,0
114,0
2858,0
2061,0
1998,0
2188,0
1960,1
3723,1
756,0
2793,1
1272,0
3173,0
2637,1
1972,0
4744,0
1836,1
655,1
3086,1
1423,1
860,1
2871,1
3215,0
871,0
4263,0
1610,0
1328,0
4124,0
1389,0
3279,1
3686,0
484,0
4881,0
3076,1
4876,0
644,0
4696,1
442,1
2655,1
2023,1
2764,0
3425,1
1287,1
850,1
3393,0
1062,0
1788,0
2025,0
3625,1
3209,0
3747,0
979,0
3844,1
4337,1
241,1
4565,1
1502,0
4936,0
2438,1
3987,1
4887,0
1349,0
3549,1
2709,1
206,1
685,0
4933,0
2182,0
219,0
1981,1
4879,1
4307,0
1103,1
1434,0
1824,0
1360,0
391,0
2262,1
798,1
4304,0
1061,1
663,0
2955,1
2200,0
3953,1
4317,0
4518,1
119,1
126,1
2678,1
797,1
3638,1
2204,0
4951,0
1453,1
3426,1
2593,1
835,0
4069,0
1852,0
2778,1
209,0
3379,1
1630,0
3720,1
2302,0
805,1
782,1
3966,0
3396,0
1604,0
388,1
1143,0
2242,1
1591,1
3719,1
3001,0
3888,0
2428,0
1142,1
1482,0
4873,0
2576,1
1822,1
4228,0
1205,1
634,0
2616,0
4424,1
3498,0
3699,1
3633,0
3262,1
2534,0
407,1
4712,1
2384,0
237,1
233,0
2314,1
2396,1
3831,1
1222,0
