,Y_real
2021,0
3951,1
3341,1
799,1
6495,1
5426,1
5640,1
5399,0
7960,1
9913,1
428,1
8772,1
4463,1
7735,1
6218,1
7972,1
9530,1
7489,1
5027,1
6833,0
8926,1
8223,1
9861,0
7955,1
5999,1
7652,1
8120,1
1617,1
4603,1
5863,1
3305,1
6235,1
3740,0
2582,1
2788,1
8649,0
5829,1
3571,0
8291,1
4469,1
2770,1
8777,1
256,1
2334,1
604,0
4562,1
8903,1
2002,0
4512,1
9413,1
4926,0
8595,0
3612,0
1483,1
6099,1
7543,0
5814,1
2614,1
2846,0
6936,1
3155,0
3150,1
6179,0
4679,1
1157,1
995,1
1964,0
9792,0
3821,1
8009,1
6060,0
4730,0
6432,1
4776,1
2154,1
1083,1
3313,1
53,0
6643,1
8658,0
8927,1
4647,1
3916,1
5474,1
3882,1
4789,0
7166,1
4258,0
8521,1
7255,1
75,1
8708,1
1121,1
7667,0
7225,1
3860,0
367,0
9850,1
1041,1
4384,0
92,1
3154,1
501,0
1204,1
949,1
3761,0
291,1
9678,1
8102,0
1851,1
9751,1
905,1
6349,0
4064,1
5702,0
7552,0
1329,1
8489,1
3232,0
8930,1
1836,1
534,0
4480,0
5762,1
4915,1
5920,1
1089,1
194,1
9543,1
5817,0
8199,1
8596,0
7141,1
455,1
3596,1
7639,1
4875,0
3755,1
639,0
5135,0
7006,0
5932,1
5191,1
5298,0
3053,1
3411,0
4901,1
1840,0
2315,1
4482,1
9320,1
6811,1
52,1
7312,1
997,1
4400,0
2441,0
8284,1
6257,1
4953,1
4499,0
965,1
1155,0
5611,0
9099,1
5347,0
6174,1
7178,1
4106,1
609,0
4833,1
1581,0
7301,1
6194,0
957,1
1195,0
329,0
172,0
2578,1
7306,1
8039,1
9973,0
7124,1
6278,1
652,1
3996,0
5689,0
4516,1
2681,1
5355,1
8551,1
6130,0
3112,1
3218,1
8953,1
7229,0
6586,0
4640,0
6271,1
7845,1
6980,1
4535,1
7980,0
176,0
8053,1
3276,1
4030,1
8304,1
1722,1
5389,1
5488,1
4872,1
9118,0
8840,1
5886,1
6261,1
7816,1
8536,1
6155,1
2842,1
4066,0
2041,1
7696,1
549,0
2726,0
8507,1
6966,0
4100,1
1257,1
5579,1
5436,0
1258,0
7383,1
6544,0
1285,1
7527,1
6492,1
5574,0
9480,1
2494,1
1621,1
320,0
3806,1
7827,1
5990,1
3063,1
9822,0
8696,1
1224,1
2721,1
6209,0
855,1
5402,1
7882,1
6031,1
9745,1
9945,0
2549,1
9356,1
9276,0
7690,0
5672,1
831,1
6411,1
8511,1
6479,1
1201,1
2572,0
6341,0
5700,1
9052,1
2387,1
1939,0
7692,1
1479,1
9203,1
3968,1
7825,1
3696,1
2096,1
9208,1
9091,0
6915,0
6406,1
4045,1
5407,1
9933,1
9161,0
7727,0
6817,0
3243,1
2562,0
7594,0
2058,1
808,1
1022,1
3161,1
8576,1
7701,1
5974,0
4913,0
5025,1
2372,0
2963,1
8974,1
530,0
2017,0
7637,1
6888,0
2813,1
567,1
8787,0
9867,1
5053,0
9577,0
6562,0
9962,0
2064,1
8080,0
3804,1
9590,0
2922,0
7118,0
5682,1
2320,0
8898,1
9581,0
3236,0
640,1
8656,1
9344,0
9766,1
5033,0
4093,1
4136,0
8823,0
801,1
5948,1
5158,0
9532,1
3398,1
5897,1
4918,1
166,1
7430,0
3286,1
2178,0
4607,1
521,1
7984,0
4252,1
1842,1
3777,1
3836,1
9292,0
9194,0
1159,1
5807,1
4681,0
3568,1
8968,1
8714,1
6316,1
4803,1
2356,0
8132,1
6098,1
213,1
1176,0
8944,1
1286,0
7762,0
2753,0
3012,1
5296,0
1118,0
3106,0
5462,1
2880,0
2035,1
6489,0
180,1
1374,1
939,1
1441,1
2828,1
5608,1
6366,1
6070,1
2812,0
1435,0
7751,0
8154,1
1078,1
6828,0
2226,1
2227,1
4215,1
787,1
79,1
9186,1
4648,1
85,0
535,1
1140,0
4377,1
9583,0
4576,1
4388,0
7666,1
8949,0
8016,0
1274,0
8346,1
495,1
888,1
7518,1
7216,1
6555,0
5385,0
9310,1
1049,1
8958,1
18,0
3214,0
4382,1
4867,1
1571,1
7869,0
5665,1
7356,1
7167,1
3123,1
6211,0
3509,1
1568,1
8040,1
3353,1
7362,1
4615,1
6041,1
1126,0
8000,0
573,1
3267,0
9494,0
7351,1
4781,1
8428,0
5271,1
6741,0
1501,0
8844,1
3315,1
687,0
629,0
4944,0
4337,0
5214,1
4621,1
5958,0
4664,1
585,1
6188,1
8052,1
6065,1
8038,1
7856,1
7799,1
6180,0
1666,1
4742,1
3195,1
2515,1
7274,1
2506,0
6829,0
2396,1
6798,1
433,0
2956,1
7009,1
9489,0
6089,1
9395,1
1867,1
7764,1
724,0
9448,1
8815,1
1974,1
6520,1
6264,0
1304,1
2234,1
8337,1
8921,1
8310,1
3410,0
4,1
5646,1
3729,1
8198,1
6532,1
582,1
9645,0
875,1
1473,1
4408,1
3651,0
6778,1
9918,1
7474,1
6633,0
8110,0
1693,1
9830,0
5614,1
8698,1
3310,1
812,1
1264,1
6172,1
892,1
6080,0
1726,1
5759,1
7988,0
9791,1
3443,1
5316,1
8942,0
2401,1
5336,1
5155,1
8101,0
1695,1
6439,0
4503,1
5371,1
8124,0
852,1
5843,0
9352,1
3130,0
4226,0
2875,1
2962,0
1929,1
8174,1
2719,1
7492,1
5122,1
7032,1
8345,1
5784,0
5478,1
8817,1
8342,1
5954,1
7876,0
6436,0
1788,0
9251,1
7724,1
6391,1
854,0
6498,1
3721,1
6879,1
971,1
9758,0
2628,1
6273,1
5368,1
6148,1
7730,1
6120,1
9734,0
6540,1
2094,1
44,0
9591,1
3272,1
4417,0
3663,1
2966,0
1544,0
4813,0
6122,0
4914,1
494,1
9966,1
9181,0
6793,0
668,0
145,1
2005,1
5410,1
4275,1
9793,0
1133,1
7157,1
531,1
3423,1
4218,1
5076,1
555,1
4402,1
4573,0
795,0
3055,0
8919,1
1593,0
3143,1
6985,1
9074,1
9121,0
3343,1
7682,1
8046,1
6992,1
8436,1
5200,0
2495,1
2761,0
5957,0
7817,1
3993,1
856,0
8248,1
9129,0
4884,0
1423,0
140,1
5571,1
1612,1
7122,0
2430,1
9122,1
6564,1
9187,1
8107,1
8390,0
5367,1
7574,1
302,1
6525,0
7066,0
8512,1
6551,0
1390,1
1760,1
3707,1
7529,1
1163,1
8262,0
6015,1
1132,1
6859,0
1248,1
171,0
778,1
2304,0
7803,1
6189,0
8899,1
12,1
2493,1
31,0
2899,1
2379,1
3266,1
6964,1
1243,0
6334,1
6077,0
5038,1
9803,0
4711,1
8584,1
345,1
5946,1
8210,1
1062,1
7588,0
6240,1
5215,1
8860,0
2185,1
6421,1
6776,1
915,1
2135,1
4331,1
6137,0
6363,1
9928,1
136,1
6156,0
772,0
5504,1
9084,1
8281,0
7685,1
9411,0
1031,1
8728,1
1283,0
951,0
6869,1
3347,0
4235,1
7786,1
919,1
5331,1
9041,1
6896,0
2193,1
4639,1
6990,1
6714,1
9807,1
9643,1
5212,1
6630,1
5673,1
5705,0
1606,1
9305,0
4188,1
2860,1
5168,0
21,0
444,1
5233,1
6752,0
2522,1
878,0
1072,0
196,1
7602,0
6878,1
410,0
318,1
6280,1
5311,1
3891,1
5583,0
4169,1
8807,1
6576,0
3933,1
1660,1
7959,1
5769,0
1614,1
2082,1
3733,0
7580,0
5455,1
4084,1
3307,1
8019,1
6983,0
4810,0
1522,1
2164,0
9394,1
3845,1
5178,0
4527,1
3401,0
1960,0
2877,1
2768,1
5795,0
8754,0
1540,0
9549,0
2622,0
356,0
9245,1
4917,1
1115,0
3322,1
5782,1
968,1
1678,0
7684,1
6530,0
6982,1
5328,0
1112,1
6207,0
5835,1
7646,1
2581,1
8920,1
418,0
7560,1
8498,0
1313,1
5294,1
8895,1
7917,0
4251,0
5597,1
8791,0
9278,0
8923,1
484,0
77,1
3546,0
4676,1
6197,1
7253,1
6229,0
8348,1
8956,1
9794,1
7813,0
7268,1
1655,0
4605,0
4611,0
5342,1
1397,1
373,1
2368,1
3880,1
1327,1
7018,1
967,0
7291,0
9363,0
5045,0
7170,1
5644,1
8965,0
502,1
8388,1
3758,1
3187,0
8372,1
6861,0
4205,1
6043,1
2220,1
4208,1
6468,1
7015,1
4669,0
4578,1
8541,1
7883,0
8680,1
9388,1
1364,1
889,1
1864,0
1742,1
8893,1
4145,0
6602,0
8146,1
5241,1
6354,1
9901,0
6567,1
4549,0
3871,1
1718,1
465,0
414,1
5918,1
9818,0
9436,0
2024,1
1652,0
9260,1
5447,1
4099,1
6599,1
4873,0
1210,1
4164,1
5310,1
5280,1
8300,0
4063,0
2560,0
6142,0
2458,1
348,1
8824,1
3676,1
3084,0
8204,1
8562,1
3201,0
760,1
8057,1
5020,1
5291,1
4651,1
9958,1
8724,1
7870,0
5163,0
9487,1
7906,1
1297,1
5005,0
2056,0
122,1
9999,0
6153,0
7627,1
7812,0
8169,1
3598,1
7188,0
2301,1
4677,1
5198,1
2730,1
5736,1
164,1
2175,0
7053,1
789,0
4199,1
8438,0
1287,1
6605,1
3834,1
185,1
7047,0
1449,0
3658,1
6296,0
631,1
3932,1
1610,1
6027,1
6814,1
5616,1
4506,1
3256,0
4081,1
1291,1
7414,1
6444,1
3515,0
723,1
9552,0
7734,1
1237,1
2982,0
9461,1
226,1
6940,1
2901,1
1381,0
2525,1
3784,0
7221,1
54,1
7333,1
6008,0
8322,1
2204,1
9996,0
3985,0
7263,1
8208,1
2755,1
4655,0
777,0
7296,1
3626,1
4912,1
6989,1
2192,1
5658,1
3839,0
2829,1
3402,1
9460,1
1150,0
4379,1
4407,0
3308,1
3127,1
9798,1
3697,1
5018,0
6922,1
5211,1
5534,1
8721,1
4862,1
7299,0
529,0
9185,1
9934,1
2302,0
6294,0
2505,1
6868,1
2464,1
3348,1
7675,1
5969,1
2711,1
8165,1
605,1
8733,1
6656,1
3104,1
8788,1
2763,1
1768,0
7008,0
9290,1
7665,0
1377,1
3388,0
182,1
5274,0
1942,0
2450,0
3748,1
3507,1
3289,1
9519,1
5083,0
2210,1
6092,1
6450,1
9027,0
2733,1
3309,0
9562,1
1875,1
9558,0
8808,1
2736,0
9248,1
7496,0
2757,0
5468,1
3391,1
9736,1
4635,1
8700,0
2137,1
2004,0
279,0
7679,1
8202,0
2241,1
7046,1
7406,1
9221,1
2532,1
1597,1
7508,1
4442,1
6409,0
2623,1
3944,1
6241,1
5722,0
6109,1
5803,1
3747,1
8654,0
1706,1
4812,1
2006,1
8768,1
2083,1
293,1
4518,1
3134,1
6407,0
7023,0
9882,1
9160,0
8303,1
1733,1
2841,1
7294,1
8029,1
9929,1
2624,1
3359,1
2141,0
5801,0
4551,0
343,0
5627,0
4987,0
8468,1
712,1
1769,1
633,0
9101,0
9357,1
7381,1
262,1
1122,0
5247,1
6902,0
3627,0
7081,1
6222,1
1934,0
3793,1
7444,1
9345,1
929,1
2914,1
743,1
6920,0
5461,1
8339,1
5637,1
9983,0
3900,0
5262,1
4659,1
8598,1
4860,0
66,1
3383,0
2565,0
7457,1
3445,1
1312,1
8683,1
1924,1
2466,1
4321,0
4709,0
6850,0
618,1
9153,1
2270,1
7036,0
2938,0
5002,1
4279,1
352,1
8042,1
3490,0
4490,1
105,1
1262,0
476,0
4046,1
6339,0
9302,1
6785,1
7151,1
5378,1
56,1
9829,0
1529,1
5194,1
4028,1
3677,0
9497,1
6939,1
1197,1
4758,0
4971,0
3943,1
7581,0
2216,0
4536,1
6889,1
615,0
4025,0
3897,1
4229,1
200,1
4368,1
1223,1
5220,1
2385,1
6849,1
3644,0
1275,1
8225,0
660,1
5861,0
7647,0
3147,1
7364,0
4620,1
4394,0
5632,0
8801,1
1822,1
8444,1
3164,1
8314,1
8448,1
8095,1
4221,1
2616,1
2282,1
412,1
351,1
9978,0
593,1
3539,1
2827,0
431,0
7403,0
1622,1
109,1
5938,1
7169,0
480,1
8744,1
7880,1
922,0
7024,0
3797,1
9315,1
9668,1
4606,0
907,0
9032,1
8966,1
3056,1
5823,1
2124,0
3162,1
99,1
9108,1
8564,1
3258,1
7205,1
8730,1
7806,1
1358,1
175,1
5497,0
7285,1
1656,1
747,0
2950,0
3242,1
5624,1
1005,1
4053,1
3458,0
5459,0
6559,1
5081,0
1803,1
790,1
4921,0
6237,1
3578,1
7737,0
6582,1
4733,0
6872,0
7568,1
3089,1
9065,0
7228,0
8967,1
600,0
2442,0
3448,1
6917,1
6417,1
6202,1
5600,1
5620,1
6467,1
2686,1
1321,1
6671,0
4721,1
7345,1
5749,1
5678,1
3264,1
2121,1
8235,1
5387,0
3675,1
6395,1
8244,1
8552,1
1147,1
4116,1
5281,1
3928,0
4976,0
9984,1
3858,0
3575,1
5858,1
3304,1
1331,0
2211,1
1143,0
4415,1
4371,0
2412,1
4582,1
349,1
8425,1
1395,1
4114,0
9823,0
8676,1
8681,0
8197,1
2672,0
817,0
2447,1
7455,1
4117,1
8258,0
7246,1
4898,1
141,0
9379,1
910,1
9729,1
7801,1
3327,1
2345,0
6353,1
7510,1
9495,1
5517,0
5072,1
8526,0
1505,1
9349,0
7145,1
6908,0
8420,1
432,1
5561,0
2298,1
7079,1
7775,0
5416,0
1576,1
2976,1
1002,0
610,1
6912,0
9275,1
7836,1
2284,1
4749,1
2597,1
4458,0
3796,0
1450,1
1405,1
2381,1
9568,1
506,1
5983,1
1559,0
2228,0
9922,1
6205,1
1967,1
9178,1
9925,1
2469,1
9189,0
6587,0
1774,1
2659,1
5016,1
1086,1
435,1
489,1
1628,1
7491,1
8211,1
1307,1
1399,1
1687,1
45,1
4509,1
9309,1
7379,1
4494,0
8352,1
8859,1
106,1
3673,0
6079,1
2646,0
382,1
7804,0
4244,1
6413,0
5039,1
3081,0
519,1
532,1
5931,1
3368,1
4298,0
2867,1
8184,1
1971,1
8891,0
8616,1
1416,0
1906,1
3231,1
2679,1
2568,1
2972,1
5388,1
765,1
6779,1
7653,0
1898,1
9603,1
4148,1
6913,1
9783,1
4772,1
8117,1
681,1
6480,1
9993,0
8643,1
3560,1
707,0
7566,0
2022,1
9652,1
7272,1
7101,0
1847,1
8993,1
4684,0
5746,1
1170,0
1817,1
6286,1
5844,0
7182,0
2845,0
1330,0
388,1
2919,1
9838,1
1228,0
9865,0
8902,1
2727,1
7593,0
5988,0
739,1
258,0
5837,1
5428,1
1514,1
2547,1
4300,1
7256,1
6557,1
914,1
5951,1
6999,1
7132,0
7004,1
7212,1
8957,1
9265,0
2695,0
9128,1
3547,1
729,1
2741,1
3811,1
2797,0
3817,1
7359,0
4255,1
8508,1
1365,0
630,1
8341,0
5492,1
8863,1
3741,1
3610,0
1415,1
9139,1
1241,0
1763,0
3259,1
6533,0
8411,0
1925,0
9634,0
5359,1
6383,1
2242,1
3532,0
9725,1
4672,1
6415,0
5074,1
7026,1
3204,0
5456,1
4495,1
8766,1
4083,0
6310,0
1604,1
5482,0
5512,1
6161,1
5451,1
6760,1
2591,1
1694,0
3851,1
1472,0
653,1
8422,1
2564,1
3643,1
2101,1
3196,1
3221,1
3602,1
4704,1
8589,1
5030,0
6601,1
9728,1
8870,0
5715,0
8962,0
8431,0
2552,0
2157,1
9720,1
1589,1
6583,1
9763,1
5821,0
4828,0
570,0
2634,1
317,1
6186,1
6052,1
3303,1
2217,1
7473,1
5157,1
9531,0
9940,0
3959,0
8126,1
963,1
4595,1
5010,1
364,0
3087,1
1017,1
2981,0
9638,1
2398,1
1691,1
9510,1
4722,1
2057,0
3432,0
8618,1
6775,0
1154,1
6969,1
7121,1
2488,1
4995,1
526,0
1117,0
426,0
4297,1
3812,1
6880,1
6959,0
6216,1
3542,1
7842,0
5973,0
3638,1
9780,1
4840,1
1996,0
8228,1
4177,1
2888,1
7595,1
3416,1
8412,0
3390,0
6701,0
4646,0
2869,0
6961,0
785,0
5304,0
6477,1
6233,1
6399,1
406,0
8295,1
6379,1
7465,1
8540,1
2422,0
7985,0
917,1
61,1
5420,1
8588,1
7469,1
41,1
1849,1
3914,1
2478,0
1060,1
7758,1
791,1
2644,0
8343,1
7490,1
1511,0
6038,1
1526,1
1997,0
2640,0
8693,1
2218,1
7097,1
9554,1
3613,0
9017,1
5080,0
3121,1
7210,0
255,1
8611,1
3789,1
2109,1
250,0
421,1
2857,0
199,1
6753,0
9204,1
1375,1
4988,1
5524,1
5585,0
8619,1
8203,1
8286,1
7630,1
2038,1
3778,1
3709,1
9026,1
3159,1
3679,0
94,0
8307,0
845,1
3251,1
2480,1
6672,1
8960,1
4209,1
191,1
1521,1
3725,0
3614,0
254,0
1858,0
4530,1
774,1
2187,0
6056,1
873,1
1629,1
1148,1
2970,1
7729,1
3222,1
