,R,Q,A
6080,7.700539545615733,0,0
7297,6.353751123179521,2,0
5723,-1.707573451146503,2,1
3312,0.5320206733576285,0,1
2141,-2.2838314135415425,1,1
1119,9.090310356275355,1,0
695,3.63102693585558,1,0
6302,3.75061726637112,2,0
2493,3.743776819630418,2,0
839,10.719693936792293,1,0
1749,1.6179098315280704,0,1
340,6.855300684768,0,0
6325,0.9964804706255612,2,1
3973,5.025405751706778,3,0
5997,0.48878727765526886,1,1
1528,0.4571885017697417,3,1
2131,1.7800105079691366,1,0
2661,-0.4187448433673522,2,1
3449,1.9201547119263032,3,0
4295,1.1947920810795216,3,0
4630,0.6001255101971288,3,0
950,4.323514389590765,1,0
977,12.969733406925286,2,0
3528,7.771112706003584,2,0
1484,0.5092303560401819,2,1
6611,4.986544912101967,2,0
6000,2.4179270327961784,0,0
1417,3.7271360091231713,1,0
386,7.6542045824708875,0,0
2382,-1.0478190864250936,1,1
4176,2.4558415272772827,2,0
7339,-2.0549953340716876,2,1
2450,11.416900810853635,2,0
3436,1.3196755205671904,2,1
6002,2.50034862638474,2,0
2268,5.498892990872408,2,0
520,5.685032831837395,1,0
2819,3.0785621350620076,2,0
5215,5.788563388496319,2,0
7376,8.205091686025888,1,0
29,12.306787371621631,3,0
3592,8.000231060063973,1,0
3452,0.1582541936371018,0,1
7234,0.7063105683128512,1,1
2318,6.7592959598461455,2,0
4908,-2.5901681191670645,1,1
5439,5.366555176343169,2,0
4533,4.170230782783843,2,0
3153,1.7584885094779876,3,1
1841,0.047835096373085584,1,1
6748,-1.1982234412605974,2,1
1611,6.848458317131264,3,0
4412,-1.4904771756325976,3,1
5272,-0.7647029820912135,2,1
4694,-2.5769668552061704,1,1
5604,6.237150696721841,2,0
6990,4.932461940602252,2,0
116,1.2458463830907625,2,0
1697,3.2595154810896623,1,0
6431,1.3102671286090224,1,0
6492,14.668377454037156,0,0
149,1.40578894900501,2,1
4923,5.855410400988934,1,0
3094,3.4073323399989803,3,0
449,4.820470029689991,1,0
6897,0.4459606778286358,0,1
3349,10.486173689594395,0,0
83,-1.4392453991429033,1,1
2936,7.277256328834449,1,0
3995,5.80765280083331,1,0
3286,11.29774995827475,2,0
4117,-0.693208330149746,0,1
7206,-1.1900613038743344,1,1
1308,2.9690864823243928,2,0
2059,7.531997236707287,1,0
7346,2.756338316366111,2,0
2105,1.2949743671205616,3,0
2314,2.687563905578546,1,0
2267,0.8385150002155939,2,1
2976,3.471191905035656,1,0
1309,0.6780833699411576,0,0
5595,1.2143335157835544,3,1
2823,1.7949240142579592,1,0
4879,-1.403479617323577,1,1
3655,4.535352589023383,2,0
5308,3.055944549450537,0,0
6739,5.078924367190702,1,0
5241,2.0424557518243396,3,0
4240,-1.8103567770155768,1,1
5053,3.513533230699288,2,0
3578,1.1293717215864696,2,1
6808,18.223330388933963,3,0
763,4.497654799915746,2,0
5161,1.5318692855454374,2,1
5473,4.5004812788915185,1,0
7108,0.9653668507541253,2,1
693,1.5565210821300584,0,1
3724,0.9030663382054225,2,0
1136,4.121793240228614,2,0
3969,1.1583733811659904,0,1
3091,-2.6265359110138493,3,1
5180,1.4958332677637163,2,1
4849,-2.4579715944302434,0,1
5296,-1.7384793763479405,2,1
2683,7.154933366857412,1,0
2482,6.711063712335813,2,0
1303,3.8251651450922406,1,0
3523,1.2321399125235866,2,1
4289,2.6587098898990362,0,0
3043,1.5864540761680708,0,1
6389,4.584556470674777,2,0
7161,-0.536604645623803,1,1
5129,8.079687211678698,0,0
5895,10.831164931097831,2,0
3929,-1.8966962462204067,0,1
2948,1.564066261110428,1,1
5781,1.9986884861848644,2,0
2213,-2.0314091790766664,1,1
2471,2.5045917830643583,3,0
6777,2.959538861523438,1,0
2711,8.269716667397057,1,0
3565,12.725184650523977,2,0
4377,5.673352871669736,3,0
5684,4.508955395832523,1,0
7345,1.8918640247412286,3,1
1542,4.440115262112059,1,0
6734,-1.8013494720232424,1,1
3621,2.6429208861916598,2,0
6022,0.9499151312344378,1,0
5775,3.3323779660977553,3,0
1357,1.356372094466081,2,0
3217,3.455762117142326,2,0
6152,-0.6146420540369344,1,1
3014,12.585592011222872,2,0
1034,7.737824275442934,1,0
344,8.131125615351932,3,0
4074,-0.9414653922976299,0,1
6362,1.1826727163039508,3,0
4022,-1.168173107820948,0,1
4273,-1.3686006058431626,2,1
313,5.691383328759463,0,0
1158,1.0121312454522204,2,1
1195,1.5632209042276424,2,1
7239,-2.0582824387549676,2,1
3872,9.141050351062892,1,0
2617,1.57256452654598,2,1
7097,1.156209364796001,0,1
4818,3.3012907419540376,1,0
5449,5.6334541392892685,1,0
3275,8.422518275629956,2,0
3991,0.4286189917666694,2,1
1791,0.5917309405149389,1,1
961,0.43766926977235887,2,0
1305,9.317042283884383,2,0
2054,-1.3525482105886177,2,1
3461,2.3748243927313366,0,0
2726,9.730912534584098,2,0
2250,0.7788395368970611,2,1
5424,2.5321284056277964,0,0
2517,10.349409083847183,2,0
2432,1.1811846140040883,1,0
884,2.4711676877792073,1,0
2820,1.0658274335866302,1,1
5048,3.0645736782872053,0,0
4250,-1.2977826063534068,0,1
6746,6.301454362332471,2,0
3633,0.9235587844178301,3,1
675,5.451649677998271,1,0
5201,1.4987910081723805,2,0
1879,4.305735044249762,2,0
3435,2.2258078969877966,1,0
5199,3.81727629709312,1,0
2477,2.9328729539729887,1,0
1896,-0.7093881791408103,1,1
1368,4.385554994269138,1,0
6965,5.6274877182596175,1,0
7114,12.069436496123167,2,0
2829,1.386735358391451,2,0
3395,4.673013747920231,2,0
3164,7.411820960934808,2,0
7109,12.49710116227531,2,0
7005,-1.5699629608152035,2,1
7147,5.329586478224637,1,0
216,9.513252982951112,2,0
7115,-2.232594650396024,2,1
6963,-1.55390908118864,0,1
6370,1.1362196550762782,0,0
5566,-1.9490752572343162,0,1
3868,4.093269530294553,2,0
1884,4.000266480719152,1,0
2322,-1.4837499514444756,1,1
3261,6.31612439620848,0,0
4051,8.360729680564033,2,0
3440,2.4075085906391775,2,0
2781,0.8702201966398355,1,0
3228,-0.12033587891444375,1,1
4797,4.425782525104893,1,0
7041,-0.2772219587988194,1,1
5801,0.33721549951782537,3,1
2845,10.38681020036098,1,0
3008,7.886333962099535,1,0
3941,0.30496069016529415,1,1
238,0.006610320889537391,1,1
2521,-0.5915385391029071,3,1
1315,13.523918117255938,2,0
761,-1.3445359016615916,1,1
1500,22.12229559918822,1,0
4197,6.0936336758715335,2,0
3034,-2.3481982537201014,0,1
5806,0.6071683333852176,0,0
4078,0.886403501169335,2,1
6968,5.755005269435468,2,0
382,5.917772648108545,2,0
1790,-0.003001040005364608,3,1
230,-2.025598357539365,2,1
3689,1.92555310566053,2,1
1099,6.413175425967998,3,0
5176,2.7579657770479518,1,0
4897,2.4469025084797242,2,0
2265,-2.404381476459189,2,1
4560,2.5196688975754573,1,0
1270,14.495455028162366,3,0
513,0.06857320132247136,1,1
2387,2.4105770598718146,2,0
5458,-0.3640235208478937,3,1
3183,-1.7472284787941128,0,1
764,11.943979382871028,2,0
2301,0.32643328228368507,1,1
7307,-0.9960998012453919,1,1
5683,-0.5018256702773431,3,1
2877,2.8235598694653605,2,0
5673,5.518287807383417,1,0
6701,2.6567009285105665,0,0
6081,11.719477534982008,1,0
5265,-0.8917770310074049,2,1
5915,-0.6756934326072477,1,1
1170,0.21190294610035387,1,1
5711,8.431117697512247,2,0
1861,6.764560698576388,1,0
3211,-2.2701020420566005,1,1
7368,0.5097863667791795,1,1
2116,2.7693230604468635,1,0
1383,0.1184410300149552,1,1
7198,3.32437367162322,2,0
3799,7.759713572789101,2,0
155,6.722774377717734,1,0
3707,6.234750390056842,3,0
6096,-2.3337916001499135,0,1
875,6.005589382713778,2,0
2689,5.580062896336684,1,0
4996,-2.615309314051103,1,1
1941,0.3367177235234351,0,1
5163,5.104631812346207,1,0
4445,-2.251645681923686,1,1
3766,-2.1281163342532556,1,1
1615,2.986238234186551,1,0
3933,11.587734635983521,3,0
5008,9.337412860213378,2,0
5732,1.929105708216139,1,0
3287,1.906527407704674,1,1
6279,1.3848031919684913,2,0
1771,8.13038453723517,0,0
4086,-0.6241955370854742,1,1
4605,5.005685258608872,2,0
2430,-0.9162632178303709,1,1
5267,-1.7452983965381885,3,1
3470,6.993743126772438,0,0
2924,12.011479669806295,3,0
2002,3.3743631701951555,1,0
2233,6.306026635516436,1,0
3443,4.855454121134618,0,0
7030,5.244592821498964,3,0
2366,1.0531883048732995,0,1
5225,6.102967278864984,2,0
934,5.133441560231339,0,0
2892,5.127477957124332,2,0
4792,0.7598070889141484,2,0
6386,8.662808481988861,2,0
947,1.1455784949297587,1,0
4052,9.351977368128232,2,0
1017,0.15930269249869866,2,1
5461,6.8812889117265765,1,0
3322,2.756248302795212,2,0
6814,6.156176623057645,2,0
6920,0.3816183990069648,2,0
3628,5.543068370478386,2,0
3731,-1.4101728345876308,0,1
4640,1.919882124205639,2,1
2507,3.8178857389886693,2,0
1032,3.8813530271870316,2,0
1706,2.7183838040599855,2,0
7062,10.98052620228985,0,0
1700,-0.37079124720902,0,1
4057,2.4205107777055046,2,0
984,0.7165770578947167,1,0
3735,3.7851263147246987,2,0
6642,10.249247472679961,2,0
