,R,Q
2021,-3.564481496670652,3
3951,5.023314560745266,2
3341,7.351995791398419,1
799,9.52314348029448,2
6495,7.763201259727468,2
5426,3.594415791038286,1
5640,-1.8331810732535203,0
5399,-0.14534915268528437,3
7960,3.865387551681347,1
9913,0.6997136074500991,1
428,2.9858741551264205,1
8772,7.465044261499116,2
4463,4.9301619884974635,1
7735,1.4149525276022832,1
6218,6.136976957184384,1
7972,-0.4358298508225724,0
9530,2.6781601585427968,0
7489,1.0075055191014908,1
5027,11.373410945882393,1
6833,-5.571085117820129,3
8926,10.154917330936598,3
8223,3.633082298654541,1
9861,0.9612102625809555,1
7955,9.587384715030758,2
5999,5.423822051906439,1
7652,6.79734536591777,1
8120,7.082394813038601,2
1617,5.885465499632101,2
4603,3.117473195038813,1
5863,3.0057709254608524,3
3305,5.160181604507018,2
6235,7.015070568237263,1
3740,2.894220504921554,1
2582,4.156610387726937,1
2788,10.40124502445334,1
8649,-4.349541209677318,3
5829,6.402929837242172,3
3571,-4.370575510609337,2
8291,15.551438902132823,1
4469,4.853036294563522,3
2770,-0.6973866996178932,2
8777,3.924817355624864,2
256,4.787935482770691,1
2334,4.978495977371066,1
604,0.07906045782190319,3
4562,4.813920837192512,3
8903,10.249247472679961,2
2002,-3.9286452292212575,2
4512,1.8700092683467613,3
9413,9.967182629826992,1
4926,-1.7320189490360312,2
8595,-1.7587696498799712,1
3612,2.897397388955527,2
1483,2.7577911190489237,0
6099,1.442327064878374,0
7543,1.1688293692742309,1
5814,1.6248391614991378,1
2614,6.213604375277218,2
2846,-1.4660750239533424,3
6936,5.906758349975017,1
3155,-2.993041301104292,1
3150,3.60560988782419,0
6179,0.6237435920068249,3
4679,16.334434298988164,1
1157,5.26213361322365,1
995,14.857264047609462,1
1964,-5.276922657063221,2
9792,-4.6735187071726845,0
3821,9.309042787210915,1
8009,2.4761665936693045,2
6060,-2.2685888894391697,1
4730,-3.249571253416816,2
6432,1.4343563068333118,2
4776,5.193907463858615,2
2154,12.57141061355821,1
1083,3.631369837843001,2
