,R,Q,A
396,5.1099412570345715,1,0
3055,1.442327064878374,0,0
2695,5.601283230412168,3,0
4501,5.31570513902637,2,0
2845,6.170846018419121,0,0
3958,2.7343308536536908,2,0
2822,2.490567774476127,2,0
4656,4.932461940602252,2,0
3762,6.490768444868321,2,0
1619,0.979827216291699,3,0
1951,5.127477957124332,2,0
2867,5.893127085663899,1,0
437,6.713230601347607,1,0
1899,3.0785621350620076,2,0
3835,22.074951144629157,0,0
74,7.111053345051875,3,0
3047,4.170230782783843,2,0
479,9.38159165287893,2,0
2652,7.192858951362771,1,0
3231,6.280122625099177,2,0
4597,17.745800052415305,2,0
4122,6.52204409794758,1,0
1079,2.6874983570589928,2,0
1337,8.763870445987614,2,0
1356,7.639814808648756,2,0
4520,18.935986768647314,1,0
2243,10.989442688803756,2,0
868,3.981621820750156,1,0
3391,9.781610088158898,2,0
4572,3.8969711684367248,2,0
3863,3.3323779660977553,3,0
3000,1.3729529758080714,1,0
2329,7.772124121637129,3,0
3293,3.241641346923705,1,0
2498,0.2127622480922029,2,0
2099,9.097382564898634,2,0
2653,10.053721226040158,2,0
4486,5.078924367190702,1,0
4263,13.554538700356026,2,0
3453,10.820588035514708,1,0
3294,10.860687158240765,2,0
3071,10.847448168813795,3,0
1216,0.2912435960557827,1,0
3656,8.929023839479392,2,0
2748,2.4393437766071795,1,0
672,3.365306563987118,1,0
4002,2.4179270327961784,0,0
4970,5.294853941947194,1,0
1760,10.762610164015939,1,0
4896,2.756338316366111,2,0
510,8.44194982855829,1,0
2163,10.206676352916205,1,0
2464,6.173796816564502,1,0
3282,1.1788132865684817,2,0
3919,2.760245228276547,1,0
1930,4.777098032074038,2,0
2013,3.471191905035656,1,0
528,14.857264047609462,1,0
9,0.6477448304717562,2,1
1003,5.002645012719934,1,0
3434,5.118758430083519,1,0
3566,2.5012736007824343,3,0
4483,2.7722975156826495,3,0
1345,4.0498609234571745,0,0
3426,4.2912803320233355,3,0
1170,3.553769768321933,1,0
1114,5.070104156408579,2,0
4447,0.5269764199719317,1,0
1381,6.277822682953566,1,0
4926,8.184026014766893,2,0
248,2.092801862974966,2,0
411,3.083057773983644,2,0
3887,3.626403284949522,2,0
1841,4.841094263934722,3,0
1915,2.7845321041248767,2,0
4517,6.557207054554314,2,0
2257,5.738942941777951,1,0
1555,7.840290787049131,1,0
2419,3.6821098080296832,0,0
508,4.657498516298888,2,0
205,6.778237027764629,3,0
1901,1.7949240142579592,1,0
4084,6.552886618609014,3,0
1932,1.9034334226955667,1,0
2052,3.884142536867002,0,0
3493,12.33331989329296,1,0
1261,8.593494336206966,1,0
2459,7.350735910081246,2,0
4260,5.465180715346532,2,0
3153,7.98725333353309,2,0
3125,6.9267645083657285,2,0
1794,3.417840922085916,1,0
838,6.203654768901721,1,0
3261,4.683296104395255,1,0
1382,1.4822269867386182,2,0
276,2.9144323583553264,0,0
999,7.723688193874669,1,0
1218,2.2600408257423674,2,0
4588,5.105342693057108,1,0
4343,9.237237189852717,0,0
390,5.323666945368123,3,0
3195,5.502016417830729,0,0
751,2.7577911190489237,0,0
2388,14.241536860983961,1,0
3971,3.865387551681347,1,0
563,7.2014203883958805,3,0
4167,9.281247375521735,2,0
2009,5.6483597879530345,0,0
288,16.104629666420106,2,0
1131,7.002866505060675,1,0
4858,16.479354704488323,0,0
4446,7.919420860521822,2,0
655,8.119736710572171,2,0
4741,12.069436496123167,2,0
2732,2.4205107777055046,2,0
457,16.167092940127294,0,0
3664,5.527820899965001,2,0
2043,2.2605493679048148,2,0
1696,19.29618157998788,2,0
2203,1.2335213265809626,3,0
4846,8.156795814092757,2,0
498,4.911954294578896,3,0
1850,6.647746511969978,1,0
2618,6.127763898824542,3,0
605,11.47809758663841,2,0
938,6.716971235221086,1,0
1149,3.6910659840083864,1,0
319,1.7217084244340266,1,0
2699,6.580778215888592,0,0
2110,6.6975888999566955,0,0
4395,6.5563673952168,1,0
841,16.45327417770019,0,0
808,0.37600085960829893,1,0
2482,6.061912167636182,1,0
835,4.738864288737108,1,0
4746,1.9242336671664368,1,0
218,10.755372114142514,2,0
4375,3.0441371776701818,2,0
3723,8.565458354050753,1,0
259,6.855300684768,0,0
4869,2.677373338307433,2,0
1686,4.215614510700682,2,0
4,13.949143236691953,2,0
2679,1.5618031279498399,0,0
546,1.9825359195936756,2,0
1012,3.798232361088318,3,0
2832,0.7106781679002312,1,0
4803,6.2520627412631615,2,0
4735,3.100243186503283,1,0
4427,2.7950282916975615,2,0
1515,12.269938777579394,3,0
2376,16.251554350821632,1,0
3273,4.675179557445863,2,0
2187,1.6544451708565329,1,0
1991,10.490754232995902,1,0
2161,11.01535466087661,3,0
1843,7.461644328379837,2,0
4439,5.148478840898571,0,0
467,11.416220022448927,2,0
2441,3.0008234476710967,1,0
1057,7.63113455903169,2,0
345,2.9523525571580507,1,0
2599,1.0278863730745398,2,0
4464,5.627416101284478,2,0
541,5.303591340532131,2,0
3780,3.5675574875521745,2,0
3022,3.497921512235619,0,0
3734,15.853266354851726,1,0
400,4.310258979538282,3,0
2801,16.393996284204377,2,0
3157,6.599278046028605,3,0
1156,6.426441321395762,2,0
4424,11.651709079424379,1,0
486,5.451649677998271,1,0
