,Y_real
396,0
3055,0
2695,0
4501,0
2845,1
3958,0
2822,0
4656,1
3762,0
1619,0
1951,1
2867,1
437,1
1899,0
3835,1
74,0
3047,0
479,1
2652,1
3231,0
4597,1
4122,1
1079,0
1337,0
1356,1
4520,1
2243,1
868,0
3391,1
4572,0
3863,0
3000,0
2329,1
3293,1
2498,0
2099,1
2653,1
4486,1
4263,1
3453,1
3294,1
3071,1
1216,0
3656,1
2748,0
672,0
4002,1
4970,1
1760,1
4896,0
510,1
2163,1
2464,0
3282,0
3919,1
1930,0
2013,0
528,1
9,0
1003,1
3434,0
3566,0
4483,0
1345,1
3426,0
1170,0
1114,0
4447,0
1381,0
4926,1
248,0
411,0
3887,0
1841,0
1915,0
4517,0
2257,1
1555,0
2419,1
508,0
205,0
1901,1
4084,0
1932,0
2052,1
3493,1
1261,1
2459,0
4260,1
3153,0
3125,0
1794,1
838,1
3261,0
1382,0
276,1
999,1
1218,0
4588,0
4343,1
390,0
3195,1
751,1
2388,1
3971,1
563,0
4167,1
2009,1
288,1
1131,1
4858,1
4446,1
655,1
4741,1
2732,0
457,1
3664,1
2043,0
1696,1
2203,0
4846,1
498,0
1850,1
2618,0
605,1
938,0
1149,0
319,0
2699,1
2110,1
4395,1
841,1
808,0
2482,1
835,1
4746,0
218,1
4375,0
3723,1
259,1
4869,0
1686,1
4,1
2679,0
546,0
1012,0
2832,0
4803,0
4735,0
4427,0
1515,1
2376,1
3273,1
2187,0
1991,1
2161,1
1843,1
4439,1
467,1
2441,0
1057,1
345,0
2599,0
4464,0
541,0
3780,0
3022,0
3734,1
400,0
2801,1
3157,0
1156,1
4424,1
486,0
1486,0
3817,1
2855,1
2137,1
3763,1
3942,1
3658,1
4251,1
1422,1
168,0
1711,0
4643,1
330,0
1164,0
4625,1
65,0
594,0
3111,0
1788,0
1923,1
2066,1
1695,1
1860,0
2793,1
2335,0
250,0
1087,1
2724,1
1518,1
1446,0
988,0
1302,1
3188,0
1020,0
2702,0
3505,0
1504,0
4235,0
4935,1
1430,0
774,0
1547,1
3918,0
4611,0
17,0
4230,0
1457,1
2615,1
4171,1
3818,1
3025,1
2197,0
1750,0
2328,0
2261,0
2051,0
3180,1
3676,0
3768,0
1335,0
2276,0
3764,0
3162,0
3841,1
2443,0
3468,1
1230,0
3020,0
2530,1
56,0
2984,0
2204,1
735,1
3064,0
570,0
3553,1
2929,0
3423,0
1928,1
408,0
1404,0
565,0
3092,0
956,0
380,0
875,1
671,0
1975,1
3224,0
4802,0
462,0
975,0
647,0
2102,0
3708,1
1654,0
4128,1
2294,1
2377,0
1113,1
2706,0
432,0
3513,0
126,1
2282,1
2606,1
2905,1
1645,0
4318,1
1222,1
771,0
2954,1
1139,1
3016,0
3320,0
3458,0
4431,0
3556,1
1532,0
325,1
3223,0
1489,0
1586,0
4649,1
861,0
478,1
363,0
587,0
2358,0
4713,0
1101,0
1323,0
1458,0
3832,0
3797,1
4302,0
4533,1
1922,1
1521,0
3891,0
700,0
2784,0
3197,0
2713,0
1799,1
1467,1
865,1
2885,0
1301,1
1831,0
1757,1
4956,1
1918,0
3840,0
4088,1
1537,0
3441,1
1539,0
1921,0
3503,1
3823,0
4603,0
1473,0
3068,0
4891,0
4018,0
3913,1
1775,0
2475,1
336,0
397,1
3175,0
4614,1
328,1
1469,1
293,0
1311,0
2008,0
4852,0
1891,0
1818,0
509,0
866,0
2886,1
2215,0
2866,0
2950,1
3464,0
923,1
4980,1
3783,1
1030,0
1288,1
2573,1
4957,0
1784,0
221,1
395,0
4776,0
3206,0
1403,0
132,1
994,0
2745,0
416,1
1415,1
1453,0
1120,1
267,1
4222,0
448,1
20,1
188,0
1576,1
30,0
3368,1
886,0
598,0
3412,0
195,0
2810,0
4782,1
436,0
3484,0
4706,0
106,0
576,0
910,0
1610,1
1536,1
419,0
2907,0
2501,0
1897,0
3910,1
2994,1
1865,1
1257,0
3606,0
2490,1
1375,0
590,0
3640,1
537,0
4775,0
3390,1
4319,0
526,1
867,0
1016,0
2614,0
887,0
4234,0
4671,1
4181,1
4324,0
4451,1
2758,1
3991,0
3104,0
2044,1
100,0
3181,0
2602,0
3558,1
3948,0
1672,0
4509,0
730,0
1300,0
1707,0
3909,1
287,1
4341,1
2317,0
2493,1
439,1
1533,0
2126,1
678,0
1328,0
403,1
2948,0
4378,0
1117,0
3151,0
1158,0
1867,0
3974,1
152,0
927,1
3825,0
2591,1
1308,0
2447,0
351,0
4567,1
3507,0
354,0
4090,1
4116,1
4951,0
1425,1
4583,1
1992,1
877,0
778,1
3230,0
3789,0
818,0
2414,0
4434,1
2219,0
2251,0
139,1
164,1
3798,1
3695,0
3543,0
2160,1
1443,0
438,1
2277,1
2319,0
912,1
1332,0
4150,1
1187,1
4243,0
138,0
4607,1
4228,0
1837,1
2242,1
476,1
840,0
1201,0
4966,0
3056,1
1052,0
311,1
2007,0
4307,0
1996,1
3443,0
4158,1
4747,0
1281,0
4888,0
1777,0
4310,0
560,0
2194,0
258,0
2696,0
3416,1
4679,0
2597,1
1243,0
4590,1
2003,1
2506,0
659,0
4749,0
616,1
1384,0
3279,1
4392,0
4303,1
894,0
1441,0
3629,0
2334,0
1688,0
3951,0
2734,1
1907,0
918,0
2185,0
2808,1
1682,1
911,0
3418,0
4967,0
850,0
3550,0
2489,1
1751,1
4832,1
4226,1
2004,0
4136,0
4630,0
1027,1
699,0
2783,0
1563,0
690,0
4976,1
1664,0
2208,1
673,1
4580,1
1803,0
1979,0
135,0
1054,0
1718,0
932,0
919,1
2211,1
2876,1
2693,1
48,0
3511,0
3408,0
4142,0
1497,0
4010,0
3274,1
2381,0
1009,0
3,0
784,0
3885,1
1094,1
3204,0
1427,1
3590,1
158,0
2575,0
898,0
2250,1
333,0
4104,0
4429,0
4365,0
4332,0
2470,0
712,1
3924,0
4435,1
2976,1
1219,1
1545,0
2098,1
556,0
766,1
2746,1
4040,0
3044,1
2439,0
2909,0
1733,0
539,0
3083,1
3347,1
2420,1
2200,1
1198,0
2124,0
3199,1
3665,1
1953,0
4711,1
3300,1
4415,1
2323,1
1049,1
935,1
2389,0
4728,0
657,0
3889,0
2853,0
4920,1
2970,1
3990,0
2296,0
2279,0
4756,1
3079,1
1008,1
3124,1
4669,1
1704,1
4071,1
3939,0
3809,0
2108,0
2386,0
1031,1
4784,0
4095,0
4964,0
3509,0
141,1
3623,1
907,1
4545,0
2286,1
1123,0
1310,1
2935,1
2320,1
401,0
3215,1
608,0
1449,0
4639,0
41,1
2272,1
1701,1
3755,0
2666,1
2116,0
309,0
1211,1
2560,0
1852,1
213,0
4096,0
1762,0
4237,0
1283,0
2483,1
1246,1
1983,1
1498,0
1220,1
4856,1
238,0
3868,0
286,0
2118,0
4472,0
1494,0
1685,0
4272,1
776,1
820,1
402,0
3890,0
1769,0
2990,0
2730,0
1768,1
4326,0
210,0
4139,0
3820,0
3794,1
4322,0
3358,0
1647,0
2168,0
3411,0
4673,1
725,0
116,0
2411,1
2148,1
1082,0
162,0
3582,1
1130,0
4915,1
1329,0
1977,0
3268,1
3077,1
406,0
2263,0
2284,0
