accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
0.7,0.7,-0.13138267355134825,0.779277108433735,-0.015789473684210464,-0.035672514619882995,-0.2122120840164462,0.16467532467532467,0,0,1
0.708,0.708,-0.06454388984509474,0.899598393574297,-0.03632075471698115,0.002094686407450891,-0.11332671957671955,0.150462962962963,0,0,1
0.7,0.7,-0.29231210556511766,0.6039642440730664,-0.17649572649572653,-0.1761537982982552,-0.24803146892908465,0.23321708805579774,0,0,1
0.684,0.684,-0.03638671461815102,0.9340490797546013,-0.048813255709807435,0.05819160791093429,-0.17487654750312975,0.25595238095238093,0,0,1
0.66,0.66,0.04571428571428571,1.0879120879120878,0.06885026737967914,0.1163216854139775,-0.19042142068457857,0.2097902097902098,0,0,1
0.684,0.684,-0.131054131054131,0.778846153846154,-0.0674180327868853,-0.007023623135015672,-0.23438020313020314,0.24198717948717946,0,0,1
0.676,0.676,-0.07855581411748114,0.8605233504444723,-0.03968253968253965,0.013386578259996007,-0.18158982447076097,0.19400671661069493,0,0,1
0.704,0.704,-0.18975029036004643,0.7362792574656982,-0.1444444444444445,-0.10369075369075373,-0.11559032129215732,0.150828413635498,0,0,1
0.72,0.72,-0.1896613190730838,0.744107744107744,-0.06391367503631462,-0.10753823286699452,-0.17524817524817526,0.1391941391941392,0,0,1
0.704,0.704,-0.23434991974317815,0.6464891041162227,-0.046875,-0.1345715206185567,-0.2541021861950381,0.15892901007123555,0,0,1
