,R,Q,A
8401,-4.509154027503344,2,1
3169,13.070569075208958,2,0
1083,8.119736710572171,2,0
6244,-1.4764814759491003,2,1
1893,-5.289404089874542,1,1
418,7.16004212951095,1,0
4111,8.119311519477662,2,0
5444,12.443917307494022,1,0
5593,-5.590168119167064,1,1
7595,-4.449841911770958,2,1
4003,-3.359179475231416,1,1
2893,-0.7494148491446602,2,1
8357,13.25838941937169,2,0
6457,-0.9220326607726514,0,1
5802,-3.8281946996509997,1,1
5532,3.7243971809751786,1,0
1017,5.081330050928975,0,0
3217,6.6487773866385655,2,0
5351,7.98725333353309,2,0
3075,8.822241880968683,2,0
3865,4.356369281315401,1,0
1025,-1.2884261997469943,1,1
4943,10.761112747546665,2,0
3421,-0.5114543079899612,3,1
8071,-0.5328654243709892,1,1
5535,0.3866575366504561,1,1
2346,-0.5378642355640606,0,1
5566,1.1788132865684817,2,0
7994,-3.612061662767168,2,1
4499,-4.303787697973096,3,1
7767,2.29447394385926,3,0
8087,3.671145067784292,1,0
5467,-0.03629650384382899,3,1
7006,-5.73345769638985,2,1
1649,-3.6850070430125585,2,1
2075,-5.212212436568528,2,1
2181,-2.8113695255429993,2,1
3816,-3.842874640734709,2,1
2240,2.8402587622994977,1,0
8282,6.353751123179521,2,0
5914,1.4987910081723805,2,0
1489,4.583525048784622,1,0
4830,-4.906652491879644,1,1
4670,-3.823754312616025,3,1
6713,3.5612226945282233,2,0
1269,0.3271411478299546,1,1
3208,-5.525894785616347,0,1
5247,5.005685258608872,2,0
6693,2.8133908166956028,3,0
7831,-4.8534186887927,3,1
3160,1.0654673497291114,3,1
3073,4.715388482120655,1,0
7171,4.8291419341237445,0,0
6393,-2.4596636426253715,0,1
303,6.778237027764629,3,0
3674,3.319846454044667,2,0
1927,3.0456565034809433,0,0
5156,0.29350057825031506,2,1
5727,15.067320068905303,1,0
4452,16.11589093084447,1,0
4868,0.6571284072441284,2,0
1445,2.361665488343708,1,0
6270,0.9652383261255029,1,1
3502,2.9714575237218295,1,0
3138,-2.8279326603207875,1,1
7026,6.52204409794758,1,0
4542,3.4140377685285923,2,0
2227,6.213604375277218,2,0
6189,-5.036957200935135,1,1
4788,-0.8641276836260907,1,1
1923,5.315481834335072,2,0
7589,0.5269764199719317,1,0
6182,8.369557912849947,2,0
3343,2.4001114176115386,3,0
4370,0.5367497894344986,2,1
2501,-3.9134064053207607,0,1
3951,2.508156150524542,1,0
6764,3.280203772622506,2,0
4432,5.205594131716671,1,0
2575,3.183749554975255,1,0
6246,2.2347904336165896,1,0
2371,0.8925413870221061,1,0
6232,6.5279656895985685,0,0
6052,0.6707577850819859,1,0
6188,-2.6528589668649944,2,1
2120,2.2324623468266727,2,0
4932,2.702354041621075,1,0
6760,11.12302584711688,1,0
7513,-0.2774236774144061,1,1
2372,10.40124502445334,1,0
7851,2.582661086405091,2,0
1587,1.3732831874494356,2,0
6237,-3.911272177345081,2,1
5525,2.5877946991012526,1,0
7613,9.888866611649577,2,0
5993,12.075170525068753,3,0
5347,-5.57696685520617,1,1
2793,0.7301506713968298,2,1
6092,6.356205164668195,2,0
3192,1.70310430675944,2,0
6604,12.433571588387322,1,0
5127,10.77001416214524,1,0
1692,1.1801975462871601,2,0
2578,0.34441688039134455,2,1
7645,9.542030720602122,2,0
7180,9.264530098249494,0,0
357,6.289362896173456,1,0
1772,4.914209285823006,2,0
6245,1.9232840630323866,3,0
6064,17.60178924805804,1,0
7286,-3.1290147871557683,0,1
874,-0.9266398395443964,1,1
4650,-0.4070802917790308,2,1
2870,-3.297301654339075,1,1
6643,1.2292125957328959,1,0
3720,1.5415389611232406,1,0
189,1.1873709804353183,2,1
4799,1.9330859594613528,1,0
965,0.679011632574686,1,1
1574,1.9852669925521451,2,0
2789,-0.6756890891053615,2,1
7030,6.304990659880374,1,0
6213,4.5004812788915185,1,0
1556,6.4267432839956165,1,0
3314,5.574498295145678,2,0
3373,6.319389937513866,2,0
8399,-2.4297166230889626,3,1
7671,5.31570513902637,2,0
1023,2.4711676877792073,1,0
3882,8.67854231241864,2,0
4463,8.687822252516103,3,0
2741,-5.744252341523753,3,1
3216,2.619616389566753,2,0
1345,1.825526390346365,0,0
148,-3.044731286394122,1,1
7097,9.281247375521735,2,0
6920,-2.7020847724875043,2,1
2799,8.622194124911136,2,0
5429,-3.6524872901368006,1,1
2571,-3.018148948568764,3,1
4268,7.3966528625822985,0,0
474,0.9858223249564677,2,1
7237,6.008411948598916,2,0
4204,12.397768837396189,0,0
549,-1.2443157290969715,1,1
1749,-1.6703396175406855,1,1
7528,2.8051219210353513,2,0
5555,7.245082762574933,0,0
2109,-3.869932512349719,2,1
4090,-4.824164586622912,2,1
1782,-1.325993370955489,1,1
4563,7.984848970398163,1,0
6082,-0.8118518733749527,2,1
4485,6.751018549003254,1,0
2936,-3.0690824967624564,1,1
7806,7.810488351993175,2,0
1391,0.3630092832257308,1,1
3996,14.877868193555258,2,0
201,11.100239433031657,3,0
6172,5.366555176343169,2,0
1988,0.7624133638400656,2,0
3543,8.753859053460232,2,0
445,5.5900163672202225,0,0
4886,13.860800946238353,2,0
553,1.5932910337689306,2,0
1812,-3.0218240951109516,0,1
2696,1.964886812591653,1,0
1789,-2.4332238529991406,3,1
6842,0.9499151312344378,1,0
8226,3.678111211062712,2,0
313,-3.9368153648556916,0,1
6096,-1.4929411333157496,3,1
7073,9.898625528073183,3,0
1640,-2.1626021526036157,1,1
3879,10.317658361494436,1,0
180,4.928641122718525,1,0
4973,-1.5271362350850088,0,1
3589,-0.6457205714843441,1,1
5393,-0.16369763117878833,1,1
1996,-2.954336709492135,3,1
5558,0.8805124953725194,1,1
3915,-4.574020719336952,2,1
4559,5.80765280083331,1,0
1433,0.22848557384063228,2,0
5516,-2.0542573957510615,1,1
5646,-3.7369830883165855,1,1
1020,-3.027409070579048,3,1
6876,-3.3267696802795066,1,1
178,9.111578738658862,0,0
7368,1.0017697282792648,3,1
4053,20.303594306590583,3,0
7423,-2.6500843196319224,2,1
5823,5.118758430083519,1,0
3900,-2.676403451704645,2,1
3399,-3.631400602709216,3,1
2166,1.8508104471511153,0,0
7334,-5.230135058839778,1,1
6948,-1.4765059911147338,1,1
5658,3.542991939119518,0,0
3441,5.9961804211175975,2,0
8228,2.1593871143019263,3,0
2445,3.702897871174068,2,0
7317,-3.5117141793052893,2,1
1723,3.731185359860116,2,0
613,3.8958079301779094,1,0
7537,7.012473797340268,2,0
5041,13.012267297486433,2,0
5324,8.88663577917983,1,0
2127,-1.202874317065442,2,1
1555,-2.034660142184702,1,1
1508,9.317042283884383,2,0
648,1.3546612922609242,1,0
444,4.380281209372632,1,0
8294,0.5020459802228974,0,1
4589,2.692240629100998,2,0
6250,-3.952778252096198,1,1
2766,2.7553248930360374,1,0
1686,1.6018216639107106,0,0
2014,3.5117276300338096,2,0
2165,9.580610100425801,2,0
4597,-2.6475739624936203,0,1
5475,-0.9717400372949978,2,1
1150,10.251989306899723,3,0
3920,-1.6803244794328096,2,1
459,3.132671137625272,3,0
4791,6.0936336758715335,2,0
1888,5.809633101742982,2,0
6673,-3.0188912673677306,1,1
7301,1.3102671286090224,1,0
8239,8.26903845454554,2,0
2749,-4.171150947352265,1,1
6998,-0.8510441598169782,2,1
6241,-3.975971631738987,1,1
4570,1.6268787348740261,1,0
7170,-1.9027626278389604,1,1
5450,6.516680925071238,2,0
4142,0.9262891119340897,2,0
2050,-5.167397457300229,0,1
5282,6.136976957184384,1,0
5596,-4.713362646218521,1,1
7534,9.079001918984797,2,0
3977,3.446852347213478,2,0
7396,-2.376266255278262,3,1
6007,2.440999320263142,1,0
7999,1.6839687548234092,1,0
4337,-3.419794575698516,2,1
1736,22.12229559918822,1,0
1506,3.8251651450922406,1,0
1748,31.013794631763723,3,0
359,5.691383328759463,0,0
6258,0.43363784119967086,2,1
822,10.495578144080419,3,0
7731,8.167516420681823,3,0
4510,4.1244263850937255,1,0
3988,0.8296300753355879,1,0
5873,6.218197901166369,1,0
567,6.170031866903621,1,0
6508,-1.8191679408616643,2,1
1501,-4.563055717390014,2,1
5572,-2.5800804806067132,1,1
4207,13.533533305438507,2,0
3049,8.833932898058858,0,0
1061,2.1406960470981407,1,0
3328,5.208325982396845,2,0
355,-0.5444219869177909,2,1
7559,10.154917330936598,3,0
3266,-4.798269132040721,1,1
7560,4.362882005572336,3,0
5046,9.221112841227441,1,0
3744,6.348797772163309,2,0
5732,14.254172086715052,1,0
8073,12.069436496123167,2,0
5203,0.6418012936930154,2,0
1314,7.096218243260678,2,0
6276,6.492897248262688,2,0
67,3.111801133326681,2,0
6081,16.739245114417063,2,0
3393,5.6483597879530345,0,0
7481,7.161341985396767,2,0
3845,-0.6851309475720218,0,1
196,6.443847782506053,3,0
4286,3.9420996567773754,2,0
5945,8.269075279206184,0,0
3632,-0.3270577183351264,1,1
7260,1.2948534356827794,0,0
3613,13.021725085374719,2,0
3592,2.04686308242231,0,0
522,1.4751439647861828,3,0
4717,1.0262937237846819,2,0
2192,-3.508007729136671,1,1
1651,1.076618448619187,0,1
2981,-1.029720270846605,2,1
747,4.1731439045591605,2,0
3714,-0.9913519834359903,1,1
3181,-3.9618501285920122,0,1
495,-2.0115910662834375,2,1
6575,-4.221741179525371,0,1
1295,5.170432204892519,2,0
2357,2.661358025494696,2,0
5871,3.3809711830479277,1,0
3135,2.1790887545764663,1,0
7080,9.47891350464166,2,0
2257,0.09493276480829316,2,1
8269,5.036066654212574,1,0
3297,6.737466232062806,0,0
542,2.9523525571580507,1,0
6010,21.52427521289681,1,0
6090,10.589062648053657,2,0
1408,-0.1855267339904474,3,1
1799,-3.6376911721285845,2,1
672,5.749912683664541,2,0
2529,2.250299869441227,1,0
5466,4.425782525104893,1,0
6177,-2.390657037430988,1,1
2635,3.685189542896348,3,0
6131,6.422030192216264,1,0
7274,6.001869722505725,2,0
2837,3.0533984767082627,1,0
4210,0.7520359770587137,1,0
7846,2.096935578096648,3,0
