,Y_real
6080,1
7297,1
5723,0
3312,1
2141,0
1119,1
695,0
6302,0
2493,0
839,1
1749,1
340,1
6325,0
3973,1
5997,0
1528,0
2131,0
2661,0
3449,0
4295,0
4630,0
950,1
977,1
3528,1
1484,0
6611,1
6000,1
1417,0
386,1
2382,0
4176,0
7339,0
2450,1
3436,0
6002,0
2268,1
520,1
2819,0
5215,1
7376,1
29,1
3592,1
3452,1
7234,0
2318,1
4908,0
5439,1
4533,0
3153,0
1841,0
6748,0
1611,0
4412,0
5272,0
4694,0
5604,1
6990,1
116,0
1697,1
6431,0
6492,1
149,0
4923,1
3094,0
449,0
6897,1
3349,1
83,0
2936,1
3995,1
3286,1
4117,0
7206,0
1308,0
2059,1
7346,0
2105,0
2314,1
2267,0
2976,0
1309,0
5595,0
2823,1
4879,0
3655,0
5308,1
6739,1
5241,0
4240,0
5053,0
3578,0
6808,1
763,1
5161,0
5473,1
7108,1
693,1
3724,0
1136,1
3969,1
3091,0
5180,0
4849,0
5296,0
2683,1
2482,1
1303,0
3523,0
4289,1
3043,1
6389,0
7161,0
5129,1
5895,1
3929,0
2948,1
5781,0
2213,0
2471,0
6777,0
2711,1
3565,1
4377,0
5684,0
7345,0
1542,1
6734,0
3621,0
6022,0
5775,0
1357,0
3217,0
6152,0
3014,1
1034,1
344,1
4074,0
6362,0
4022,1
4273,0
313,1
1158,0
1195,0
7239,0
3872,1
2617,0
7097,1
4818,0
5449,0
3275,1
3991,1
1791,0
961,0
1305,0
2054,0
3461,1
2726,1
2250,0
5424,1
2517,1
2432,0
884,0
2820,1
5048,1
4250,1
6746,0
3633,0
675,1
5201,0
1879,0
3435,1
5199,0
2477,0
1896,0
1368,1
6965,1
7114,1
2829,0
3395,0
3164,1
7109,1
7005,0
7147,1
216,1
7115,0
6963,0
6370,0
5566,0
3868,0
1884,1
2322,0
3261,1
4051,1
3440,0
2781,0
3228,0
4797,0
7041,0
5801,0
2845,1
3008,1
3941,0
238,0
2521,0
1315,1
761,0
1500,1
4197,1
3034,0
5806,0
4078,0
6968,0
382,0
1790,0
230,0
3689,1
1099,0
5176,0
4897,0
2265,0
4560,1
1270,1
513,0
2387,0
5458,0
3183,0
764,1
2301,0
7307,0
5683,0
2877,0
5673,1
6701,1
6081,1
5265,0
5915,0
1170,0
5711,1
1861,1
3211,0
7368,0
2116,0
1383,1
7198,1
3799,1
155,1
3707,0
6096,0
875,0
2689,1
4996,0
1941,0
5163,1
4445,0
3766,0
1615,0
3933,1
5008,1
5732,0
3287,0
6279,0
1771,1
4086,0
4605,0
2430,0
5267,0
3470,1
2924,1
2002,1
2233,1
