,R,Q,A
6080,7.700539545615733,0,0
7297,6.353751123179521,2,0
5723,-0.20757345114650305,2,1
3312,2.0320206733576285,0,1
2141,-0.7838314135415423,1,1
1119,9.090310356275355,1,0
695,3.63102693585558,1,0
6302,3.75061726637112,2,0
2493,3.743776819630418,2,0
839,10.719693936792293,1,0
1749,3.1179098315280704,0,1
340,6.855300684768,0,0
6325,2.496480470625561,2,1
3973,5.025405751706778,3,0
5997,1.9887872776552689,1,1
1528,1.9571885017697417,3,1
2131,1.7800105079691366,1,0
2661,1.0812551566326478,2,1
3449,1.9201547119263032,3,0
4295,1.1947920810795216,3,0
4630,0.6001255101971288,3,0
950,4.323514389590765,1,0
977,12.969733406925286,2,0
3528,7.771112706003584,2,0
1484,2.009230356040182,2,1
6611,4.986544912101967,2,0
6000,2.4179270327961784,0,0
1417,3.7271360091231713,1,0
386,7.6542045824708875,0,0
2382,0.4521809135749064,1,1
4176,2.4558415272772827,2,0
7339,-0.5549953340716874,2,1
2450,11.416900810853635,2,0
3436,2.8196755205671904,2,1
6002,2.50034862638474,2,0
2268,5.498892990872408,2,0
520,5.685032831837395,1,0
2819,3.0785621350620076,2,0
5215,5.788563388496319,2,0
7376,8.205091686025888,1,0
29,12.306787371621631,3,0
3592,8.000231060063973,1,0
3452,1.6582541936371018,0,1
7234,2.206310568312851,1,1
2318,6.7592959598461455,2,0
4908,-1.0901681191670645,1,1
5439,5.366555176343169,2,0
4533,4.170230782783843,2,0
3153,3.2584885094779876,3,1
1841,1.5478350963730856,1,1
6748,0.30177655873940257,2,1
1611,6.848458317131264,3,0
4412,0.009522824367402372,3,1
5272,0.7352970179087865,2,1
4694,-1.0769668552061704,1,1
5604,6.237150696721841,2,0
6990,4.932461940602252,2,0
116,1.2458463830907625,2,0
1697,3.2595154810896623,1,0
6431,1.3102671286090224,1,0
6492,14.668377454037156,0,0
149,2.90578894900501,2,1
4923,5.855410400988934,1,0
3094,3.4073323399989803,3,0
449,4.820470029689991,1,0
6897,1.9459606778286358,0,1
3349,10.486173689594395,0,0
83,0.06075460085709672,1,1
2936,7.277256328834449,1,0
3995,5.80765280083331,1,0
3286,11.29774995827475,2,0
4117,0.806791669850254,0,1
7206,0.3099386961256656,1,1
1308,2.9690864823243928,2,0
2059,7.531997236707287,1,0
7346,2.756338316366111,2,0
2105,1.2949743671205616,3,0
2314,2.687563905578546,1,0
2267,2.338515000215594,2,1
2976,3.471191905035656,1,0
1309,0.6780833699411576,0,0
5595,2.7143335157835544,3,1
2823,1.7949240142579592,1,0
4879,0.09652038267642293,1,1
3655,4.535352589023383,2,0
5308,3.055944549450537,0,0
6739,5.078924367190702,1,0
5241,2.0424557518243396,3,0
4240,-0.31035677701557685,1,1
5053,3.513533230699288,2,0
3578,2.6293717215864696,2,1
6808,18.223330388933963,3,0
763,4.497654799915746,2,0
5161,3.0318692855454374,2,1
5473,4.5004812788915185,1,0
7108,2.4653668507541253,2,1
693,3.0565210821300584,0,1
3724,0.9030663382054225,2,0
1136,4.121793240228614,2,0
3969,2.6583733811659904,0,1
3091,-1.1265359110138493,3,1
5180,2.9958332677637163,2,1
4849,-0.9579715944302436,0,1
5296,-0.23847937634794047,2,1
2683,7.154933366857412,1,0
2482,6.711063712335813,2,0
1303,3.8251651450922406,1,0
3523,2.7321399125235866,2,1
4289,2.6587098898990362,0,0
3043,3.0864540761680708,0,1
6389,4.584556470674777,2,0
7161,0.963395354376197,1,1
5129,8.079687211678698,0,0
5895,10.831164931097831,2,0
3929,-0.39669624622040667,0,1
2948,3.064066261110428,1,1
5781,1.9986884861848644,2,0
2213,-0.5314091790766664,1,1
2471,2.5045917830643583,3,0
6777,2.959538861523438,1,0
2711,8.269716667397057,1,0
3565,12.725184650523977,2,0
4377,5.673352871669736,3,0
5684,4.508955395832523,1,0
7345,3.3918640247412286,3,1
1542,4.440115262112059,1,0
6734,-0.30134947202324236,1,1
3621,2.6429208861916598,2,0
6022,0.9499151312344378,1,0
5775,3.3323779660977553,3,0
1357,1.356372094466081,2,0
3217,3.455762117142326,2,0
6152,0.8853579459630656,1,1
3014,12.585592011222872,2,0
1034,7.737824275442934,1,0
344,8.131125615351932,3,0
4074,0.5585346077023701,0,1
6362,1.1826727163039508,3,0
4022,0.3318268921790519,0,1
4273,0.13139939415683743,2,1
313,5.691383328759463,0,0
1158,2.5121312454522204,2,1
1195,3.0632209042276424,2,1
7239,-0.5582824387549679,2,1
3872,9.141050351062892,1,0
2617,3.07256452654598,2,1
7097,2.656209364796001,0,1
4818,3.3012907419540376,1,0
5449,5.6334541392892685,1,0
3275,8.422518275629956,2,0
3991,1.9286189917666694,2,1
1791,2.091730940514939,1,1
961,0.43766926977235887,2,0
1305,9.317042283884383,2,0
2054,0.14745178941138226,2,1
3461,2.3748243927313366,0,0
2726,9.730912534584098,2,0
2250,2.278839536897061,2,1
5424,2.5321284056277964,0,0
2517,10.349409083847183,2,0
2432,1.1811846140040883,1,0
884,2.4711676877792073,1,0
2820,2.5658274335866302,1,1
5048,3.0645736782872053,0,0
4250,0.2022173936465932,0,1
6746,6.301454362332471,2,0
3633,2.42355878441783,3,1
675,5.451649677998271,1,0
5201,1.4987910081723805,2,0
1879,4.305735044249762,2,0
3435,2.2258078969877966,1,0
5199,3.81727629709312,1,0
2477,2.9328729539729887,1,0
1896,0.7906118208591897,1,1
1368,4.385554994269138,1,0
6965,5.6274877182596175,1,0
7114,12.069436496123167,2,0
2829,1.386735358391451,2,0
3395,4.673013747920231,2,0
3164,7.411820960934808,2,0
7109,12.49710116227531,2,0
7005,-0.06996296081520348,2,1
7147,5.329586478224637,1,0
216,9.513252982951112,2,0
7115,-0.7325946503960239,2,1
6963,-0.05390908118864002,0,1
6370,1.1362196550762782,0,0
5566,-0.4490752572343162,0,1
3868,4.093269530294553,2,0
1884,4.000266480719152,1,0
2322,0.016250048555524366,1,1
3261,6.31612439620848,0,0
4051,8.360729680564033,2,0
3440,2.4075085906391775,2,0
2781,0.8702201966398355,1,0
3228,1.3796641210855562,1,1
4797,4.425782525104893,1,0
7041,1.2227780412011806,1,1
5801,1.8372154995178254,3,1
2845,10.38681020036098,1,0
3008,7.886333962099535,1,0
3941,1.8049606901652941,1,1
238,1.5066103208895374,1,1
2521,0.9084614608970929,3,1
1315,13.523918117255938,2,0
761,0.15546409833840835,1,1
1500,22.12229559918822,1,0
4197,6.0936336758715335,2,0
3034,-0.8481982537201014,0,1
5806,0.6071683333852176,0,0
4078,2.386403501169335,2,1
6968,5.755005269435468,2,0
382,5.917772648108545,2,0
1790,1.4969989599946354,3,1
230,-0.5255983575393649,2,1
3689,3.42555310566053,2,1
1099,6.413175425967998,3,0
5176,2.7579657770479518,1,0
4897,2.4469025084797242,2,0
2265,-0.9043814764591889,2,1
4560,2.5196688975754573,1,0
1270,14.495455028162366,3,0
513,1.5685732013224714,1,1
2387,2.4105770598718146,2,0
5458,1.1359764791521063,3,1
3183,-0.2472284787941128,0,1
764,11.943979382871028,2,0
2301,1.826433282283685,1,1
7307,0.5039001987546081,1,1
5683,0.9981743297226569,3,1
2877,2.8235598694653605,2,0
5673,5.518287807383417,1,0
6701,2.6567009285105665,0,0
6081,11.719477534982008,1,0
5265,0.6082229689925951,2,1
5915,0.8243065673927523,1,1
1170,1.7119029461003539,1,1
5711,8.431117697512247,2,0
1861,6.764560698576388,1,0
3211,-0.7701020420566007,1,1
7368,2.0097863667791795,1,1
2116,2.7693230604468635,1,0
1383,1.6184410300149552,1,1
7198,3.32437367162322,2,0
3799,7.759713572789101,2,0
155,6.722774377717734,1,0
3707,6.234750390056842,3,0
6096,-0.8337916001499134,0,1
875,6.005589382713778,2,0
2689,5.580062896336684,1,0
4996,-1.1153093140511028,1,1
1941,1.836717723523435,0,1
5163,5.104631812346207,1,0
4445,-0.751645681923686,1,1
3766,-0.6281163342532559,1,1
1615,2.986238234186551,1,0
3933,11.587734635983521,3,0
5008,9.337412860213378,2,0
5732,1.929105708216139,1,0
3287,3.406527407704674,1,1
6279,1.3848031919684913,2,0
1771,8.13038453723517,0,0
4086,0.8758044629145258,1,1
4605,5.005685258608872,2,0
2430,0.5837367821696291,1,1
5267,-0.24529839653818852,3,1
3470,6.993743126772438,0,0
2924,12.011479669806295,3,0
2002,3.3743631701951555,1,0
2233,6.306026635516436,1,0
3443,4.855454121134618,0,0
7030,5.244592821498964,3,0
2366,2.5531883048732995,0,1
5225,6.102967278864984,2,0
934,5.133441560231339,0,0
2892,5.127477957124332,2,0
4792,0.7598070889141484,2,0
6386,8.662808481988861,2,0
947,1.1455784949297587,1,0
4052,9.351977368128232,2,0
1017,1.6593026924986987,2,1
5461,6.8812889117265765,1,0
3322,2.756248302795212,2,0
6814,6.156176623057645,2,0
6920,0.3816183990069648,2,0
3628,5.543068370478386,2,0
3731,0.08982716541236924,0,1
4640,3.419882124205639,2,1
2507,3.8178857389886693,2,0
1032,3.8813530271870316,2,0
1706,2.7183838040599855,2,0
7062,10.98052620228985,0,0
1700,1.12920875279098,0,1
4057,2.4205107777055046,2,0
984,0.7165770578947167,1,0
3735,3.7851263147246987,2,0
6642,10.249247472679961,2,0
6510,1.4932811078166726,1,1
7440,8.881406309878523,2,0
