,P,Q
2021,-17.47299696890951,3
3951,-3.1129730377380085,2
3341,-2.657933105684572,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,-12.723164853627438,0
5399,-6.654426859041992,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,-2.5860383291237934,2
4463,-2.075280158164965,1
7735,-5.281695898069504,1
6218,7.7236390272113,1
7972,-10.113285278969572,0
9530,-3.1804830684514167,0
7489,-7.901959194207715,1
5027,10.822511919191713,1
6833,-19.081106013991537,3
8926,11.381114113256547,3
8223,-3.6569781645443413,1
9861,-9.106869683049975,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,-0.14725908526723108,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,-6.668993923986852,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-14.723916310103908,3
5829,6.866950045561761,3
3571,-9.208747781726677,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,-11.220725662662684,2
8777,-4.677263969917173,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,-9.756219498561876,3
4562,-3.3544957009966536,3
8903,9.668193803858927,2
2002,-9.34684346698845,2
4512,-3.7986418939568,3
9413,15.425041380240675,1
4926,-13.063748959205821,2
8595,-14.483511298250843,1
3612,-2.890199924287439,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,-13.045709291405377,3
6936,3.603738322501185,1
3155,-10.619499465323116,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,3.8217937647164577,1
1157,-4.092423339351948,1
995,13.824447072353369,1
1964,-14.80085376519398,2
9792,-13.82008887506853,0
3821,-1.3625116417074878,1
8009,2.7571763382597707,2
6060,-14.552955599375217,1
4730,-13.732395104394685,2
6432,-1.5652530367128343,2
4776,-4.179115555012587,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,-8.681287655330348,2
6643,7.895644797933831,2
8658,-13.42041450968221,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-15.19759024350731,0
8521,-7.642750526043539,2
7255,0.041111491911626885,3
75,0.7416846712029507,1
8708,1.5977715098922998,3
1121,1.6565420628974676,1
7667,-13.415554370695904,1
7225,5.341814195544751,1
3860,-11.301200492713704,3
367,-11.68084046939515,1
9850,12.241115522584616,2
