,Y_real
1043,1
2911,0
2884,0
2509,0
563,0
1537,1
4066,1
4813,1
3120,0
6286,0
1693,0
427,0
233,0
5269,1
3033,0
3104,0
3806,0
624,0
3849,1
936,0
2415,0
5317,0
4558,1
3641,0
6425,0
6318,0
141,0
1361,0
3385,1
1531,0
795,0
5634,1
2439,0
852,0
3289,1
584,0
3284,1
2081,1
3437,0
398,1
6035,1
6367,0
432,0
40,1
1576,1
2644,0
4922,0
3944,0
1764,0
5969,0
4235,0
4788,1
1503,1
132,0
6206,1
5084,1
1920,1
1768,0
2129,0
912,0
4645,0
225,1
4658,0
3522,1
5583,0
1829,1
4206,0
1272,0
2647,0
5136,1
5665,1
6303,1
2523,1
4992,1
2740,0
377,1
1465,1
896,1
2019,0
201,0
4758,1
6442,0
645,1
4720,0
2038,1
1728,1
6104,1
3146,1
5192,1
4033,0
1550,0
316,0
18,0
3931,0
5898,1
232,1
3658,0
2700,1
4669,0
3262,0
4164,0
52,1
3432,1
958,1
5980,0
3231,1
5487,0
4309,0
60,0
4185,1
990,0
532,1
5292,0
4851,1
230,0
3115,0
1900,1
3948,0
1093,1
3142,1
4810,1
6170,0
3628,1
5690,1
4416,0
372,0
3621,1
3166,1
2822,1
1850,1
6076,1
2042,1
694,0
2988,0
2230,0
4981,0
4626,0
1120,1
415,1
4073,0
4213,1
848,1
6192,0
6359,1
2661,1
1614,1
1684,0
349,1
4099,1
6330,1
570,0
2332,1
1493,1
4610,1
6092,0
1367,1
860,1
770,1
6285,0
5897,1
3336,1
4991,0
6295,0
5748,0
2845,0
6247,0
5586,0
1615,1
5080,0
6315,0
3064,0
4627,0
5137,1
721,1
2932,0
1457,0
5948,0
2103,1
352,1
5808,0
3654,0
1671,0
6138,0
156,0
5530,0
5668,1
5619,0
3209,1
2024,0
5758,0
4927,0
4396,0
2525,0
6434,1
4761,1
1826,0
3858,1
5019,0
137,1
4679,1
3078,0
5380,0
1526,1
5714,0
2967,0
5109,1
299,0
5477,1
3966,1
1845,0
1362,0
5379,1
6179,0
2912,0
1327,0
902,0
1901,0
1072,0
3736,1
2593,1
5366,0
4648,1
3319,1
4197,0
2827,0
1546,0
3729,0
968,1
5135,0
6410,1
2429,1
1033,1
4498,1
1111,1
4832,1
3856,1
755,0
2280,0
3240,1
518,0
2092,0
2341,0
1423,0
1682,1
4333,1
1331,0
794,0
4112,0
834,0
4100,0
557,0
4434,1
1275,1
2025,0
3606,1
2143,0
2591,1
1486,0
3818,0
4163,0
1538,0
6255,0
1938,0
371,0
3705,0
6435,0
1406,1
123,0
6066,1
580,1
3594,1
4061,1
6135,0
416,0
4348,0
2780,1
46,1
136,1
1714,1
3456,0
2779,1
5862,0
849,0
825,0
3732,0
4727,0
4646,0
4042,0
501,0
1403,0
5245,0
2908,1
3144,1
1698,0
6302,1
6300,1
2303,0
4504,0
2027,0
2720,0
133,1
5851,1
1134,1
2571,0
5288,1
172,0
1532,0
787,0
605,0
1853,0
2478,0
5282,1
4913,0
3317,1
1069,0
4595,0
4097,0
4357,0
1995,1
3691,1
5884,1
3486,0
4739,1
5049,0
486,1
5815,0
5327,1
6151,0
4046,1
3006,0
1209,0
6155,1
3807,1
5605,0
3617,0
3344,0
3781,1
1420,1
4119,0
2672,0
4789,0
5341,0
2395,1
2903,0
5188,0
5236,0
1117,0
2520,0
6224,1
6024,1
4878,1
2552,0
5389,0
3843,1
2859,0
5829,1
2835,1
791,1
1064,1
929,1
4894,1
2245,1
5336,0
3852,0
1558,1
2751,1
6227,0
4086,0
2176,0
3390,0
0,1
3649,1
5453,1
4787,0
2494,1
5183,0
5722,1
1595,0
440,1
2178,0
4267,0
2033,0
3176,0
4968,0
5695,0
4698,0
1806,1
1467,0
681,0
204,0
6169,1
4183,1
5197,1
4863,1
5946,1
4708,0
3471,0
3888,1
312,1
5256,0
4443,1
1267,1
5293,0
3060,1
782,1
1280,0
2766,0
5046,1
26,1
3869,1
3237,0
886,0
3972,1
2881,0
5241,1
2207,0
4707,0
3990,0
2873,0
5059,0
2499,1
3307,1
6026,0
1502,1
3411,1
6211,1
3125,0
3246,0
3394,1
2448,1
4834,1
5454,1
736,0
1063,1
2855,0
3073,1
6403,1
5497,1
3459,1
6159,1
1626,1
215,0
3700,0
4092,1
1754,0
5936,1
1800,0
5399,1
5935,1
2244,0
6349,0
6333,0
3536,1
2887,0
6000,0
5468,0
6145,0
6032,0
2364,0
616,0
5949,1
526,0
3410,1
4953,0
56,1
289,0
2124,0
3739,1
184,1
2418,0
1903,0
1163,1
3129,0
1943,1
4763,1
1787,0
1529,1
4757,1
1982,0
3408,1
2475,0
285,1
3335,1
5576,0
4978,1
3815,0
403,1
4198,0
3612,1
3976,0
3072,1
1871,1
4885,1
5996,0
428,0
3605,1
3052,1
3443,0
4662,0
2188,0
3481,0
6386,0
1237,1
3967,1
5442,0
901,1
695,0
601,1
5950,0
5635,1
2746,0
3109,0
213,0
3436,0
1318,0
2301,0
4499,0
2063,0
278,1
5974,0
3311,0
2325,0
5757,1
1169,0
5169,1
5572,1
5900,1
3168,0
1106,1
6096,0
2904,0
3477,1
1814,1
6402,0
5769,1
5600,1
3538,0
2498,1
4847,0
2921,0
4900,1
5069,0
759,0
2511,0
2329,0
1057,0
5319,1
2263,0
1297,1
4516,0
585,0
3077,1
4696,0
3804,1
318,0
5883,0
374,1
4029,0
1970,1
5274,0
2068,1
823,0
2865,0
917,0
2354,0
1774,1
6391,0
3028,1
4391,0
2485,1
1929,0
5218,1
2091,0
4973,1
2412,1
1724,1
1654,1
3812,0
5068,1
4919,1
5649,1
452,0
2603,0
4360,1
2417,0
6134,0
5721,0
6449,0
1282,1
1641,1
340,1
5129,1
2382,1
2072,0
6408,1
44,0
1048,1
3350,0
1482,0
3312,1
3618,0
5313,1
30,0
3755,1
5606,1
3031,1
5886,0
82,0
626,1
5041,0
5267,1
4014,1
1568,1
1142,0
3745,0
5502,0
4047,0
5978,1
3452,0
1648,1
4630,0
3008,0
4321,1
763,0
1008,0
5880,1
58,0
2646,0
5499,0
937,1
4940,0
1173,0
3893,0
4536,0
3715,1
807,0
916,0
5870,0
5827,1
2794,0
2665,0
2467,1
4588,0
236,1
2936,0
5545,1
2215,1
2924,1
2614,0
955,1
2067,0
2894,1
3611,0
3796,0
4842,0
208,0
2229,0
3000,1
3803,0
6336,0
5506,1
774,0
2438,1
1028,0
5321,1
209,0
4090,1
1771,0
409,1
1508,0
4837,1
5906,0
1393,0
3426,0
672,1
2834,0
5838,0
2815,1
5916,0
3954,0
5626,0
4216,0
3960,0
1334,0
3925,0
6393,1
4549,1
4202,0
5246,0
5050,0
3875,0
2250,1
636,1
1662,0
2331,0
407,1
2635,0
3134,0
3097,0
726,0
4928,0
1738,1
2026,1
4460,1
1973,0
1148,1
789,0
1000,0
2266,0
5766,1
4298,1
2236,1
830,1
373,1
146,1
417,1
1681,0
1867,1
5973,1
