,P,Q,A
2021,-6.972996968909508,3,1
3951,7.3870269622619915,2,1
3341,7.842066894315428,1,1
799,6.7770658155751295,2,0
6495,7.813366155150593,2,0
5426,2.0947355249300452,1,0
5640,-2.2231648536274378,0,1
5399,3.8455731409580083,3,1
7960,7.176239956034404,1,0
9913,1.6862417871140996,1,0
428,3.702834362948739,1,0
8772,7.913961670876207,2,1
4463,8.424719841835035,1,1
7735,5.218304101930496,1,1
6218,7.7236390272113,1,0
7972,0.38671472103042726,0,1
9530,7.319516931548583,0,1
7489,2.5980408057922846,1,1
5027,10.822511919191713,1,0
6833,-8.581106013991535,3,1
8926,11.381114113256547,3,0
8223,6.843021835455659,1,1
9861,1.3931303169500242,1,1
7955,11.709565963853436,2,0
5999,4.781384059431351,1,0
7652,8.36310039626131,1,0
8120,6.9800968970773685,2,0
1617,10.352740914732768,2,1
4603,1.5948813890827565,1,0
5863,2.9434537582810516,3,0
3305,4.765687580045853,2,0
6235,4.521699349602723,1,0
3740,3.8310060760131486,1,1
2582,3.7047975381758276,1,0
2788,14.916486299554169,1,0
8649,-4.223916310103908,3,1
5829,6.866950045561761,3,0
3571,1.291252218273323,2,1
8291,13.385609342520612,1,0
4469,1.9917255997616703,3,0
2770,-0.7207256626626823,2,1
8777,5.822736030082827,2,1
256,0.21244056652532528,1,0
2334,2.963236339090732,1,0
604,0.7437805014381239,3,1
4562,7.145504299003346,3,1
8903,9.668193803858927,2,0
2002,1.1531565330115505,2,1
4512,6.7013581060432,3,1
9413,15.425041380240675,1,0
4926,-2.563748959205821,2,1
8595,-3.9835112982508436,1,1
3612,7.6098000757125615,2,1
1483,3.6883353108032266,0,0
6099,3.2300311879377928,0,0
7543,3.15541165239522,1,0
5814,5.269907706779899,1,0
2614,5.254355806252306,2,0
2846,-2.5457092914053776,3,1
6936,3.603738322501185,1,0
3155,-0.11949946532311695,1,1
3150,0.17428319403831338,0,0
6179,-2.039000055186088,3,0
4679,14.321793764716457,1,1
1157,6.407576660648052,1,1
995,13.824447072353369,1,0
1964,-4.300853765193978,2,1
9792,-3.32008887506853,0,1
3821,9.137488358292511,1,1
8009,2.7571763382597707,2,0
6060,-4.052955599375217,1,1
4730,-3.2323951043946857,2,1
6432,-1.5652530367128343,2,0
4776,6.320884444987413,2,1
2154,15.52459694254473,1,0
1083,5.821015742702558,2,0
3313,4.101549509643828,1,0
53,1.8187123446696527,2,1
6643,7.895644797933831,2,0
8658,-2.9204145096822103,1,1
8927,4.794144077682652,3,0
4647,5.935538987811054,1,0
3916,0.01652877976764011,0,0
5474,3.6768579773095555,1,0
3882,3.3503975949156626,1,0
4789,1.4205166243305747,2,0
7166,9.652612259764412,1,0
4258,-4.6975902435073085,0,1
8521,2.8572494739564616,2,1
7255,10.541111491911627,3,1
75,0.7416846712029507,1,0
8708,12.0977715098923,3,1
1121,1.6565420628974676,1,0
7667,-2.915554370695905,1,1
7225,5.341814195544751,1,0
3860,-0.8012004927137037,3,1
367,-1.1808404693951502,1,1
9850,12.241115522584616,2,0
1041,5.112249902459668,2,0
4384,0.17278759955334233,1,1
92,-2.6481115567929483,2,1
3154,5.686765911384929,2,0
501,-2.461847539427009,2,1
1204,2.1350503594964048,1,0
949,7.669767897261641,0,1
3761,-1.4106309201112108,2,1
291,9.830497050375284,2,0
9678,9.120107525935245,3,1
8102,-3.9566780850449152,1,1
1851,0.30837618452925164,1,1
9751,5.825935099206709,1,0
905,11.445792011341387,1,1
6349,-1.8540689796457293,1,1
4064,2.9285940023473604,1,0
5702,2.1581448540781465,1,1
7552,-2.6581964949772687,2,1
1329,4.815103366902755,1,0
8489,3.15129815576588,2,1
3232,-3.161698040456569,1,1
8930,4.90119291510626,0,0
1836,3.6099920808953163,0,0
534,5.81270659281575,2,0
4480,-2.393430688488114,2,1
5762,16.842598982159213,0,0
4915,-2.963143760112848,0,0
5920,1.8019116037383098,3,0
1089,9.14437288185439,1,1
194,12.541315493146909,2,0
9543,10.455317977730951,2,0
5817,-0.9978889921983929,1,1
8199,7.24001363385894,3,0
8596,1.760743084289398,3,1
7141,0.4134026414305825,1,0
455,7.234947337498177,3,0
3596,8.772039524430166,1,0
7639,3.840168764614824,2,0
4875,0.8041690427359518,2,0
3755,5.266025791165902,1,1
639,1.949021733855647,2,1
5135,3.980261841604415,2,1
7006,1.9511768272975119,2,0
5932,0.3362544038333126,1,1
5191,7.799599697707297,0,0
5298,-3.378559804157049,3,1
3053,-3.4155706816478837,0,1
3411,-1.1777368916663793,1,1
4901,-3.3922927794914797,1,1
1840,-0.4806850447206985,2,1
2315,2.5268233635257653,1,0
4482,6.929255092731825,1,0
9320,9.959837619114033,0,0
6811,11.589259709170015,3,0
52,9.701828787242334,0,1
7312,2.446466373655074,1,1
997,1.2506829326390865,2,0
4400,-3.703435338733284,1,1
2441,-5.852702544039514,2,1
8284,3.0358277253691686,0,1
6257,0.9898832565810568,2,0
4953,0.22277197959548023,0,1
4499,-2.976276126323313,0,1
965,9.271510406234686,1,0
1155,2.881857527316357,2,1
5611,-2.7223653320432177,3,1
9099,2.7338945622177415,1,0
5347,4.764277859231338,2,1
6174,2.9706980697663132,2,0
7178,6.300474944379592,2,1
4106,5.836975927033587,1,0
609,0.8753764591667135,2,0
4833,6.581112155764876,1,0
1581,-1.4902232973562601,1,1
7301,4.720880974683381,3,0
6194,-4.204867214384369,1,1
957,6.612981335765749,1,1
1195,-9.696991407568678,2,1
329,-0.819076910766734,3,1
172,-2.8702669765602353,0,1
2578,4.1591208506408375,2,1
7306,17.137138155118727,1,1
8039,2.842778030272676,1,0
