,P,Q
2021,-6.472996968909508,3
3951,7.8870269622619915,2
3341,8.342066894315428,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,-1.723164853627438,0
5399,4.345573140958008,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,8.413961670876207,2
4463,8.924719841835035,1
7735,5.718304101930496,1
6218,7.7236390272113,1
7972,0.8867147210304273,0
9530,7.819516931548583,0
7489,3.0980408057922846,1
5027,10.822511919191713,1
6833,-8.081106013991535,3
8926,11.381114113256547,3
8223,7.343021835455659,1
9861,1.8931303169500242,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,10.852740914732768,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,4.331006076013148,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-3.723916310103908,3
5829,6.866950045561761,3
3571,1.791252218273323,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,-0.22072566266268234,2
8777,6.322736030082827,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,1.243780501438124,3
4562,7.645504299003346,3
8903,9.668193803858927,2
2002,1.6531565330115505,2
4512,7.2013581060432,3
9413,15.425041380240675,1
4926,-2.063748959205821,2
8595,-3.4835112982508436,1
3612,8.109800075712561,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,-2.0457092914053776,3
6936,3.603738322501185,1
3155,0.38050053467688305,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,14.821793764716457,1
1157,6.907576660648052,1
995,13.824447072353369,1
1964,-3.8008537651939784,2
9792,-2.82008887506853,0
3821,9.637488358292511,1
8009,2.7571763382597707,2
6060,-3.5529555993752173,1
4730,-2.7323951043946857,2
6432,-1.5652530367128343,2
4776,6.820884444987413,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,2.318712344669653,2
6643,7.895644797933831,2
8658,-2.4204145096822103,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-4.1975902435073085,0
8521,3.3572494739564616,2
7255,11.041111491911627,3
75,0.7416846712029507,1
8708,12.5977715098923,3
1121,1.6565420628974676,1
7667,-2.415554370695905,1
7225,5.341814195544751,1
3860,-0.30120049271370375,3
367,-0.6808404693951502,1
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,0.6727875995533423,1
92,-2.1481115567929483,2
3154,5.686765911384929,2
501,-1.961847539427009,2
1204,2.1350503594964048,1
949,8.169767897261641,0
3761,-0.9106309201112108,2
291,9.830497050375284,2
9678,9.620107525935245,3
8102,-3.4566780850449152,1
1851,0.8083761845292516,1
9751,5.825935099206709,1
905,11.945792011341387,1
6349,-1.3540689796457293,1
4064,2.9285940023473604,1
5702,2.6581448540781465,1
7552,-2.1581964949772687,2
1329,4.815103366902755,1
8489,3.65129815576588,2
3232,-2.661698040456569,1
8930,4.90119291510626,0
1836,3.6099920808953163,0
534,5.81270659281575,2
4480,-1.893430688488114,2
5762,16.842598982159213,0
4915,-2.963143760112848,0
5920,1.8019116037383098,3
1089,9.64437288185439,1
194,12.541315493146909,2
9543,10.455317977730951,2
5817,-0.4978889921983929,1
8199,7.24001363385894,3
8596,2.2607430842893983,3
7141,0.4134026414305825,1
455,7.234947337498177,3
3596,8.772039524430166,1
7639,3.840168764614824,2
4875,0.8041690427359518,2
3755,5.766025791165902,1
639,2.449021733855647,2
5135,4.480261841604415,2
7006,1.9511768272975119,2
5932,0.8362544038333126,1
5191,7.799599697707297,0
5298,-2.878559804157049,3
3053,-2.9155706816478837,0
3411,-0.6777368916663793,1
4901,-2.8922927794914797,1
1840,0.019314955279301493,2
2315,2.5268233635257653,1
4482,6.929255092731825,1
9320,9.959837619114033,0
6811,11.589259709170015,3
52,10.201828787242334,0
7312,2.946466373655074,1
997,1.2506829326390865,2
4400,-3.203435338733284,1
2441,-5.352702544039514,2
8284,3.5358277253691686,0
6257,0.9898832565810568,2
4953,0.7227719795954802,0
4499,-2.476276126323313,0
965,9.271510406234686,1
1155,3.381857527316357,2
5611,-2.2223653320432177,3
9099,2.7338945622177415,1
5347,5.264277859231338,2
6174,2.9706980697663132,2
7178,6.800474944379592,2
4106,5.836975927033587,1
609,0.8753764591667135,2
4833,6.581112155764876,1
1581,-0.9902232973562601,1
7301,4.720880974683381,3
6194,-3.704867214384369,1
957,7.112981335765749,1
1195,-9.196991407568678,2
329,-0.31907691076673395,3
172,-2.3702669765602353,0
