P,Q,A,Y
-9.97299696890951,3,1,0
4.3870269622619915,2,1,1
4.842066894315428,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,1
2.0947355249300452,1,0,1
-5.223164853627438,0,1,0
0.8455731409580083,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,1
3.702834362948739,1,0,1
4.913961670876207,2,1,1
5.424719841835035,1,1,1
2.2183041019304963,1,1,1
7.7236390272113,1,0,1
-2.6132852789695726,0,1,0
4.319516931548583,0,1,1
-0.4019591942077152,1,1,0
10.822511919191712,1,0,1
-11.581106013991535,3,1,0
11.381114113256547,3,0,1
3.8430218354556582,1,1,1
-1.6068696830499758,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,1
7.352740914732768,2,1,1
1.5948813890827565,1,0,1
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
0.8310060760131485,1,1,0
3.704797538175827,1,0,1
14.916486299554167,1,0,1
-7.223916310103908,3,1,0
6.866950045561761,3,0,0
-1.708747781726677,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
-3.7207256626626823,2,1,0
2.822736030082827,2,1,0
0.2124405665253252,1,0,1
2.963236339090732,1,0,1
-2.256219498561876,3,1,0
4.145504299003346,3,1,1
9.668193803858928,2,0,1
-1.8468434669884497,2,1,0
3.7013581060432,3,1,0
15.425041380240677,1,0,1
-5.563748959205821,2,1,0
-6.983511298250844,1,1,0
4.6098000757125615,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
-5.545709291405378,3,1,0
3.603738322501185,1,0,1
-3.1194994653231163,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
11.321793764716457,1,1,1
3.4075766606480524,1,1,1
13.824447072353369,1,0,1
-7.300853765193978,2,1,0
-6.32008887506853,0,1,0
6.137488358292512,1,1,1
2.7571763382597707,2,0,0
-7.052955599375217,1,1,0
-6.232395104394685,2,1,0
-1.5652530367128343,2,0,0
3.320884444987412,2,1,0
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,1
-1.1812876553303473,2,1,0
7.895644797933831,2,0,1
-5.920414509682211,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,1
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-7.6975902435073085,0,1,0
-0.1427505260435385,2,1,0
7.541111491911627,3,1,1
0.7416846712029507,1,0,1
9.0977715098923,3,1,1
1.6565420628974676,1,0,0
-5.915554370695904,1,1,0
5.341814195544751,1,0,1
-3.801200492713704,3,1,0
-4.18084046939515,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
-2.8272124004466574,1,1,0
-5.648111556792948,2,1,0
5.686765911384929,2,0,1
-5.4618475394270085,2,1,0
2.1350503594964048,1,0,1
4.669767897261641,0,1,1
-4.410630920111211,2,1,0
9.830497050375284,2,0,1
6.120107525935245,3,1,1
-6.956678085044915,1,1,0
-2.6916238154707486,1,1,0
5.825935099206709,1,0,1
8.445792011341387,1,1,1
-4.854068979645729,1,1,0
2.9285940023473604,1,0,1
-0.8418551459218534,1,1,0
-5.658196494977268,2,1,0
4.815103366902755,1,0,1
0.1512981557658796,2,1,1
-6.161698040456569,1,1,0
