P,Q,A,Y
-9.47299696890951,3,1,0
4.8870269622619915,2,1,1
5.342066894315428,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,0
2.0947355249300452,1,0,1
-4.723164853627438,0,1,1
1.3455731409580085,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,0
3.702834362948739,1,0,0
5.413961670876207,2,1,1
5.924719841835035,1,1,1
2.7183041019304963,1,1,1
7.7236390272113,1,0,1
-2.1132852789695726,0,1,1
4.819516931548583,0,1,1
0.0980408057922847,1,1,1
10.822511919191712,1,0,1
-11.081106013991535,3,1,0
11.381114113256547,3,0,0
4.343021835455659,1,1,1
-1.1068696830499758,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,0
7.852740914732768,2,1,1
1.5948813890827565,1,0,0
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
1.3310060760131486,1,1,0
3.704797538175827,1,0,0
14.916486299554167,1,0,1
-6.723916310103908,3,1,0
6.866950045561761,3,0,0
-1.208747781726677,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
-3.2207256626626823,2,1,1
3.322736030082827,2,1,1
0.2124405665253252,1,0,0
2.963236339090732,1,0,0
-1.756219498561876,3,1,0
4.645504299003346,3,1,1
9.668193803858928,2,0,1
-1.3468434669884497,2,1,0
4.2013581060432,3,1,1
15.425041380240677,1,0,1
-5.063748959205821,2,1,0
-6.483511298250844,1,1,0
5.1098000757125615,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
-5.045709291405378,3,1,0
3.603738322501185,1,0,0
-2.619499465323117,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
11.821793764716457,1,1,1
3.907576660648053,1,1,1
13.824447072353369,1,0,1
-6.800853765193978,2,1,0
-5.82008887506853,0,1,0
6.637488358292512,1,1,1
2.7571763382597707,2,0,0
-6.552955599375217,1,1,0
-5.732395104394685,2,1,0
-1.5652530367128343,2,0,0
3.820884444987412,2,1,1
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,0
-0.6812876553303472,2,1,0
7.895644797933831,2,0,1
-5.420414509682211,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,0
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-7.1975902435073085,0,1,0
0.3572494739564614,2,1,1
8.041111491911627,3,1,1
0.7416846712029507,1,0,0
9.5977715098923,3,1,1
1.6565420628974676,1,0,0
-5.415554370695904,1,1,0
5.341814195544751,1,0,1
-3.3012004927137037,3,1,0
-3.68084046939515,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
-2.3272124004466574,1,1,0
-5.148111556792948,2,1,1
5.686765911384929,2,0,0
-4.9618475394270085,2,1,0
2.1350503594964048,1,0,0
5.169767897261641,0,1,1
-3.9106309201112106,2,1,0
9.830497050375284,2,0,1
6.620107525935245,3,1,1
-6.456678085044915,1,1,0
-2.1916238154707486,1,1,1
5.825935099206709,1,0,1
8.945792011341387,1,1,1
-4.354068979645729,1,1,0
2.9285940023473604,1,0,0
-0.3418551459218534,1,1,0
-5.158196494977268,2,1,0
4.815103366902755,1,0,1
0.6512981557658797,2,1,1
-5.661698040456569,1,1,0
4.90119291510626,0,0,1
3.609992080895316,0,0,1
5.81270659281575,2,0,0
-4.893430688488114,2,1,0
16.842598982159213,0,0,1
-2.963143760112848,0,0,0
1.8019116037383096,3,0,0
6.64437288185439,1,1,1
12.541315493146907,2,0,1
10.455317977730951,2,0,1
-3.4978889921983924,1,1,0
7.24001363385894,3,0,0
-0.7392569157106019,3,1,0
0.4134026414305825,1,0,0
7.234947337498177,3,0,1
8.772039524430166,1,0,1
3.840168764614824,2,0,1
0.8041690427359518,2,0,0
2.7660257911659016,1,1,1
-0.550978266144353,2,1,0
1.480261841604415,2,1,0
1.951176827297512,2,0,0
-2.163745596166687,1,1,1
7.799599697707297,0,0,1
-5.8785598041570495,3,1,0
-5.915570681647884,0,1,1
-3.6777368916663793,1,1,0
-5.89229277949148,1,1,1
-2.9806850447206985,2,1,0
2.5268233635257653,1,0,0
6.929255092731825,1,0,1
9.959837619114031,0,0,1
11.589259709170015,3,0,0
7.201828787242333,0,1,1
-0.0535336263449259,1,1,1
1.2506829326390865,2,0,0
-6.203435338733284,1,1,0
-8.352702544039513,2,1,0
