P,Q,A,Y
-11.572996968909507,3,1,0
2.787026962261991,2,1,1
3.2420668943154283,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,1
2.0947355249300452,1,0,1
-6.823164853627437,0,1,0
-0.7544268590419918,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,1
3.702834362948739,1,0,1
3.313961670876207,2,1,1
3.824719841835035,1,1,0
0.6183041019304962,1,1,1
7.7236390272113,1,0,1
-4.213285278969573,0,1,0
2.719516931548583,0,1,1
-2.0019591942077155,1,1,0
10.822511919191712,1,0,1
-13.181106013991537,3,1,0
11.381114113256547,3,0,1
2.2430218354556586,1,1,1
-3.206869683049976,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,1
5.752740914732769,2,1,0
1.5948813890827565,1,0,1
2.9434537582810516,3,0,0
4.765687580045853,2,0,1
4.521699349602723,1,0,1
-0.7689939239868515,1,1,0
3.704797538175827,1,0,1
14.916486299554167,1,0,1
-8.823916310103908,3,1,0
6.866950045561761,3,0,0
-3.3087477817266766,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
-5.320725662662682,2,1,0
1.2227360300828272,2,1,0
0.2124405665253252,1,0,1
2.963236339090732,1,0,1
-3.856219498561876,3,1,0
2.5455042990033463,3,1,0
9.668193803858928,2,0,1
-3.446843466988449,2,1,0
2.1013581060432,3,1,0
15.425041380240677,1,0,1
-7.1637489592058206,2,1,0
-8.583511298250844,1,1,0
3.009800075712561,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,1
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
-7.145709291405377,3,1,0
3.603738322501185,1,0,1
-4.719499465323116,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
9.72179376471646,1,1,1
1.807576660648052,1,1,1
13.824447072353369,1,0,1
-8.900853765193979,2,1,0
-7.920088875068529,0,1,0
4.537488358292513,1,1,1
2.7571763382597707,2,0,0
-8.652955599375217,1,1,0
-7.832395104394685,2,1,0
-1.5652530367128343,2,0,0
1.720884444987412,2,1,0
15.52459694254473,1,0,1
5.821015742702558,2,0,1
4.101549509643828,1,0,1
-2.781287655330347,2,1,0
7.895644797933831,2,0,1
-7.520414509682211,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,1
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-9.297590243507308,0,1,0
-1.7427505260435383,2,1,0
5.941111491911627,3,1,1
0.7416846712029507,1,0,1
7.4977715098923,3,1,1
1.6565420628974676,1,0,1
-7.515554370695904,1,1,0
5.341814195544751,1,0,1
-5.401200492713704,3,1,0
-5.780840469395151,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
-4.427212400446657,1,1,0
-7.2481115567929475,2,1,0
5.686765911384929,2,0,1
-7.061847539427008,2,1,0
2.1350503594964048,1,0,1
3.0697678972616407,0,1,1
-6.01063092011121,2,1,0
9.830497050375284,2,0,1
4.520107525935245,3,1,1
-8.556678085044915,1,1,0
-4.291623815470748,1,1,0
5.825935099206709,1,0,1
6.845792011341388,1,1,1
-6.4540689796457285,1,1,0
2.9285940023473604,1,0,1
-2.4418551459218536,1,1,0
-7.258196494977268,2,1,0
4.815103366902755,1,0,1
-1.4487018442341202,2,1,0
-7.761698040456569,1,1,0
4.90119291510626,0,0,1
3.609992080895316,0,0,1
5.81270659281575,2,0,0
-6.993430688488114,2,1,0
16.842598982159213,0,0,1
-2.963143760112848,0,0,1
1.8019116037383096,3,0,0
4.54437288185439,1,1,1
12.541315493146907,2,0,1
10.455317977730951,2,0,1
-5.597888992198392,1,1,0
7.24001363385894,3,0,1
-2.8392569157106013,3,1,0
0.4134026414305825,1,0,1
7.234947337498177,3,0,1
8.772039524430166,1,0,1
3.840168764614824,2,0,1
0.8041690427359518,2,0,0
0.6660257911659019,1,1,0
-2.6509782661443526,2,1,0
-0.6197381583955845,2,1,0
1.951176827297512,2,0,0
-4.263745596166688,1,1,0
7.799599697707297,0,0,1
-7.978559804157049,3,1,0
-8.015570681647883,0,1,0
-5.777736891666379,1,1,0
-7.992292779491479,1,1,0
-5.080685044720699,2,1,0
2.5268233635257653,1,0,1
6.929255092731825,1,0,1
9.959837619114031,0,0,1
11.589259709170015,3,0,1
5.101828787242334,0,1,1
-2.1535336263449256,1,1,0
1.2506829326390865,2,0,0
-8.303435338733284,1,1,0
-10.452702544039512,2,1,0
-1.5641722746308315,0,1,1
0.9898832565810568,2,0,1
-4.3772280204045195,0,1,0
-7.576276126323313,0,1,0
9.271510406234686,1,0,1
-1.7181424726836434,2,1,0
-7.322365332043217,3,1,0
2.7338945622177415,1,0,0
0.1642778592313383,2,1,0
2.9706980697663132,2,0,1
1.7004749443795917,2,1,1
5.836975927033587,1,0,1
0.8753764591667135,2,0,0
6.581112155764876,1,0,1
-6.09022329735626,1,1,0
4.720880974683381,3,0,1
-8.80486721438437,1,1,0
2.012981335765749,1,1,0
-14.29699140756868,2,1,0
-5.419076910766734,3,1,0
-7.470266976560234,0,1,0
-0.4408791493591628,2,1,0
12.537138155118727,1,1,1
2.842778030272676,1,0,1
-5.111445620849246,2,1,0
2.0219899688974325,1,0,0
-3.168892622478963,1,1,0
6.091733817664692,2,0,1
-6.36387962273455,2,1,0
-5.68223398840683,3,1,0
1.1901212600646984,1,1,1
9.47033717119833,2,0,1
5.053634063607666,2,0,1
-1.9676986010892417,2,1,0
-7.170734797115664,1,1,0
4.257454560038709,3,0,1
10.075130865921167,3,0,1
1.4532111733555118,2,0,1
-6.624771498602245,2,1,0
-3.8391850689385834,2,1,0
-6.652603401888583,1,1,0
3.50596114515898,2,0,0
5.8978446411154755,2,0,1
12.948557572587948,1,0,1
8.759432315434653,3,0,1
