P,Q,A,Y
-5.472996968909508,3,1,0
8.887026962261992,2,1,1
9.342066894315428,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,0
2.0947355249300452,1,0,1
-0.723164853627438,0,1,1
5.345573140958008,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,0
3.702834362948739,1,0,0
9.413961670876208,2,1,1
9.924719841835037,1,1,1
6.718304101930496,1,1,1
7.7236390272113,1,0,1
1.8867147210304271,0,1,1
8.819516931548584,0,1,1
4.098040805792285,1,1,1
10.822511919191712,1,0,1
-7.081106013991535,3,1,0
11.381114113256547,3,0,0
8.343021835455659,1,1,1
2.893130316950024,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,0
11.852740914732768,2,1,1
1.5948813890827565,1,0,0
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
5.331006076013148,1,1,0
3.704797538175827,1,0,0
14.916486299554167,1,0,1
-2.7239163101039083,3,1,0
6.866950045561761,3,0,0
2.791252218273323,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
0.7792743373373177,2,1,1
7.322736030082827,2,1,1
0.2124405665253252,1,0,0
2.963236339090732,1,0,0
2.243780501438124,3,1,0
8.645504299003347,3,1,1
9.668193803858928,2,0,1
2.6531565330115505,2,1,0
8.2013581060432,3,1,1
15.425041380240677,1,0,1
-1.063748959205821,2,1,0
-2.4835112982508436,1,1,0
9.10980007571256,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
-1.0457092914053776,3,1,0
3.603738322501185,1,0,0
1.380500534676883,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
15.821793764716457,1,1,1
7.907576660648052,1,1,1
13.824447072353369,1,0,1
-2.8008537651939784,2,1,0
-1.8200888750685296,0,1,0
10.637488358292511,1,1,1
2.7571763382597707,2,0,0
-2.5529555993752173,1,1,0
-1.7323951043946857,2,1,0
-1.5652530367128343,2,0,0
7.820884444987413,2,1,1
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,0
3.318712344669653,2,1,0
7.895644797933831,2,0,1
-1.4204145096822105,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,0
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-3.1975902435073085,0,1,0
4.357249473956461,2,1,1
12.041111491911629,3,1,1
0.7416846712029507,1,0,0
13.5977715098923,3,1,1
1.6565420628974676,1,0,0
-1.4155543706959048,1,1,0
5.341814195544751,1,0,1
0.6987995072862965,3,1,0
0.3191595306048498,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
1.6727875995533423,1,1,0
-1.1481115567929483,2,1,1
5.686765911384929,2,0,0
-0.961847539427009,2,1,0
2.1350503594964048,1,0,0
9.16976789726164,0,1,1
0.0893690798887891,2,1,0
9.830497050375284,2,0,1
10.620107525935245,3,1,1
-2.4566780850449152,1,1,0
1.8083761845292516,1,1,1
5.825935099206709,1,0,1
12.945792011341387,1,1,1
-0.3540689796457291,1,1,0
2.9285940023473604,1,0,0
3.6581448540781465,1,1,0
-1.1581964949772687,2,1,0
4.815103366902755,1,0,1
4.65129815576588,2,1,1
-1.6616980404565689,1,1,0
4.90119291510626,0,0,1
3.609992080895316,0,0,1
5.81270659281575,2,0,0
-0.8934306884881139,2,1,0
16.842598982159213,0,0,1
-2.963143760112848,0,0,0
1.8019116037383096,3,0,0
10.64437288185439,1,1,1
12.541315493146907,2,0,1
10.455317977730951,2,0,1
0.5021110078016071,1,1,0
7.24001363385894,3,0,0
3.2607430842893983,3,1,0
0.4134026414305825,1,0,0
7.234947337498177,3,0,1
8.772039524430166,1,0,1
3.840168764614824,2,0,1
0.8041690427359518,2,0,0
6.766025791165902,1,1,1
3.449021733855647,2,1,0
5.480261841604415,2,1,0
1.951176827297512,2,0,0
1.8362544038333128,1,1,1
7.799599697707297,0,0,1
-1.8785598041570488,3,1,0
-1.9155706816478837,0,1,1
0.3222631083336205,1,1,0
-1.8922927794914797,1,1,1
1.0193149552793015,2,1,0
2.5268233635257653,1,0,0
6.929255092731825,1,0,1
9.959837619114031,0,0,1
11.589259709170015,3,0,0
11.201828787242334,0,1,1
3.946466373655074,1,1,1
1.2506829326390865,2,0,0
-2.203435338733284,1,1,0
-4.352702544039514,2,1,0
4.535827725369169,0,1,1
0.9898832565810568,2,0,0
1.72277197959548,0,1,1
-1.476276126323313,0,1,0
9.271510406234686,1,0,1
4.381857527316357,2,1,0
-1.2223653320432175,3,1,0
2.7338945622177415,1,0,0
6.264277859231338,2,1,0
2.9706980697663132,2,0,0
7.800474944379592,2,1,1
5.836975927033587,1,0,1
0.8753764591667135,2,0,0
6.581112155764876,1,0,1
0.0097767026437398,1,1,0
4.720880974683381,3,0,0
-2.704867214384369,1,1,0
8.112981335765749,1,1,1
-8.196991407568678,2,1,0
0.680923089233266,3,1,0
-1.370266976560235,0,1,0
5.6591208506408375,2,1,1
18.637138155118727,1,1,1
2.842778030272676,1,0,0
0.988554379150755,2,1,0
2.0219899688974325,1,0,0
2.931107377521037,1,1,1
6.091733817664692,2,0,0
-0.2638796227345505,2,1,0
0.4177660115931696,3,1,0
7.290121260064699,1,1,1
9.47033717119833,2,0,1
5.053634063607666,2,0,0
4.132301398910759,2,1,1
-1.070734797115664,1,1,0
4.257454560038709,3,0,0
10.075130865921167,3,0,0
1.4532111733555118,2,0,0
-0.5247714986022451,2,1,0
2.2608149310614163,2,1,0
-0.5526034018885833,1,1,0
3.50596114515898,2,0,0
5.8978446411154755,2,0,1
12.948557572587948,1,0,1
8.759432315434653,3,0,1
2.5271853661230947,1,1,0
-2.1458432993872547,1,1,0
11.811336861415365,2,1,1
9.134339597503647,2,0,1
4.042390842567086,1,1,1
4.342696719481986,1,0,1
0.6215363851714624,1,0,0
7.265880560325668,2,1,1
8.6409712764139,2,1,1
2.1582215612210742,2,0,0
0.3709785379286279,2,1,0
6.162884589980585,2,0,1
14.218369711150036,3,0,0
8.89529403830367,2,0,0
4.728031435898706,2,1,1
1.519786482643222,0,1,1
5.0539635631516,1,1,1
-1.837351704191959,1,0,0
-4.013260828921627,0,1,0
7.370292689527724,1,0,1
6.191844047042419,2,1,1
1.0335753936680323,3,1,0
-4.384384456918687,1,1,0
9.214228046214808,1,1,1
3.964131411735312,2,0,0
3.4758147835776563,2,0,1
4.415885427568099,2,1,1
