R,Q,A,Y
7.700539545615733,0,0,1
6.353751123179521,2,0,1
6.061769234606643,2,1,0
2.5650299161377053,2,1,0
11.535811457394972,2,1,1
9.090310356275356,1,0,1
3.63102693585558,1,0,0
3.75061726637112,2,0,1
3.743776819630418,2,0,0
10.719693936792291,1,0,1
1.6633077303169914,2,1,0
6.855300684768,0,0,1
2.6852695515188443,1,1,0
5.025405751706778,3,0,1
10.427402493713444,3,1,0
9.674476172213495,3,1,0
1.7800105079691366,1,0,0
1.5756153792434278,1,1,0
1.9201547119263032,3,0,0
1.1947920810795216,3,0,0
0.6001255101971288,3,0,0
4.323514389590765,1,0,1
12.969733406925286,2,0,1
7.771112706003584,2,0,1
5.326132324816147,2,1,0
4.986544912101967,2,0,1
2.4179270327961784,0,0,1
3.7271360091231713,1,0,0
7.654204582470888,0,0,1
4.879222363630703,1,1,0
2.4558415272772827,2,0,0
2.0654948706886938,2,1,0
11.416900810853637,2,0,1
7.679110072257615,3,1,0
2.50034862638474,2,0,0
5.498892990872408,2,0,1
5.685032831837395,1,0,1
3.0785621350620076,2,0,0
5.788563388496319,2,0,1
8.205091686025888,1,0,1
12.306787371621631,3,0,1
8.000231060063973,1,0,1
14.33979621805208,3,1,1
4.754937775296119,2,1,0
6.7592959598461455,2,0,1
1.8370612859149036,3,1,0
5.366555176343169,2,0,1
4.170230782783843,2,0,0
4.542016200534187,3,1,0
4.296478258519505,0,1,0
7.419841355744072,0,1,1
6.848458317131264,3,0,1
2.8635207708059633,2,1,0
4.57256452654598,2,1,0
8.197841156770693,2,1,1
6.237150696721841,2,0,1
4.932461940602252,2,0,1
1.2458463830907625,2,0,0
3.2595154810896623,1,0,1
1.3102671286090224,1,0,0
14.668377454037156,0,0,1
9.736185421211696,1,1,1
5.855410400988934,1,0,1
3.4073323399989803,3,0,0
4.820470029689991,1,0,0
2.943301276886947,1,1,0
10.486173689594397,0,0,1
6.384382845969192,2,1,0
7.277256328834449,1,0,1
5.80765280083331,1,0,1
11.29774995827475,2,0,1
1.3015457250149225,2,1,0
3.310637281262264,1,1,0
2.9690864823243928,2,0,0
7.531997236707287,1,0,1
2.756338316366111,2,0,0
1.2949743671205616,3,0,0
2.687563905578546,1,0,1
1.9724177111546553,1,1,0
3.471191905035656,1,0,0
0.6780833699411576,0,0,0
10.760439533636989,2,1,0
1.7949240142579592,1,0,1
8.081911886656894,1,1,0
4.535352589023383,2,0,0
3.055944549450537,0,0,1
5.078924367190702,1,0,1
2.0424557518243396,3,0,0
2.0546427741778963,0,1,0
3.513533230699288,2,0,0
2.2895991368486412,2,1,0
18.223330388933963,3,0,1
4.497654799915746,2,0,1
6.2147477622544045,2,1,0
4.5004812788915185,1,0,1
1.7653177528009216,1,1,0
3.255841963422225,1,1,0
0.9030663382054224,2,0,0
4.121793240228614,2,0,1
4.906732643483472,2,1,0
2.470820643307561,3,1,0
9.999610490459924,1,1,1
0.2557476584762477,3,1,0
0.3340303377281915,2,1,0
7.154933366857412,1,0,1
6.711063712335813,2,0,1
3.8251651450922406,1,0,1
8.770300963341775,2,1,0
2.658709889899036,0,0,1
3.6170530655947672,1,1,0
4.584556470674777,2,0,0
15.255086933204971,1,1,1
8.079687211678698,0,0,1
10.831164931097833,2,0,1
4.854671928337681,1,1,0
5.177199852049148,1,1,0
1.9986884861848644,2,0,0
4.254340735601127,2,1,0
2.5045917830643583,3,0,0
2.959538861523438,1,0,1
8.269716667397057,1,0,1
12.725184650523977,2,0,1
5.673352871669736,3,0,0
4.508955395832523,1,0,0
5.750536467967525,2,1,0
4.440115262112059,1,0,1
7.723329826557589,2,1,0
2.64292088619166,2,0,0
0.9499151312344378,1,0,0
3.3323779660977553,3,0,0
1.356372094466081,2,0,0
3.455762117142326,2,0,0
2.8351850595433628,0,1,0
12.585592011222872,2,0,1
7.737824275442934,1,0,1
8.131125615351932,3,0,1
2.444106728519797,2,1,0
1.1826727163039508,3,0,0
1.669032911228427,1,1,0
5.602058091340544,0,1,0
5.691383328759463,0,0,1
3.714379324403384,1,1,0
1.471455943175759,1,1,0
2.6602446159410964,1,1,0
9.141050351062892,1,0,1
2.731512574758555,1,1,0
2.7900367733219165,1,1,0
3.3012907419540376,1,0,0
5.6334541392892685,1,0,0
8.422518275629956,2,0,1
7.129252184628494,2,1,0
5.947780445013215,1,1,0
0.4376692697723588,2,0,0
9.317042283884383,2,0,0
4.354672095777412,2,1,0
2.3748243927313366,0,0,1
9.730912534584098,2,0,1
5.331736734120722,1,1,0
2.5321284056277964,0,0,1
10.349409083847185,2,0,1
1.1811846140040885,1,0,0
2.4711676877792073,1,0,0
3.034769300770876,2,1,0
3.0645736782872053,0,0,1
9.294773656078956,1,1,0
6.301454362332471,2,0,0
2.935332042163071,2,1,0
5.451649677998271,1,0,1
1.4987910081723803,2,0,0
4.305735044249762,2,0,0
2.225807896987797,1,0,1
3.81727629709312,1,0,0
2.9328729539729887,1,0,0
2.883106751997527,1,1,0
4.385554994269138,1,0,1
5.6274877182596175,1,0,1
12.069436496123169,2,0,1
1.386735358391451,2,0,0
4.673013747920231,2,0,1
7.411820960934808,2,0,1
12.49710116227531,2,0,1
4.148719131012346,2,1,0
5.329586478224637,1,0,1
9.513252982951112,2,0,1
4.485278849175858,0,1,0
11.296279853707707,1,1,1
1.1362196550762782,0,0,0
1.519154912710368,0,1,0
4.093269530294553,2,0,0
4.000266480719152,1,0,1
17.103424878392065,2,1,1
6.31612439620848,0,0,1
8.360729680564033,2,0,1
2.4075085906391775,2,0,0
