P,Q,A,Y
-11.572996968909507,3,1,0
2.787026962261992,2,1,1
3.2420668943154283,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,0
2.0947355249300452,1,0,1
-6.823164853627437,0,1,1
-0.7544268590419914,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,0
3.702834362948739,1,0,0
3.313961670876207,2,1,1
3.824719841835035,1,1,1
0.6183041019304967,1,1,1
7.7236390272113,1,0,1
-4.213285278969573,0,1,1
2.7195169315485836,0,1,1
-2.001959194207715,1,1,1
10.822511919191712,1,0,1
-13.181106013991537,3,1,0
11.381114113256547,3,0,0
2.243021835455659,1,1,1
-3.206869683049975,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,0
5.752740914732769,2,1,1
1.5948813890827565,1,0,0
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
-0.7689939239868512,1,1,0
3.704797538175827,1,0,0
14.916486299554167,1,0,1
-8.82391631010391,3,1,0
6.866950045561761,3,0,0
-3.3087477817266766,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
-5.3207256626626815,2,1,1
1.2227360300828274,2,1,1
0.2124405665253252,1,0,0
2.963236339090732,1,0,0
-3.856219498561875,3,1,0
2.5455042990033467,3,1,1
9.668193803858928,2,0,1
-3.44684346698845,2,1,0
2.1013581060432003,3,1,1
15.425041380240677,1,0,1
-7.1637489592058206,2,1,0
-8.583511298250844,1,1,0
3.009800075712562,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
-7.145709291405377,3,1,0
3.603738322501185,1,0,0
-4.719499465323117,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
9.721793764716455,1,1,1
1.8075766606480528,1,1,1
13.824447072353369,1,0,1
-8.900853765193979,2,1,0
-7.920088875068529,0,1,0
4.537488358292513,1,1,1
2.7571763382597707,2,0,0
-8.652955599375218,1,1,0
-7.832395104394685,2,1,0
-1.5652530367128343,2,0,0
1.7208844449874126,2,1,1
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,0
-2.7812876553303467,2,1,0
7.895644797933831,2,0,1
-7.520414509682211,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,0
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-9.297590243507308,0,1,0
-1.742750526043538,2,1,1
5.941111491911627,3,1,1
0.7416846712029507,1,0,0
7.497771509892298,3,1,1
1.6565420628974676,1,0,0
-7.515554370695904,1,1,0
5.341814195544751,1,0,1
-5.401200492713704,3,1,0
-5.780840469395151,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
-4.427212400446657,1,1,0
-7.248111556792948,2,1,1
5.686765911384929,2,0,0
-7.06184753942701,2,1,0
2.1350503594964048,1,0,0
3.069767897261641,0,1,1
-6.010630920111211,2,1,0
9.830497050375284,2,0,1
4.520107525935245,3,1,1
-8.556678085044915,1,1,0
-4.291623815470749,1,1,1
5.825935099206709,1,0,1
6.845792011341388,1,1,1
-6.454068979645729,1,1,0
2.9285940023473604,1,0,0
-2.441855145921853,1,1,0
-7.258196494977268,2,1,0
4.815103366902755,1,0,1
-1.44870184423412,2,1,1
-7.761698040456569,1,1,0
4.90119291510626,0,0,1
3.609992080895316,0,0,1
5.81270659281575,2,0,0
-6.9934306884881146,2,1,0
16.842598982159213,0,0,1
-2.963143760112848,0,0,0
1.8019116037383096,3,0,0
4.5443728818543905,1,1,1
12.541315493146907,2,0,1
