R,Q,A,Y
7.700539545615733,0,0,1
6.353751123179521,2,0,1
1.292426548853497,3,1,0
3.5320206733576285,3,1,0
0.7161685864584577,3,1,0
9.090310356275356,1,0,1
3.63102693585558,1,0,0
3.75061726637112,2,0,1
3.743776819630418,2,0,0
10.719693936792291,1,0,1
4.61790983152807,3,1,0
6.855300684768,0,0,1
3.996480470625561,3,1,0
5.025405751706778,3,0,1
3.488787277655269,3,1,0
3.4571885017697417,3,1,0
1.7800105079691366,1,0,0
2.581255156632648,3,1,0
1.9201547119263032,3,0,0
1.1947920810795216,3,0,0
0.6001255101971288,3,0,0
4.323514389590765,1,0,1
12.969733406925286,2,0,1
7.771112706003584,2,0,1
3.509230356040182,3,1,0
4.986544912101967,2,0,1
2.4179270327961784,0,0,1
3.7271360091231713,1,0,0
7.654204582470888,0,0,1
1.9521809135749064,3,1,0
2.4558415272772827,2,0,0
0.9450046659283126,3,1,0
11.416900810853637,2,0,1
4.31967552056719,3,1,0
2.50034862638474,2,0,0
5.498892990872408,2,0,1
5.685032831837395,1,0,1
3.0785621350620076,2,0,0
5.788563388496319,2,0,1
8.205091686025888,1,0,1
12.306787371621631,3,0,1
8.000231060063973,1,0,1
3.158254193637102,3,1,0
3.706310568312851,3,1,0
6.7592959598461455,2,0,1
0.4098318808329355,3,1,0
5.366555176343169,2,0,1
4.170230782783843,2,0,0
4.758488509477988,3,1,1
3.0478350963730856,3,1,0
1.8017765587394023,3,1,0
6.848458317131264,3,0,1
1.5095228243674024,3,1,0
2.2352970179087865,3,1,0
0.4230331447938297,3,1,0
6.237150696721841,2,0,1
4.932461940602252,2,0,1
1.2458463830907625,2,0,0
3.2595154810896623,1,0,1
1.3102671286090224,1,0,0
14.668377454037156,0,0,1
4.40578894900501,3,1,0
5.855410400988934,1,0,1
3.4073323399989803,3,0,0
4.820470029689991,1,0,0
3.445960677828636,3,1,0
10.486173689594397,0,0,1
1.5607546008570967,3,1,0
7.277256328834449,1,0,1
5.80765280083331,1,0,1
11.29774995827475,2,0,1
2.306791669850254,3,1,0
1.8099386961256656,3,1,0
2.9690864823243928,2,0,0
7.531997236707287,1,0,1
2.756338316366111,2,0,0
1.2949743671205616,3,0,0
2.687563905578546,1,0,1
3.838515000215594,3,1,0
3.471191905035656,1,0,0
0.6780833699411576,0,0,0
4.214333515783554,3,1,0
1.7949240142579592,1,0,1
1.596520382676423,3,1,0
4.535352589023383,2,0,0
3.055944549450537,0,0,1
5.078924367190702,1,0,1
2.0424557518243396,3,0,0
1.1896432229844232,3,1,0
3.513533230699288,2,0,0
4.12937172158647,3,1,0
18.223330388933963,3,0,1
4.497654799915746,2,0,1
4.531869285545437,3,1,0
4.5004812788915185,1,0,1
3.9653668507541258,3,1,1
4.556521082130058,3,1,0
0.9030663382054224,2,0,0
4.121793240228614,2,0,1
4.15837338116599,3,1,1
0.3734640889861508,3,1,0
4.495833267763716,3,1,0
0.5420284055697564,3,1,0
1.2615206236520595,3,1,0
7.154933366857412,1,0,1
6.711063712335813,2,0,1
3.8251651450922406,1,0,1
4.232139912523587,3,1,0
2.658709889899036,0,0,1
4.586454076168071,3,1,1
4.584556470674777,2,0,0
2.463395354376197,3,1,0
8.079687211678698,0,0,1
10.831164931097833,2,0,1
1.103303753779593,3,1,0
4.564066261110428,3,1,0
1.9986884861848644,2,0,0
0.9685908209233336,3,1,0
2.5045917830643583,3,0,0
2.959538861523438,1,0,1
8.269716667397057,1,0,1
12.725184650523977,2,0,1
5.673352871669736,3,0,0
4.508955395832523,1,0,0
4.891864024741229,3,1,0
4.440115262112059,1,0,1
1.1986505279767576,3,1,0
2.64292088619166,2,0,0
0.9499151312344378,1,0,0
3.3323779660977553,3,0,0
1.356372094466081,2,0,0
3.455762117142326,2,0,0
2.3853579459630656,3,1,0
12.585592011222872,2,0,1
7.737824275442934,1,0,1
8.131125615351932,3,0,1
2.05853460770237,3,1,0
1.1826727163039508,3,0,0
1.831826892179052,3,1,0
1.6313993941568374,3,1,0
5.691383328759463,0,0,1
4.01213124545222,3,1,0
4.563220904227642,3,1,0
0.941717561245032,3,1,0
9.141050351062892,1,0,1
4.57256452654598,3,1,0
4.156209364796001,3,1,0
3.3012907419540376,1,0,0
5.6334541392892685,1,0,0
8.422518275629956,2,0,1
3.4286189917666694,3,1,1
3.591730940514939,3,1,0
0.4376692697723588,2,0,0
9.317042283884383,2,0,0
1.6474517894113825,3,1,0
2.3748243927313366,0,0,1
9.730912534584098,2,0,1
3.778839536897061,3,1,0
2.5321284056277964,0,0,1
10.349409083847185,2,0,1
1.1811846140040885,1,0,0
2.4711676877792073,1,0,0
4.06582743358663,3,1,0
3.0645736782872053,0,0,1
1.7022173936465932,3,1,0
6.301454362332471,2,0,0
3.92355878441783,3,1,0
5.451649677998271,1,0,1
1.4987910081723803,2,0,0
4.305735044249762,2,0,0
2.225807896987797,1,0,1
3.81727629709312,1,0,0
2.9328729539729887,1,0,0
2.2906118208591897,3,1,0
4.385554994269138,1,0,1
5.6274877182596175,1,0,1
12.069436496123169,2,0,1
1.386735358391451,2,0,0
4.673013747920231,2,0,1
7.411820960934808,2,0,1
12.49710116227531,2,0,1
1.4300370391847963,3,1,0
5.329586478224637,1,0,1
9.513252982951112,2,0,1
0.7674053496039761,3,1,0
1.44609091881136,3,1,0
1.1362196550762782,0,0,0
1.0509247427656838,3,1,0
4.093269530294553,2,0,0
4.000266480719152,1,0,1
1.5162500485555244,3,1,0
6.31612439620848,0,0,1
8.360729680564033,2,0,1
