P,Q,A,Y
-2.9729969689095084,3,1,0
11.387026962261992,2,1,1
11.842066894315428,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,0
2.0947355249300452,1,0,1
1.776835146372562,0,1,1
7.845573140958008,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,0
3.702834362948739,1,0,0
11.913961670876208,2,1,1
12.424719841835037,1,1,1
9.218304101930496,1,1,1
7.7236390272113,1,0,1
4.386714721030427,0,1,1
11.319516931548584,0,1,1
6.598040805792285,1,1,1
10.822511919191712,1,0,1
-4.581106013991535,3,1,0
11.381114113256547,3,0,0
10.84302183545566,1,1,1
5.393130316950025,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,0
14.352740914732768,2,1,1
1.5948813890827565,1,0,0
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
7.831006076013148,1,1,0
3.704797538175827,1,0,0
14.916486299554167,1,0,1
-0.2239163101039083,3,1,0
6.866950045561761,3,0,0
5.291252218273323,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
3.2792743373373177,2,1,1
9.822736030082828,2,1,1
0.2124405665253252,1,0,0
2.963236339090732,1,0,0
4.743780501438124,3,1,0
11.145504299003347,3,1,1
9.668193803858928,2,0,1
5.1531565330115505,2,1,0
10.7013581060432,3,1,1
15.425041380240677,1,0,1
1.436251040794179,2,1,0
0.0164887017491563,1,1,0
11.60980007571256,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
1.4542907085946224,3,1,0
3.603738322501185,1,0,0
3.880500534676883,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
18.321793764716457,1,1,1
10.407576660648052,1,1,1
13.824447072353369,1,0,1
-0.3008537651939784,2,1,0
0.6799111249314703,0,1,0
13.137488358292511,1,1,1
2.7571763382597707,2,0,0
-0.0529555993752173,1,1,0
0.7676048956053143,2,1,0
-1.5652530367128343,2,0,0
10.320884444987412,2,1,1
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,0
5.8187123446696525,2,1,0
7.895644797933831,2,0,1
1.0795854903177895,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,0
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-0.6975902435073087,0,1,0
6.857249473956461,2,1,1
14.541111491911629,3,1,1
0.7416846712029507,1,0,0
16.0977715098923,3,1,1
1.6565420628974676,1,0,0
1.0844456293040952,1,1,0
5.341814195544751,1,0,1
3.1987995072862967,3,1,0
2.81915953060485,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
4.1727875995533426,1,1,0
1.3518884432070517,2,1,1
5.686765911384929,2,0,0
1.538152460572991,2,1,0
2.1350503594964048,1,0,0
11.66976789726164,0,1,1
2.5893690798887894,2,1,0
9.830497050375284,2,0,1
13.120107525935245,3,1,1
0.0433219149550847,1,1,0
4.308376184529251,1,1,1
5.825935099206709,1,0,1
15.445792011341387,1,1,1
2.1459310203542707,1,1,0
2.9285940023473604,1,0,0
6.158144854078147,1,1,0
1.3418035050227313,2,1,0
4.815103366902755,1,0,1
7.15129815576588,2,1,1
0.8383019595434311,1,1,0
4.90119291510626,0,0,1
3.609992080895316,0,0,1
5.81270659281575,2,0,0
1.606569311511886,2,1,0
16.842598982159213,0,0,1
-2.963143760112848,0,0,0
1.8019116037383096,3,0,0
13.14437288185439,1,1,1
12.541315493146907,2,0,1
10.455317977730951,2,0,1
3.002111007801607,1,1,0
7.24001363385894,3,0,0
5.760743084289398,3,1,0
0.4134026414305825,1,0,0
7.234947337498177,3,0,1
8.772039524430166,1,0,1
3.840168764614824,2,0,1
0.8041690427359518,2,0,0
9.266025791165902,1,1,1
5.949021733855647,2,1,0
7.980261841604415,2,1,0
1.951176827297512,2,0,0
4.336254403833313,1,1,1
7.799599697707297,0,0,1
0.6214401958429512,3,1,0
0.5844293183521165,0,1,1
2.8222631083336207,1,1,0
0.6077072205085203,1,1,1
3.5193149552793015,2,1,0
2.5268233635257653,1,0,0
6.929255092731825,1,0,1
9.959837619114031,0,0,1
11.589259709170015,3,0,0
13.701828787242334,0,1,1
6.446466373655074,1,1,1
1.2506829326390865,2,0,0
0.2965646612667163,1,1,0
-1.8527025440395135,2,1,0
7.035827725369169,0,1,1
0.9898832565810568,2,0,0
4.22277197959548,0,1,1
