P,Q,A,Y
-3.972996968909509,3,1,0
10.387026962261992,3,1,1
10.842066894315428,3,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,1
2.0947355249300452,1,0,1
0.776835146372562,3,1,0
6.845573140958008,3,1,1
7.176239956034404,1,0,1
1.6862417871140996,1,0,0
3.702834362948739,1,0,1
10.913961670876208,3,1,1
11.424719841835037,3,1,1
8.218304101930496,3,1,1
7.7236390272113,1,0,1
3.3867147210304274,3,1,0
10.319516931548584,3,1,1
5.598040805792285,3,1,1
10.822511919191712,1,0,1
-5.581106013991535,3,1,0
11.381114113256547,3,0,1
9.84302183545566,3,1,1
4.393130316950025,3,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,1
13.352740914732768,3,1,1
1.5948813890827565,1,0,0
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
6.831006076013148,3,1,0
3.704797538175827,1,0,0
14.916486299554167,1,0,1
-1.2239163101039083,3,1,0
6.866950045561761,3,0,0
4.291252218273323,3,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
2.2792743373373177,3,1,1
8.822736030082828,3,1,1
0.2124405665253252,1,0,1
2.963236339090732,1,0,1
3.743780501438124,3,1,0
10.145504299003347,3,1,1
9.668193803858928,2,0,1
4.1531565330115505,3,1,0
9.7013581060432,3,1,1
15.425041380240677,1,0,1
0.4362510407941791,3,1,0
-0.9835112982508436,3,1,0
10.60980007571256,3,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
0.4542907085946224,3,1,0
3.603738322501185,1,0,1
2.880500534676883,3,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
17.321793764716457,3,1,1
9.407576660648052,3,1,1
13.824447072353369,1,0,1
-1.3008537651939784,3,1,0
-0.3200888750685297,3,1,0
12.137488358292511,3,1,1
2.7571763382597707,2,0,0
-1.052955599375217,3,1,0
-0.2323951043946857,3,1,0
-1.5652530367128343,2,0,0
9.320884444987412,3,1,1
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,0
4.8187123446696525,3,1,0
7.895644797933831,2,0,1
0.0795854903177895,3,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,0
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-1.6975902435073087,3,1,0
5.857249473956461,3,1,1
13.541111491911629,3,1,1
0.7416846712029507,1,0,1
15.0977715098923,3,1,1
1.6565420628974676,1,0,0
0.0844456293040952,3,1,0
5.341814195544751,1,0,1
2.1987995072862967,3,1,0
1.8191595306048496,3,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
3.1727875995533426,3,1,0
0.3518884432070517,3,1,0
5.686765911384929,2,0,1
0.538152460572991,3,1,0
2.1350503594964048,1,0,0
10.66976789726164,3,1,1
1.5893690798887892,3,1,0
9.830497050375284,2,0,1
12.120107525935245,3,1,1
-0.9566780850449152,3,1,0
3.3083761845292514,3,1,0
5.825935099206709,1,0,1
14.445792011341387,3,1,1
1.1459310203542707,3,1,0
2.9285940023473604,1,0,0
5.158144854078147,3,1,0
0.3418035050227312,3,1,0
4.815103366902755,1,0,1
6.15129815576588,3,1,1
-0.1616980404565688,3,1,0
4.90119291510626,0,0,1
3.609992080895316,0,0,1
5.81270659281575,2,0,0
0.6065693115118861,3,1,0
16.842598982159213,0,0,1
-2.963143760112848,0,0,0
1.8019116037383096,3,0,0
12.14437288185439,3,1,1
12.541315493146907,2,0,1
10.455317977730951,2,0,1
2.002111007801607,3,1,0
7.24001363385894,3,0,0
4.760743084289398,3,1,0
0.4134026414305825,1,0,1
7.234947337498177,3,0,1
8.772039524430166,1,0,1
3.840168764614824,2,0,1
0.8041690427359518,2,0,0
8.266025791165902,3,1,1
4.949021733855647,3,1,0
6.980261841604415,3,1,0
1.951176827297512,2,0,0
3.336254403833313,3,1,1
7.799599697707297,0,0,1
-0.3785598041570488,3,1,0
-0.4155706816478834,3,1,0
1.8222631083336205,3,1,0
-0.3922927794914796,3,1,0
2.5193149552793015,3,1,0
2.5268233635257653,1,0,0
6.929255092731825,1,0,1
9.959837619114031,0,0,1
11.589259709170015,3,0,0
12.701828787242334,3,1,1
5.446466373655074,3,1,0
1.2506829326390865,2,0,0
-0.7034353387332837,3,1,0
-2.8527025440395137,3,1,0
6.035827725369169,3,1,1
0.9898832565810568,2,0,0
3.22277197959548,3,1,0
0.0237238736766867,3,1,0
9.271510406234686,1,0,1
5.881857527316357,3,1,0
0.2776346679567822,3,1,0
2.7338945622177415,1,0,0
7.764277859231338,3,1,0
2.9706980697663132,2,0,0
9.30047494437959,3,1,1
5.836975927033587,1,0,1
0.8753764591667135,2,0,0
6.581112155764876,1,0,1
1.50977670264374,3,1,0
4.720880974683381,3,0,1
-1.204867214384369,3,1,0
9.612981335765747,3,1,1
-6.696991407568679,3,1,0
2.180923089233266,3,1,0
0.1297330234397646,3,1,0
7.1591208506408375,3,1,0
20.137138155118727,3,1,1
2.842778030272676,1,0,0
2.488554379150755,3,1,0
2.0219899688974325,1,0,0
4.431107377521037,3,1,1
6.091733817664692,2,0,0
1.2361203772654494,3,1,0
1.9177660115931696,3,1,0
8.790121260064698,3,1,1
9.47033717119833,2,0,1
5.053634063607666,2,0,0
5.632301398910759,3,1,1
0.429265202884336,3,1,0
4.257454560038709,3,0,0
10.075130865921167,3,0,1
1.4532111733555118,2,0,0
0.9752285013977549,3,1,0
3.760814931061416,3,1,0
0.9473965981114169,3,1,0
3.50596114515898,2,0,0
5.8978446411154755,2,0,1
12.948557572587948,1,0,1
8.759432315434653,3,0,1
4.027185366123095,3,1,0
-0.6458432993872549,3,1,0
13.311336861415365,3,1,1
9.134339597503647,2,0,1
5.542390842567086,3,1,1
4.342696719481986,1,0,1
0.6215363851714624,1,0,0
8.765880560325668,3,1,1
10.1409712764139,3,1,1
2.1582215612210742,2,0,0
1.870978537928628,3,1,0
6.162884589980585,2,0,1
14.218369711150036,3,0,1
8.89529403830367,2,0,1
6.228031435898706,3,1,1
3.019786482643222,3,1,0
6.5539635631516,3,1,1
-1.837351704191959,1,0,0
-2.5132608289216267,3,1,0
7.370292689527724,1,0,1
7.691844047042419,3,1,1
2.5335753936680323,3,1,0
-2.8843844569186876,3,1,0
10.714228046214808,3,1,1
3.964131411735312,2,0,0
3.4758147835776563,2,0,1
5.915885427568099,3,1,1
8.423545541198967,3,1,1
0.7247945340849105,3,1,0
2.4211974745372946,3,1,0
10.792831756480634,3,1,1
-3.567390211042747,3,1,0
4.160188257954081,1,0,1
14.492663495685225,2,0,1
10.186159460677391,1,0,1
2.9231705463882545,3,1,0
4.362871472201584,3,1,1
10.51735489307241,2,0,1
3.57308196250054,3,1,0
5.7531675209341095,3,1,0
32.29663113593969,3,1,1
12.454083471114163,2,0,1
5.82834730674519,3,0,0
1.9456526112280903,2,0,1
1.2399135563931811,3,1,0
0.4332541264618004,2,0,0
5.656096248886583,1,0,0
7.462637563246767,3,1,1
0.5068774556121898,3,1,0
5.908969357548778,2,0,0
7.722312282392335,3,1,1
3.98749813946933,2,0,0
10.276071615948233,3,1,1
12.161468131260872,3,1,1
-0.4543009576462125,3,1,0
13.258957358225052,3,1,1
18.7798337233052,3,1,1
5.2702880015507985,3,1,0
1.646537390082313,3,1,0
5.136680930460758,2,0,1
3.9692176724842776,2,0,0
12.313189464874757,1,0,1
7.390459574999087,1,0,1
5.411921162420405,3,1,1
7.5596519682932515,3,1,1
3.3909496267116483,3,1,0
2.5647237814208204,3,1,0
17.66977307500982,2,0,1
4.73923931480695,2,0,0
0.0790021848599584,1,0,0
3.631384168213626,3,1,0
11.447125768486533,3,0,1
5.041481647175668,3,1,0
5.533487422686627,1,0,1
4.2718487094427875,2,0,0
3.742966191798431,1,0,1
6.484175362272852,1,0,0
3.639654060293025,1,0,1
6.876854045767249,0,0,1
8.589143194240801,3,1,1
3.540846302819795,3,1,0
4.942115132928537,3,1,1
7.0019699822186166,2,0,1
1.647954687026787,2,0,0
12.311165940504,0,0,1
0.3056235508613436,3,1,0
4.010622507515884,3,1,0
6.004138223288105,3,1,0
4.558404109683968,2,0,0
-0.5155896367140771,3,1,0
3.414586523419845,3,1,0
6.958517290570241,1,0,1
7.6704433961439324,2,0,1
2.6696293229391412,2,0,1
7.8522634580429695,3,1,0
9.219894266863005,2,0,1
-0.3874445496490999,2,0,0
4.904228500873385,3,1,1
3.508015538530565,3,1,0
5.073248436166722,2,0,1
-1.4980534725225816,3,1,0
3.10195492698302,1,0,1
8.644142755821989,2,0,0
1.2611044850180502,3,1,0
0.0677178600237031,3,1,0
0.017642242489454,3,1,0
11.755183078443352,3,1,0
1.8864979152890973,3,1,0
0.7214851262583917,3,0,0
-1.0971904634535012,3,1,0
12.3908999950243,1,0,1
6.927578214794925,3,1,0
3.7084449694029575,3,1,1
1.598555730420307,3,1,0
2.8992783350304117,3,1,0
3.18602833899294,0,0,1
-2.510916666848719,3,1,0
13.757063386506523,3,1,1
2.0515970312505307,3,1,0
2.1274364003458195,1,0,0
4.4596579154108635,3,1,0
4.609251934508479,2,0,0
-0.6561766253190244,3,1,0
3.4052489914596467,0,0,1
-3.3147924900754933,3,1,0
1.9344899313021913,3,0,0
11.490490405139418,2,0,1
7.0683324633319655,3,1,0
3.901798531490627,3,1,0
