P,Q,A,Y
-6.472996968909508,3,1,0
7.887026962261992,2,1,1
8.342066894315428,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,0
2.0947355249300452,1,0,1
-1.723164853627438,0,1,1
4.345573140958008,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,0
3.702834362948739,1,0,0
8.413961670876207,2,1,1
8.924719841835035,1,1,1
5.718304101930496,1,1,1
7.7236390272113,1,0,1
0.8867147210304273,0,1,1
7.819516931548583,0,1,1
3.0980408057922846,1,1,1
10.822511919191712,1,0,1
-8.081106013991535,3,1,0
11.381114113256547,3,0,0
7.343021835455659,1,1,1
1.893130316950024,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,0
10.852740914732768,2,1,1
1.5948813890827565,1,0,0
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
4.331006076013148,1,1,0
3.704797538175827,1,0,0
14.916486299554167,1,0,1
-3.723916310103908,3,1,0
6.866950045561761,3,0,0
1.791252218273323,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
-0.2207256626626823,2,1,1
6.322736030082827,2,1,1
0.2124405665253252,1,0,0
2.963236339090732,1,0,0
1.243780501438124,3,1,0
7.645504299003346,3,1,1
9.668193803858928,2,0,1
1.6531565330115503,2,1,0
7.2013581060432,3,1,1
15.425041380240677,1,0,1
-2.063748959205821,2,1,0
-3.4835112982508436,1,1,0
8.109800075712561,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
-2.0457092914053776,3,1,0
3.603738322501185,1,0,0
0.380500534676883,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
14.821793764716457,1,1,1
6.907576660648052,1,1,1
13.824447072353369,1,0,1
-3.8008537651939784,2,1,0
-2.82008887506853,0,1,0
9.637488358292511,1,1,1
2.7571763382597707,2,0,0
-3.5529555993752173,1,1,0
-2.7323951043946857,2,1,0
-1.5652530367128343,2,0,0
6.820884444987413,2,1,1
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,0
2.318712344669653,2,1,0
7.895644797933831,2,0,1
-2.4204145096822103,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,0
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-4.1975902435073085,0,1,0
3.3572494739564616,2,1,1
11.041111491911629,3,1,1
0.7416846712029507,1,0,0
12.5977715098923,3,1,1
1.6565420628974676,1,0,0
-2.415554370695905,1,1,0
5.341814195544751,1,0,1
-0.3012004927137037,3,1,0
-0.6808404693951502,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
0.6727875995533423,1,1,0
-2.1481115567929483,2,1,1
5.686765911384929,2,0,0
-1.961847539427009,2,1,0
2.1350503594964048,1,0,0
8.169767897261641,0,1,1
-0.9106309201112108,2,1,0
9.830497050375284,2,0,1
9.620107525935245,3,1,1
-3.4566780850449152,1,1,0
0.8083761845292516,1,1,1
5.825935099206709,1,0,1
11.945792011341387,1,1,1
-1.3540689796457293,1,1,0
2.9285940023473604,1,0,0
2.6581448540781465,1,1,0
-2.1581964949772687,2,1,0
4.815103366902755,1,0,1
3.65129815576588,2,1,1
-2.661698040456569,1,1,0
4.90119291510626,0,0,1
3.609992080895316,0,0,1
5.81270659281575,2,0,0
-1.893430688488114,2,1,0
16.842598982159213,0,0,1
-2.963143760112848,0,0,0
1.8019116037383096,3,0,0
9.64437288185439,1,1,1
12.541315493146907,2,0,1
10.455317977730951,2,0,1
-0.4978889921983929,1,1,0
7.24001363385894,3,0,0
2.2607430842893983,3,1,0
0.4134026414305825,1,0,0
7.234947337498177,3,0,1
8.772039524430166,1,0,1
3.840168764614824,2,0,1
0.8041690427359518,2,0,0
5.766025791165902,1,1,1
2.449021733855647,2,1,0
4.480261841604415,2,1,0
1.951176827297512,2,0,0
0.8362544038333126,1,1,1
7.799599697707297,0,0,1
-2.878559804157049,3,1,0
-2.9155706816478837,0,1,1
-0.6777368916663793,1,1,0
-2.8922927794914797,1,1,1
0.0193149552793014,2,1,0
2.5268233635257653,1,0,0
6.929255092731825,1,0,1
9.959837619114031,0,0,1
11.589259709170015,3,0,0
10.201828787242334,0,1,1
2.946466373655074,1,1,1
1.2506829326390865,2,0,0
-3.203435338733284,1,1,0
-5.352702544039514,2,1,0
3.535827725369169,0,1,1
0.9898832565810568,2,0,0
0.7227719795954802,0,1,1
-2.476276126323313,0,1,0
9.271510406234686,1,0,1
3.381857527316357,2,1,0
-2.2223653320432177,3,1,0
2.7338945622177415,1,0,0
5.264277859231338,2,1,0
2.9706980697663132,2,0,0
6.800474944379592,2,1,1
5.836975927033587,1,0,1
0.8753764591667135,2,0,0
6.581112155764876,1,0,1
-0.99022329735626,1,1,0
4.720880974683381,3,0,0
-3.704867214384369,1,1,0
7.112981335765749,1,1,1
-9.196991407568678,2,1,0
-0.3190769107667339,3,1,0
-2.3702669765602353,0,1,0
4.6591208506408375,2,1,1
17.637138155118727,1,1,1
2.842778030272676,1,0,0
-0.011445620849245,2,1,0
2.0219899688974325,1,0,0
1.9311073775210363,1,1,1
6.091733817664692,2,0,0
-1.2638796227345506,2,1,0
-0.5822339884068304,3,1,0
6.290121260064699,1,1,1
9.47033717119833,2,0,1
5.053634063607666,2,0,0
3.132301398910758,2,1,1
-2.070734797115664,1,1,0
4.257454560038709,3,0,0
10.075130865921167,3,0,0
1.4532111733555118,2,0,0
-1.5247714986022451,2,1,0
1.260814931061416,2,1,0
-1.5526034018885833,1,1,0
3.50596114515898,2,0,0
5.8978446411154755,2,0,1
