R,Q,A,Y
-3.564481496670652,3,1,0
5.023314560745266,2,1,1
7.351995791398419,1,1,1
9.52314348029448,2,0,1
7.763201259727468,2,0,1
3.594415791038286,1,0,1
-1.8331810732535203,0,1,0
-0.1453491526852843,3,1,0
3.865387551681347,1,0,1
0.6997136074500991,1,0,1
2.9858741551264205,1,0,1
7.465044261499116,2,1,1
4.9301619884974635,1,1,0
1.4149525276022832,1,1,1
6.136976957184384,1,0,1
-0.4358298508225724,0,1,0
2.6781601585427968,0,1,1
1.0075055191014908,1,1,0
11.373410945882393,1,0,1
-5.571085117820129,3,1,0
10.154917330936598,3,0,1
3.633082298654541,1,1,1
0.9612102625809557,1,1,0
9.587384715030758,2,0,1
5.423822051906439,1,0,1
6.79734536591777,1,0,1
7.082394813038601,2,0,1
5.885465499632101,2,1,0
3.117473195038813,1,0,1
3.0057709254608524,3,0,0
5.160181604507018,2,0,1
7.015070568237263,1,0,1
2.894220504921554,1,1,0
4.156610387726937,1,0,1
10.40124502445334,1,0,1
-4.349541209677318,3,1,0
6.402929837242172,3,0,0
-4.370575510609337,2,1,0
15.551438902132825,1,0,1
4.853036294563522,3,0,0
-0.6973866996178932,2,1,0
3.924817355624864,2,1,0
4.787935482770691,1,0,1
4.978495977371066,1,0,1
0.0790604578219031,3,1,0
4.813920837192512,3,1,0
10.24924747267996,2,0,1
-3.9286452292212575,2,1,0
1.8700092683467613,3,1,0
9.967182629826992,1,0,1
-1.7320189490360312,2,1,0
-1.7587696498799712,1,1,0
2.897397388955527,2,1,0
2.7577911190489237,0,0,1
1.442327064878374,0,0,1
1.1688293692742309,1,0,0
1.6248391614991378,1,0,0
6.213604375277218,2,0,0
-1.4660750239533424,3,1,0
5.906758349975017,1,0,1
-2.993041301104292,1,1,0
3.60560988782419,0,0,1
0.6237435920068249,3,0,0
16.334434298988164,1,1,1
5.26213361322365,1,1,1
14.857264047609462,1,0,1
-5.276922657063221,2,1,0
-4.6735187071726845,0,1,0
9.309042787210917,1,1,1
2.4761665936693045,2,0,0
-2.2685888894391697,1,1,0
-3.249571253416816,2,1,0
1.4343563068333118,2,0,0
5.193907463858615,2,1,0
12.57141061355821,1,0,1
