R,Q,A,Y
2.435518503329348,2,1,0
11.023314560745266,3,1,1
13.35199579139842,3,1,1
9.52314348029448,2,0,1
7.763201259727468,2,0,1
3.594415791038286,1,0,1
4.16681892674648,3,1,0
5.854650847314716,2,1,0
3.865387551681347,1,0,1
0.6997136074500991,1,0,1
2.9858741551264205,1,0,1
13.465044261499116,3,1,1
10.930161988497463,3,1,0
7.414952527602283,3,1,0
6.136976957184384,1,0,1
5.564170149177428,3,1,0
8.678160158542797,3,1,1
7.007505519101491,3,1,0
11.373410945882393,1,0,1
0.4289148821798708,2,1,0
10.154917330936598,3,0,1
9.63308229865454,3,1,1
6.9612102625809555,3,1,0
9.587384715030758,2,0,1
5.423822051906439,1,0,1
6.79734536591777,1,0,1
7.082394813038601,2,0,1
11.8854654996321,3,1,1
3.117473195038813,1,0,1
3.0057709254608524,3,0,0
5.160181604507018,2,0,0
7.015070568237263,1,0,1
8.894220504921554,3,1,0
4.156610387726937,1,0,1
10.40124502445334,1,0,1
1.6504587903226822,2,1,0
6.402929837242172,3,0,0
1.6294244893906633,3,1,0
15.551438902132825,1,0,1
4.853036294563522,3,0,0
5.302613300382107,3,1,0
9.924817355624864,3,1,0
4.787935482770691,1,0,1
4.978495977371066,1,0,1
6.079060457821903,2,1,0
10.813920837192512,1,1,1
10.24924747267996,2,0,1
2.0713547707787425,3,1,0
7.870009268346761,2,1,1
9.967182629826992,1,0,1
4.267981050963969,3,1,0
4.241230350120029,3,1,0
8.897397388955527,3,1,0
2.7577911190489237,0,0,1
1.442327064878374,0,0,1
1.1688293692742309,1,0,0
1.6248391614991378,1,0,0
6.213604375277218,2,0,0
4.533924976046658,2,1,0
5.906758349975017,1,0,1
3.006958698895708,3,1,0
3.60560988782419,0,0,1
0.6237435920068249,3,0,0
22.334434298988164,3,1,1
11.26213361322365,3,1,1
14.857264047609462,1,0,1
0.7230773429367797,3,1,0
1.326481292827316,3,1,0
15.309042787210917,3,1,1
2.4761665936693045,2,0,0
3.7314111105608303,3,1,0
2.750428746583184,3,1,0
1.4343563068333118,2,0,0
11.193907463858617,3,1,0
12.57141061355821,1,0,1
3.631369837843001,2,0,1
2.9328729539729887,1,0,1
6.384382845969192,3,1,0
6.92141448085969,2,0,1
2.06048978114351,3,1,0
4.362882005572336,3,0,0
2.508156150524542,1,0,1
1.2084414186642418,0,0,1
3.865175683148323,1,0,1
1.781564890510406,1,0,0
1.680007861144139,2,0,0
6.2008238226250025,1,0,1
1.2527715212058872,3,1,0
8.319643104069302,3,1,0
13.80249166245475,2,1,1
1.2987366582230593,1,0,1
19.66632494134967,2,1,1
1.0006479480819317,1,0,1
1.4163429338775408,3,1,0
6.422030192216264,1,0,1
1.297919756184845,2,1,0
0.9392736723102866,3,1,0
13.25838941937169,2,0,1
4.497654799915746,2,0,1
3.6665076660907423,3,1,0
2.801644250862679,3,1,0
5.229491371353755,2,0,1
3.2512859130515155,3,1,0
2.4711676877792073,1,0,1
9.190607727744707,3,1,0
2.2458559876332727,3,1,0
9.513252982951112,2,0,1
13.717909645101448,1,1,1
3.736263810214703,3,1,0
3.977478135041397,3,1,0
5.718583121536355,1,0,1
