P,Q,A,Y
-3.4729969689095084,3,1,0
10.887026962261992,2,1,1
11.342066894315428,1,1,1
6.7770658155751295,2,0,1
7.813366155150593,2,0,0
2.0947355249300452,1,0,1
1.276835146372562,0,1,1
7.345573140958008,3,1,0
7.176239956034404,1,0,1
1.6862417871140996,1,0,0
3.702834362948739,1,0,0
11.413961670876208,2,1,1
11.924719841835037,1,1,1
8.718304101930496,1,1,1
7.7236390272113,1,0,1
3.8867147210304274,0,1,1
10.819516931548584,0,1,1
6.098040805792285,1,1,1
10.822511919191712,1,0,1
-5.081106013991535,3,1,0
11.381114113256547,3,0,0
10.34302183545566,1,1,1
4.893130316950025,1,1,0
11.709565963853436,2,0,1
4.781384059431351,1,0,1
8.36310039626131,1,0,1
6.9800968970773685,2,0,0
13.852740914732768,2,1,1
1.5948813890827565,1,0,0
2.9434537582810516,3,0,0
4.765687580045853,2,0,0
4.521699349602723,1,0,1
7.331006076013148,1,1,0
3.704797538175827,1,0,0
14.916486299554167,1,0,1
-0.7239163101039083,3,1,0
6.866950045561761,3,0,0
4.791252218273323,2,1,0
13.385609342520612,1,0,1
1.9917255997616703,3,0,0
2.7792743373373177,2,1,1
9.322736030082828,2,1,1
0.2124405665253252,1,0,0
2.963236339090732,1,0,0
4.243780501438124,3,1,0
10.645504299003347,3,1,1
9.668193803858928,2,0,1
4.6531565330115505,2,1,0
10.2013581060432,3,1,1
15.425041380240677,1,0,1
0.9362510407941792,2,1,0
-0.4835112982508436,1,1,0
11.10980007571256,2,1,0
3.688335310803226,0,0,1
3.2300311879377928,0,0,0
3.15541165239522,1,0,0
5.269907706779899,1,0,0
5.254355806252306,2,0,0
0.9542907085946224,3,1,0
3.603738322501185,1,0,0
3.380500534676883,1,1,0
0.1742831940383133,0,0,1
-2.039000055186088,3,0,0
17.821793764716457,1,1,1
9.907576660648052,1,1,1
13.824447072353369,1,0,1
-0.8008537651939784,2,1,0
0.1799111249314703,0,1,0
12.637488358292511,1,1,1
2.7571763382597707,2,0,0
-0.5529555993752173,1,1,0
0.2676048956053143,2,1,0
-1.5652530367128343,2,0,0
9.820884444987412,2,1,1
15.52459694254473,1,0,1
5.821015742702558,2,0,0
4.101549509643828,1,0,0
5.3187123446696525,2,1,0
7.895644797933831,2,0,1
0.5795854903177895,1,1,0
4.794144077682652,3,0,0
5.935538987811054,1,0,0
0.0165287797676401,0,0,1
3.676857977309555,1,0,1
3.3503975949156626,1,0,0
1.420516624330575,2,0,0
9.652612259764412,1,0,1
-1.1975902435073087,0,1,0
6.357249473956461,2,1,1
14.041111491911629,3,1,1
0.7416846712029507,1,0,0
15.5977715098923,3,1,1
1.6565420628974676,1,0,0
0.5844456293040952,1,1,0
5.341814195544751,1,0,1
2.6987995072862967,3,1,0
2.31915953060485,1,1,0
12.241115522584616,2,0,1
5.112249902459668,2,0,1
3.6727875995533426,1,1,0
0.8518884432070517,2,1,1
5.686765911384929,2,0,0
1.038152460572991,2,1,0
2.1350503594964048,1,0,0
11.16976789726164,0,1,1
2.0893690798887894,2,1,0
9.830497050375284,2,0,1
12.620107525935245,3,1,1
-0.4566780850449152,1,1,0
3.8083761845292514,1,1,1
5.825935099206709,1,0,1
14.945792011341387,1,1,1
1.6459310203542707,1,1,0
