R,Q,A,Y
-5.564481496670652,3,1,0
3.0233145607452663,2,1,1
5.351995791398419,1,1,1
9.52314348029448,2,0,1
7.763201259727468,2,0,1
3.594415791038286,1,0,1
-3.83318107325352,0,1,0
-2.1453491526852844,3,1,0
3.865387551681347,1,0,1
0.6997136074500991,1,0,1
2.9858741551264205,1,0,1
5.465044261499116,2,1,1
2.9301619884974635,1,1,1
-0.5850474723977168,1,1,1
6.136976957184384,1,0,1
-2.4358298508225724,0,1,0
0.6781601585427968,0,1,1
-0.9924944808985092,1,1,0
11.373410945882393,1,0,1
-7.571085117820129,3,1,0
10.154917330936598,3,0,1
1.633082298654541,1,1,1
-1.0387897374190445,1,1,0
9.587384715030758,2,0,1
5.423822051906439,1,0,1
6.79734536591777,1,0,1
7.082394813038601,2,0,1
3.885465499632101,2,1,1
3.117473195038813,1,0,1
3.0057709254608524,3,0,0
5.160181604507018,2,0,0
7.015070568237263,1,0,1
0.8942205049215541,1,1,0
4.156610387726937,1,0,1
10.40124502445334,1,0,1
-6.349541209677318,3,1,0
6.402929837242172,3,0,0
-6.370575510609337,2,1,0
15.551438902132825,1,0,1
4.853036294563522,3,0,0
-2.6973866996178932,2,1,0
1.924817355624864,2,1,0
4.787935482770691,1,0,1
4.978495977371066,1,0,1
-1.9209395421780968,3,1,0
2.813920837192512,3,1,0
10.24924747267996,2,0,1
-5.9286452292212575,2,1,0
-0.1299907316532387,3,1,0
9.967182629826992,1,0,1
-3.732018949036031,2,1,0
-3.758769649879971,1,1,0
0.8973973889555271,2,1,0
2.7577911190489237,0,0,1
1.442327064878374,0,0,1
1.1688293692742309,1,0,0
1.6248391614991378,1,0,0
6.213604375277218,2,0,0
-3.4660750239533424,3,1,0
5.906758349975017,1,0,1
-4.993041301104292,1,1,0
3.60560988782419,0,0,1
0.6237435920068249,3,0,0
14.334434298988164,1,1,1
3.26213361322365,1,1,1
14.857264047609462,1,0,1
-7.276922657063221,2,1,0
-6.6735187071726845,0,1,0
7.309042787210915,1,1,1
2.4761665936693045,2,0,0
-4.26858888943917,1,1,0
-5.249571253416816,2,1,0
1.4343563068333118,2,0,0
3.193907463858615,2,1,0
12.57141061355821,1,0,1
3.631369837843001,2,0,0
2.9328729539729887,1,0,1
-1.615617154030808,2,1,0
6.92141448085969,2,0,1
-5.9395102188564906,1,1,0
4.362882005572336,3,0,0
2.508156150524542,1,0,1
1.2084414186642418,0,0,1
3.865175683148323,1,0,1
1.781564890510406,1,0,0
1.680007861144139,2,0,0
6.2008238226250025,1,0,1
-6.747228478794113,0,1,0
0.3196431040693017,2,1,0
5.8024916624547505,3,1,1
1.2987366582230593,1,0,1
11.666324941349671,3,1,1
1.0006479480819317,1,0,0
-6.583657066122459,1,1,0
6.422030192216264,1,0,1
-6.702080243815155,3,1,0
-7.060726327689713,1,1,0
13.25838941937169,2,0,1
4.497654799915746,2,0,1
-4.333492333909257,1,1,0
-5.1983557491373205,2,1,0
5.229491371353755,2,0,1
-4.7487140869484845,2,1,0
2.4711676877792073,1,0,1
1.190607727744709,0,1,1
-5.754144012366727,2,1,0
9.513252982951112,2,0,1
5.717909645101447,3,1,1
-4.263736189785297,1,1,0
-4.022521864958603,1,1,0
5.718583121536355,1,0,1
6.30102534371963,1,1,1
-4.729042181772531,1,1,0
3.286649934118374,1,0,1
-1.1791194439884238,1,1,0
-3.5128139237002767,2,1,0
4.81392739230757,1,0,1
0.7538753901999389,2,1,0
-4.885643859807903,1,1,0
5.690707983524059,0,0,1
2.078897434177662,0,0,1
1.9960329587234256,2,0,0
-5.842874640734709,2,1,0
15.211790484510548,0,0,1
1.3800973602885234,0,0,1
3.219418166550059,3,0,0
3.652800641285406,1,1,1
9.807281728659609,2,0,1
10.190535346591217,2,0,1
-6.575391244281031,1,1,0
6.552886618609014,3,0,1
-3.514882539302869,3,1,0
1.7444705310615358,1,0,1
8.131125615351932,3,0,1
7.154933366857412,1,0,1
7.765352439472192,2,0,1
0.9262891119340896,2,0,0
0.1629063241372996,1,1,0
-3.2198531792009764,2,1,0
-4.413697576085892,2,1,0
1.7925214054117615,2,0,0
-1.3407707457769682,1,1,0
5.429072827431453,0,0,1
