,P,Q
2021,-14.47299696890951,3
3951,-0.11297303773800849,2
3341,0.3420668943154279,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,-9.723164853627438,0
5399,-3.6544268590419917,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,0.41396167087620683,2
4463,0.9247198418350353,1
7735,-2.2816958980695037,1
6218,7.7236390272113,1
7972,-7.113285278969573,0
9530,-0.1804830684514167,0
7489,-4.901959194207715,1
5027,10.822511919191713,1
6833,-16.081106013991537,3
8926,11.381114113256547,3
8223,-0.6569781645443413,1
9861,-6.106869683049975,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,2.852740914732769,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,-3.6689939239868514,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-11.723916310103908,3
5829,6.866950045561761,3
3571,-6.208747781726677,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,-8.220725662662682,2
8777,-1.677263969917173,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,-6.756219498561876,3
4562,-0.3544957009966535,3
8903,9.668193803858927,2
2002,-6.346843466988449,2
4512,-0.7986418939568001,3
9413,15.425041380240675,1
4926,-10.063748959205821,2
8595,-11.483511298250843,1
3612,0.10980007571256101,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,-10.045709291405377,3
6936,3.603738322501185,1
3155,-7.619499465323116,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,6.821793764716458,1
1157,-1.0924233393519478,1
995,13.824447072353369,1
1964,-11.80085376519398,2
9792,-10.82008887506853,0
3821,1.6374883582925122,1
8009,2.7571763382597707,2
6060,-11.552955599375217,1
4730,-10.732395104394685,2
6432,-1.5652530367128343,2
4776,-1.1791155550125878,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,-5.6812876553303475,2
6643,7.895644797933831,2
8658,-10.42041450968221,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-12.19759024350731,0
8521,-4.642750526043539,2
7255,3.041111491911627,3
75,0.7416846712029507,1
8708,4.5977715098923,3
1121,1.6565420628974676,1
7667,-10.415554370695904,1
7225,5.341814195544751,1
3860,-8.301200492713704,3
367,-8.68084046939515,1
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,-7.3272124004466574,1
92,-10.148111556792948,2
3154,5.686765911384929,2
501,-9.96184753942701,2
1204,2.1350503594964048,1
949,0.16976789726164077,0
3761,-8.91063092011121,2
291,9.830497050375284,2
9678,1.6201075259352444,3
8102,-11.456678085044915,1
1851,-7.191623815470748,1
9751,5.825935099206709,1
905,3.9457920113413874,1
6349,-9.354068979645728,1
4064,2.9285940023473604,1
5702,-5.341855145921853,1
7552,-10.158196494977268,2
1329,4.815103366902755,1
8489,-4.34870184423412,2
3232,-10.661698040456569,1
8930,4.90119291510626,0
1836,3.6099920808953163,0
534,5.81270659281575,2
4480,-9.893430688488115,2
5762,16.842598982159213,0
4915,-2.963143760112848,0
5920,1.8019116037383098,3
1089,1.64437288185439,1
194,12.541315493146909,2
9543,10.455317977730951,2
5817,-8.497888992198392,1
8199,7.24001363385894,3
8596,-5.739256915710602,3
7141,0.4134026414305825,1
455,7.234947337498177,3
3596,8.772039524430166,1
7639,3.840168764614824,2
4875,0.8041690427359518,2
3755,-2.2339742088340984,1
639,-5.550978266144353,2
5135,-3.519738158395584,2
7006,1.9511768272975119,2
5932,-7.163745596166687,1
5191,7.799599697707297,0
5298,-10.87855980415705,3
3053,-10.915570681647884,0
3411,-8.677736891666381,1
4901,-10.89229277949148,1
1840,-7.9806850447206985,2
2315,2.5268233635257653,1
4482,6.929255092731825,1
9320,9.959837619114033,0
6811,11.589259709170015,3
52,2.2018287872423334,0
7312,-5.053533626344926,1
997,1.2506829326390865,2
4400,-11.203435338733282,1
2441,-13.352702544039513,2
8284,-4.464172274630831,0
6257,0.9898832565810568,2
4953,-7.27722802040452,0
4499,-10.476276126323313,0
965,9.271510406234686,1
1155,-4.618142472683643,2
5611,-10.222365332043218,3
9099,2.7338945622177415,1
5347,-2.7357221407686616,2
6174,2.9706980697663132,2
7178,-1.1995250556204085,2
4106,5.836975927033587,1
609,0.8753764591667135,2
4833,6.581112155764876,1
1581,-8.99022329735626,1
7301,4.720880974683381,3
6194,-11.704867214384368,1
957,-0.887018664234251,1
1195,-17.196991407568678,2
329,-8.319076910766734,3
172,-10.370266976560234,0
2578,-3.3408791493591625,2
7306,9.637138155118729,1
8039,2.842778030272676,1
9973,-8.011445620849246,2
7124,2.0219899688974325,1
6278,-6.068892622478963,1
652,6.091733817664692,2
3996,-9.263879622734551,2
5689,-8.58223398840683,3
4516,-1.7098787399353017,1
2681,9.47033717119833,2
5355,5.053634063607666,2
8551,-4.867698601089241,2
6130,-10.070734797115664,1
3112,4.257454560038709,3
3218,10.075130865921167,3
8953,1.4532111733555118,2
7229,-9.524771498602245,2
6586,-6.739185068938585,2
4640,-9.552603401888582,1
6271,3.50596114515898,2
7845,5.8978446411154755,2
6980,12.948557572587948,1
4535,8.759432315434653,3
7980,-6.472814633876905,1
176,-11.145843299387256,1
8053,2.8113368614153638,2
3276,9.134339597503647,2
4030,-4.957609157432914,1
8304,4.342696719481986,1
1722,0.6215363851714624,1
5389,-1.7341194396743322,2
5488,-0.3590287235861004,2
4872,2.1582215612210742,2
9118,-8.629021462071371,2
8840,6.162884589980585,2
5886,14.218369711150036,3
6261,8.89529403830367,2
7816,-4.271968564101294,2
8536,-7.480213517356778,0
6155,-3.946036436848401,1
2842,-1.837351704191959,1
4066,-13.013260828921627,0
2041,7.370292689527724,1
