,R,Q,A
3567,1.0567757633780144,1,0
4666,4.932461940602252,2,0
3569,6.153589281097394,1,0
3744,15.853266354851726,1,0
998,5.491988532622276,2,0
4906,2.756338316366111,2,0
688,0.8741442766509864,1,0
2390,7.771112706003584,2,0
53,-2.615617154030808,2,1
4629,2.389334706273644,1,0
1845,5.783866180720974,1,0
2780,8.615981561122608,1,0
3860,18.807684522993434,2,0
12,13.095530602450586,2,0
3035,5.741140554234001,1,0
4990,8.093715034512641,2,0
223,5.218941816081944,3,0
1743,0.13446940107897432,1,0
371,2.6114822324498173,3,0
2627,0.7038157960915828,0,0
3020,15.156502650373945,2,0
3031,7.514522220869978,2,0
139,2.5780105000565063,1,0
84,7.111053345051875,3,0
3764,10.522663856692557,1,0
536,5.297880403758539,2,0
4320,2.6967311880054203,3,0
2756,14.438765231860394,0,0
2703,9.153762419741764,2,0
2028,2.863695120182989,1,0
1494,6.789589677322217,2,0
647,12.061769831279925,3,0
682,3.365306563987118,1,0
3117,6.638729425250963,2,0
4197,1.0808511557061746,3,0
2628,6.127763898824542,3,0
36,-6.596858855365959,1,1
407,4.903696005096843,2,0
1887,2.937539770807553,0,0
3929,2.760245228276547,1,0
1226,0.2912435960557827,1,0
2006,3.734630519739464,1,0
2679,2.5574980820154365,1,0
4077,2.4365755759025225,3,0
3772,6.490768444868321,2,0
3030,3.748573698234254,2,0
1310,4.097602208742298,1,0
4297,4.251632644036306,3,0
178,1.9625966505325558,3,0
4401,2.8534950023301033,1,0
2299,8.67854231241864,2,0
3780,10.091193377280197,3,0
162,0.5065885361877119,1,0
2386,16.251554350821632,1,0
4071,11.719477534982008,1,0
662,5.133441560231339,0,0
3433,6.660662617180174,2,0
1432,7.7516961358066325,2,0
1026,1.5392373244728632,2,0
735,2.272209562531793,1,0
1166,6.426441321395762,2,0
2877,5.893127085663899,1,0
1471,5.426658625753586,1,0
216,16.360124668706977,2,0
4627,4.198671682189315,1,0
4050,5.161189345997278,2,0
3974,3.8536709585396896,2,0
3404,3.9210975269465957,1,0
1860,6.647746511969978,1,0
2887,6.2322704384933045,2,0
2229,3.883621180509481,2,0
2524,3.2425168694589095,2,0
4487,4.251201766492148,3,0
2358,7.554257642023975,3,0
845,4.738864288737108,1,0
4961,4.351051166664051,1,0
4898,2.6258004715021563,2,0
3897,3.626403284949522,2,0
3900,5.259390732787153,3,0
110,1.2458463830907625,2,0
1961,5.127477957124332,2,0
1479,9.788706347950816,2,0
4761,0.550871918519851,0,0
1869,2.762019451483244,1,0
2,-4.853149246887139,2,1
1515,4.822962655298373,1,0
1451,5.388533751664632,0,0
2359,4.574419172275871,3,0
588,10.306713036618689,2,0
3679,4.5004812788915185,1,0
304,5.5900163672202225,0,0
3595,3.9240816544351156,1,0
