,P,Q
2021,-4.072996968909508,3
3951,10.287026962261992,2
3341,10.742066894315428,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,0.6768351463725619,0
5399,6.745573140958008,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,10.813961670876207,2
4463,11.324719841835035,1
7735,8.118304101930496,1
6218,7.7236390272113,1
7972,3.2867147210304273,0
9530,10.219516931548583,0
7489,5.498040805792285,1
5027,10.822511919191713,1
6833,-5.681106013991536,3
8926,11.381114113256547,3
8223,9.743021835455659,1
9861,4.293130316950025,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,13.252740914732769,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,6.7310060760131485,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-1.3239163101039084,3
5829,6.866950045561761,3
3571,4.191252218273323,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,2.1792743373373176,2
8777,8.722736030082828,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,3.6437805014381244,3
4562,10.045504299003348,3
8903,9.668193803858927,2
2002,4.053156533011551,2
4512,9.6013581060432,3
9413,15.425041380240675,1
4926,0.336251040794179,2
8595,-1.0835112982508437,1
3612,10.509800075712562,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,0.3542907085946223,3
6936,3.603738322501185,1
3155,2.780500534676883,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,17.221793764716455,1
1157,9.307576660648053,1
995,13.824447072353369,1
1964,-1.4008537651939785,2
9792,-0.42008887506852965,0
3821,12.037488358292512,1
8009,2.7571763382597707,2
6060,-1.1529555993752174,1
4730,-0.3323951043946858,2
6432,-1.5652530367128343,2
4776,9.220884444987412,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,4.718712344669653,2
6643,7.895644797933831,2
8658,-0.02041450968221048,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-1.7975902435073086,0
8521,5.7572494739564615,2
7255,13.441111491911627,3
75,0.7416846712029507,1
