,R,Q
8401,1.4908459724966563,3
3169,13.070569075208958,2
1083,8.119736710572171,2
6244,4.5235185240509,3
1893,0.7105959101254583,3
418,7.16004212951095,1
4111,8.119311519477662,2
5444,12.443917307494022,1
5593,0.40983188083293554,3
7595,1.5501580882290424,3
4003,2.640820524768584,3
2893,5.25058515085534,3
8357,13.25838941937169,2
6457,5.0779673392273486,3
5802,2.1718053003490003,3
5532,3.7243971809751786,1
1017,5.081330050928975,0
3217,6.6487773866385655,2
5351,7.98725333353309,2
3075,8.822241880968683,2
3865,4.356369281315401,1
1025,4.711573800253006,3
4943,10.761112747546665,2
3421,5.488545692010039,3
8071,5.467134575629011,3
5535,6.386657536650456,3
2346,5.462135764435939,3
5566,1.1788132865684817,2
7994,2.387938337232832,3
4499,1.6962123020269042,3
7767,2.29447394385926,3
8087,3.671145067784292,1
5467,5.963703496156171,3
7006,0.26654230361014947,3
1649,2.3149929569874415,3
2075,0.7877875634314715,3
2181,3.1886304744570007,3
3816,2.157125359265291,3
2240,2.8402587622994977,1
8282,6.353751123179521,2
5914,1.4987910081723805,2
1489,4.583525048784622,1
4830,1.0933475081203559,3
4670,2.176245687383975,3
6713,3.5612226945282233,2
1269,6.327141147829955,3
3208,0.47410521438365305,3
5247,5.005685258608872,2
6693,2.8133908166956028,3
7831,1.1465813112073002,3
3160,7.065467349729111,3
3073,4.715388482120655,1
7171,4.8291419341237445,0
6393,3.5403363573746285,3
303,6.778237027764629,3
3674,3.319846454044667,2
1927,3.0456565034809433,0
5156,6.293500578250315,3
5727,15.067320068905303,1
4452,16.11589093084447,1
4868,0.6571284072441284,2
1445,2.361665488343708,1
6270,6.965238326125503,3
3502,2.9714575237218295,1
3138,3.1720673396792125,3
7026,6.52204409794758,1
4542,3.4140377685285923,2
2227,6.213604375277218,2
6189,0.9630427990648645,3
4788,5.135872316373909,3
1923,5.315481834335072,2
7589,0.5269764199719317,1
6182,8.369557912849947,2
3343,2.4001114176115386,3
4370,6.536749789434499,3
2501,2.0865935946792393,3
3951,2.508156150524542,1
6764,3.280203772622506,2
4432,5.205594131716671,1
