,P,Q
2021,-2.6729969689095086,3
3951,11.687026962261992,2
3341,12.142066894315429,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,2.076835146372562,0
5399,8.145573140958009,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,12.213961670876207,2
4463,12.724719841835036,1
7735,9.518304101930497,1
6218,7.7236390272113,1
7972,4.686714721030428,0
9530,11.619516931548585,0
7489,6.898040805792285,1
5027,10.822511919191713,1
6833,-4.281106013991535,3
8926,11.381114113256547,3
8223,11.14302183545566,1
9861,5.693130316950025,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,14.65274091473277,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,8.131006076013149,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,0.07608368989609149,3
5829,6.866950045561761,3
3571,5.591252218273323,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,3.5792743373373184,2
8777,10.122736030082828,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,5.043780501438125,3
4562,11.445504299003348,3
8903,9.668193803858927,2
2002,5.45315653301155,2
4512,11.0013581060432,3
9413,15.425041380240675,1
4926,1.7362510407941798,2
8595,0.3164887017491571,1
3612,11.909800075712562,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,1.754290708594623,3
6936,3.603738322501185,1
3155,4.180500534676883,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,18.621793764716454,1
1157,10.707576660648053,1
995,13.824447072353369,1
1964,-0.0008537651939783952,2
9792,0.9799111249314701,0
3821,13.437488358292512,1
8009,2.7571763382597707,2
6060,0.2470444006247825,1
4730,1.0676048956053141,2
6432,-1.5652530367128343,2
4776,10.620884444987412,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,6.118712344669653,2
6643,7.895644797933831,2
8658,1.3795854903177893,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-0.39759024350730887,0
8521,7.157249473956462,2
7255,14.841111491911628,3
75,0.7416846712029507,1
8708,16.397771509892298,3
1121,1.6565420628974676,1
7667,1.384445629304095,1
7225,5.341814195544751,1
3860,3.4987995072862965,3
367,3.1191595306048496,1
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,4.472787599553342,1
92,1.6518884432070515,2
3154,5.686765911384929,2
501,1.8381524605729909,2
1204,2.1350503594964048,1
949,11.969767897261642,0
3761,2.889369079888789,2
291,9.830497050375284,2
9678,13.420107525935245,3
8102,0.3433219149550846,1
1851,4.608376184529251,1
9751,5.825935099206709,1
905,15.745792011341388,1
6349,2.4459310203542706,1
4064,2.9285940023473604,1
5702,6.458144854078148,1
7552,1.641803505022732,2
1329,4.815103366902755,1
8489,7.451298155765881,2
3232,1.138301959543431,1
8930,4.90119291510626,0
1836,3.6099920808953163,0
534,5.81270659281575,2
4480,1.9065693115118858,2
5762,16.842598982159213,0
4915,-2.963143760112848,0
5920,1.8019116037383098,3
1089,13.44437288185439,1
194,12.541315493146909,2
9543,10.455317977730951,2
5817,3.302111007801607,1
8199,7.24001363385894,3
8596,6.060743084289399,3
7141,0.4134026414305825,1
455,7.234947337498177,3
3596,8.772039524430166,1
7639,3.840168764614824,2
4875,0.8041690427359518,2
3755,9.566025791165902,1
639,6.249021733855647,2
5135,8.280261841604414,2
7006,1.9511768272975119,2
5932,4.6362544038333136,1
5191,7.799599697707297,0
5298,0.921440195842951,3
3053,0.8844293183521164,0
3411,3.1222631083336205,1
4901,0.9077072205085202,1
1840,3.819314955279302,2
2315,2.5268233635257653,1
4482,6.929255092731825,1
9320,9.959837619114033,0
6811,11.589259709170015,3
52,14.001828787242335,0
7312,6.746466373655075,1
997,1.2506829326390865,2
4400,0.5965646612667161,1
2441,-1.5527025440395137,2
8284,7.335827725369169,0
6257,0.9898832565810568,2
4953,4.522771979595481,0
4499,1.3237238736766868,0
965,9.271510406234686,1
1155,7.181857527316358,2
5611,1.577634667956783,3
9099,2.7338945622177415,1
5347,9.064277859231339,2
6174,2.9706980697663132,2
7178,10.600474944379592,2
4106,5.836975927033587,1
609,0.8753764591667135,2
4833,6.581112155764876,1
1581,2.80977670264374,1
7301,4.720880974683381,3
6194,0.09513278561563165,1
957,10.91298133576575,1
1195,-5.396991407568679,2
329,3.480923089233266,3
172,1.4297330234397645,0
2578,8.459120850640838,2
7306,21.437138155118724,1
8039,2.842778030272676,1
9973,3.7885543791507548,2
7124,2.0219899688974325,1
6278,5.731107377521037,1
652,6.091733817664692,2
3996,2.5361203772654504,2
5689,3.217766011593169,3
4516,10.090121260064699,1
2681,9.47033717119833,2
5355,5.053634063607666,2
8551,6.932301398910759,2
6130,1.7292652028843358,1
3112,4.257454560038709,3
3218,10.075130865921167,3
8953,1.4532111733555118,2
7229,2.2752285013977547,2
6586,5.060814931061416,2
4640,2.2473965981114175,1
6271,3.50596114515898,2
7845,5.8978446411154755,2
6980,12.948557572587948,1
4535,8.759432315434653,3
7980,5.3271853661230955,1
176,0.6541567006127449,1
8053,14.611336861415365,2
3276,9.134339597503647,2
4030,6.842390842567086,1
8304,4.342696719481986,1
1722,0.6215363851714624,1
5389,10.065880560325668,2
5488,11.4409712764139,2
4872,2.1582215612210742,2
9118,3.1709785379286286,2
8840,6.162884589980585,2
5886,14.218369711150036,3
6261,8.89529403830367,2
7816,7.528031435898707,2
8536,4.319786482643222,0
6155,7.8539635631516,1
2842,-1.837351704191959,1
4066,-1.2132608289216267,0
2041,7.370292689527724,1
7696,8.99184404704242,2
549,3.833575393668033,3
2726,-1.5843844569186873,1
8507,12.014228046214807,1
6966,3.9641314117353117,2
4100,3.4758147835776563,2
1257,7.2158854275681,2
5579,9.723545541198968,1
