,R,Q,A
5972,3.5710078012895856,1,1
7255,6.79734536591777,1,0
4857,3.676253316767122,3,1
3486,6.590702767203038,2,0
3592,2.619616389566753,2,0
4623,6.416784555845926,1,0
2806,4.07738866124901,2,1
5969,3.6871491881330836,2,0
3633,-0.29503202305432996,0,1
9096,2.6918280240503014,2,0
5126,5.395025466525041,0,1
131,-0.29019952129248994,1,1
5619,0.44401548219848097,2,1
472,3.6437351815320773,1,0
1024,4.600786485422978,1,0
5231,2.4419154231588722,1,1
8597,0.22648309705456704,0,1
8114,0.9040890501987433,2,1
5768,5.00883076951791,0,1
2437,12.53971181681926,1,0
2390,2.1139295181451683,0,0
851,6.888534160056231,1,0
1939,1.4757968227322307,1,1
659,5.1716077840594465,1,0
6376,4.327669168996691,1,0
8767,5.25218497810581,1,0
6002,-2.503052579798967,3,1
1424,3.4076993407164267,1,1
5892,3.88203615943071,2,0
7584,3.3956562229129172,2,1
2384,3.024075306683905,1,0
7911,6.548387938840732,0,0
1201,1.8932362192682235,2,0
8910,3.305664152505334,2,0
4916,5.313153446181941,1,1
7975,5.642748363622609,2,1
6064,1.6849916176653235,2,1
5567,5.741930198723658,2,0
7116,6.237150696721841,2,0
6831,5.715446721552462,0,1
7239,2.848924090128972,0,1
6822,11.773902615941811,2,0
5303,0.07590520820032154,2,1
1268,4.81392739230757,1,0
1690,13.523918117255938,2,0
701,8.883004435881894,0,0
1537,1.7554976197540677,2,1
4167,2.362064335167232,2,1
3455,2.8944071100838995,3,1
5952,2.7287523856517053,2,0
3297,0.7238351187160248,1,1
2370,2.2665283319715934,3,0
7026,9.26243499211645,2,0
6839,7.993018745951316,2,0
1456,4.820301748265051,2,1
6695,2.679956857164219,1,0
5480,5.025687948235014,2,1
2603,5.989204925205597,1,0
7868,15.551438902132823,1,0
549,-0.11035153682587584,2,1
7915,1.7557725768280912,1,0
9352,13.25838941937169,2,0
2324,-2.3752527065619207,1,1
6307,1.6527376249377312,0,0
2110,8.794458828351695,1,0
522,7.925198035643792,1,0
7224,-0.5018256702773431,3,1
384,-1.4488047569363058,2,1
787,3.6896129122009445,1,1
7696,7.963221620193744,1,1
1370,1.2543407356011267,2,1
1618,2.8252658640889265,1,1
9421,5.544781549777573,2,0
5341,0.9155246584965067,1,1
2717,4.652242037880175,0,0
953,2.458856072952475,1,1
5808,1.1169988111567473,3,0
3144,2.5045917830643583,3,0
4352,8.771693909115347,0,0
5991,2.5558384845593825,2,0
5914,8.414384164052596,1,1
8353,4.228841012475599,2,0
1953,5.744031740653625,2,1
6708,3.495341586519821,3,1
7543,3.3405848573490395,3,1
8786,9.634910531488545,2,0
6417,5.53964214853656,1,1
7869,6.281054674002105,2,0
8300,8.717766499152225,1,0
8137,6.363081897346941,1,1
7426,2.6044158579738164,2,0
3131,7.715717514987576,1,0
6889,11.870856537429349,3,0
8917,7.202989244446248,3,0
1030,0.700771367424486,2,1
1647,4.85589650670102,2,0
4007,2.354279428515656,1,1
5183,2.4205107777055046,2,0
5862,0.6237435920068249,3,0
6760,1.641342939428075,1,0
3800,2.0584283519604645,1,1
4036,3.9285856868195683,2,1
8382,7.161341985396767,2,0
2347,3.1906041424709413,0,1
4949,5.205594131716671,1,0
4430,6.993743126772438,0,0
4115,-0.6343939896038084,2,1
7974,1.1965056024536445,2,1
7677,6.030302127497049,1,0
8774,-1.043049560100748,2,1
2398,2.0550003130731227,2,1
8016,3.75061726637112,2,0
2818,4.009425504359571,1,0
5306,-0.14726207648943168,2,1
9260,6.410811196769334,3,1
8682,4.300767373135356,2,1
944,1.4320743718847084,2,0
867,16.330283434970553,1,0
6805,2.1881481266250473,2,1
