,P,Q,A
2021,-8.572996968909509,3,1
3951,5.787026962261992,2,1
3341,6.242066894315428,1,1
799,6.7770658155751295,2,0
6495,7.813366155150593,2,0
5426,2.0947355249300452,1,0
5640,-3.8231648536274374,0,1
5399,2.2455731409580086,3,1
7960,7.176239956034404,1,0
9913,1.6862417871140996,1,0
428,3.702834362948739,1,0
8772,6.313961670876207,2,1
4463,6.824719841835035,1,1
7735,3.6183041019304967,1,1
6218,7.7236390272113,1,0
7972,-1.2132852789695723,0,1
9530,5.719516931548584,0,1
7489,0.9980408057922852,1,1
5027,10.822511919191713,1,0
6833,-10.181106013991535,3,1
8926,11.381114113256547,3,0
8223,5.243021835455659,1,1
9861,-0.20686968304997544,1,1
7955,11.709565963853436,2,0
5999,4.781384059431351,1,0
7652,8.36310039626131,1,0
8120,6.9800968970773685,2,0
1617,8.752740914732769,2,1
4603,1.5948813890827565,1,0
5863,2.9434537582810516,3,0
3305,4.765687580045853,2,0
6235,4.521699349602723,1,0
3740,2.231006076013149,1,1
2582,3.7047975381758276,1,0
2788,14.916486299554169,1,0
8649,-5.823916310103908,3,1
5829,6.866950045561761,3,0
3571,-0.3087477817266766,2,1
8291,13.385609342520612,1,0
4469,1.9917255997616703,3,0
2770,-2.320725662662682,2,1
8777,4.222736030082827,2,1
256,0.21244056652532528,1,0
2334,2.963236339090732,1,0
604,-0.8562194985618757,3,1
4562,5.545504299003347,3,1
8903,9.668193803858927,2,0
2002,-0.44684346698845,2,1
4512,5.1013581060432,3,1
9413,15.425041380240675,1,0
4926,-4.1637489592058206,2,1
8595,-5.583511298250843,1,1
3612,6.009800075712562,2,1
1483,3.6883353108032266,0,0
6099,3.2300311879377928,0,0
7543,3.15541165239522,1,0
5814,5.269907706779899,1,0
2614,5.254355806252306,2,0
2846,-4.145709291405377,3,1
6936,3.603738322501185,1,0
3155,-1.719499465323117,1,1
3150,0.17428319403831338,0,0
6179,-2.039000055186088,3,0
4679,12.721793764716455,1,1
1157,4.807576660648053,1,1
995,13.824447072353369,1,0
1964,-5.900853765193978,2,1
9792,-4.920088875068529,0,1
3821,7.537488358292513,1,1
8009,2.7571763382597707,2,0
6060,-5.652955599375217,1,1
4730,-4.832395104394686,2,1
6432,-1.5652530367128343,2,0
4776,4.720884444987413,2,1
2154,15.52459694254473,1,0
1083,5.821015742702558,2,0
3313,4.101549509643828,1,0
53,0.21871234466965317,2,1
6643,7.895644797933831,2,0
8658,-4.520414509682211,1,1
8927,4.794144077682652,3,0
4647,5.935538987811054,1,0
3916,0.01652877976764011,0,0
5474,3.6768579773095555,1,0
3882,3.3503975949156626,1,0
4789,1.4205166243305747,2,0
7166,9.652612259764412,1,0
4258,-6.297590243507309,0,1
8521,1.257249473956462,2,1
7255,8.941111491911627,3,1
75,0.7416846712029507,1,0
8708,10.4977715098923,3,1
1121,1.6565420628974676,1,0
7667,-4.515554370695904,1,1
7225,5.341814195544751,1,0
3860,-2.4012004927137034,3,1
