,P,Q,A
2021,-11.47299696890951,2,1
3951,2.8870269622619915,3,1
3341,3.342066894315428,3,1
799,6.7770658155751295,2,0
6495,7.813366155150593,2,0
5426,2.0947355249300452,1,0
5640,-6.723164853627438,3,1
5399,-0.6544268590419917,2,1
7960,7.176239956034404,1,0
9913,1.6862417871140996,1,0
428,3.702834362948739,1,0
8772,3.4139616708762066,3,1
4463,3.924719841835035,3,1
7735,0.7183041019304963,3,1
6218,7.7236390272113,1,0
7972,-4.113285278969573,3,1
9530,2.8195169315485833,3,1
7489,-1.9019591942077152,3,1
5027,10.822511919191713,1,0
6833,-13.081106013991535,2,1
8926,11.381114113256547,3,0
8223,2.3430218354556587,3,1
9861,-3.106869683049976,3,1
7955,11.709565963853436,2,0
5999,4.781384059431351,1,0
7652,8.36310039626131,1,0
8120,6.9800968970773685,2,0
1617,5.8527409147327685,3,1
4603,1.5948813890827565,1,0
5863,2.9434537582810516,3,0
3305,4.765687580045853,2,0
6235,4.521699349602723,1,0
3740,-0.6689939239868515,3,1
2582,3.7047975381758276,1,0
2788,14.916486299554169,1,0
8649,-8.723916310103908,2,1
5829,6.866950045561761,3,0
3571,-3.208747781726677,3,1
8291,13.385609342520612,1,0
4469,1.9917255997616703,3,0
2770,-5.220725662662682,3,1
8777,1.322736030082827,3,1
256,0.21244056652532528,1,0
2334,2.963236339090732,1,0
604,-3.756219498561876,2,1
4562,2.6455042990033464,1,1
8903,9.668193803858927,2,0
2002,-3.3468434669884495,3,1
4512,2.2013581060432,2,1
9413,15.425041380240675,1,0
4926,-7.063748959205821,3,1
8595,-8.483511298250843,3,1
3612,3.109800075712561,3,1
1483,3.6883353108032266,0,0
6099,3.2300311879377928,0,0
7543,3.15541165239522,1,0
5814,5.269907706779899,1,0
2614,5.254355806252306,2,0
2846,-7.045709291405378,2,1
6936,3.603738322501185,1,0
3155,-4.619499465323116,3,1
3150,0.17428319403831338,0,0
6179,-2.039000055186088,3,0
4679,9.821793764716457,3,1
