,P,Q
2021,-2.9729969689095084,3
3951,11.387026962261992,2
3341,11.842066894315428,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,1.776835146372562,0
5399,7.845573140958008,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,11.913961670876207,2
4463,12.424719841835035,1
7735,9.218304101930496,1
6218,7.7236390272113,1
7972,4.386714721030427,0
9530,11.319516931548584,0
7489,6.598040805792285,1
5027,10.822511919191713,1
6833,-4.581106013991535,3
8926,11.381114113256547,3
8223,10.843021835455659,1
9861,5.393130316950025,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,14.352740914732768,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,7.831006076013148,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-0.22391631010390833,3
5829,6.866950045561761,3
3571,5.291252218273323,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,3.2792743373373177,2
8777,9.822736030082828,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,4.743780501438124,3
4562,11.145504299003347,3
8903,9.668193803858927,2
2002,5.1531565330115505,2
4512,10.7013581060432,3
9413,15.425041380240675,1
4926,1.436251040794179,2
8595,0.016488701749156398,1
3612,11.609800075712561,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,1.4542907085946224,3
6936,3.603738322501185,1
3155,3.880500534676883,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,18.321793764716457,1
1157,10.407576660648052,1
995,13.824447072353369,1
1964,-0.30085376519397844,2
9792,0.6799111249314703,0
3821,13.137488358292511,1
8009,2.7571763382597707,2
6060,-0.05295559937521732,1
4730,0.7676048956053143,2
6432,-1.5652530367128343,2
4776,10.320884444987412,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,5.8187123446696525,2
6643,7.895644797933831,2
8658,1.0795854903177895,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-0.6975902435073087,0
8521,6.857249473956461,2
7255,14.541111491911627,3
75,0.7416846712029507,1
8708,16.0977715098923,3
1121,1.6565420628974676,1
7667,1.0844456293040952,1
7225,5.341814195544751,1
3860,3.1987995072862967,3
367,2.81915953060485,1
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,4.1727875995533426,1
92,1.3518884432070517,2
3154,5.686765911384929,2
501,1.538152460572991,2
1204,2.1350503594964048,1
949,11.669767897261641,0
3761,2.5893690798887894,2
291,9.830497050375284,2
9678,13.120107525935245,3
8102,0.04332191495508475,1
1851,4.308376184529251,1
9751,5.825935099206709,1
905,15.445792011341387,1
6349,2.1459310203542707,1
4064,2.9285940023473604,1
5702,6.158144854078147,1
7552,1.3418035050227313,2
1329,4.815103366902755,1
8489,7.15129815576588,2
3232,0.8383019595434311,1
8930,4.90119291510626,0
1836,3.6099920808953163,0
534,5.81270659281575,2
4480,1.606569311511886,2
5762,16.842598982159213,0
4915,-2.963143760112848,0
5920,1.8019116037383098,3
1089,13.14437288185439,1
194,12.541315493146909,2
9543,10.455317977730951,2
5817,3.002111007801607,1
8199,7.24001363385894,3
8596,5.760743084289398,3
7141,0.4134026414305825,1
455,7.234947337498177,3
3596,8.772039524430166,1
7639,3.840168764614824,2
4875,0.8041690427359518,2
3755,9.266025791165902,1
639,5.949021733855647,2
5135,7.980261841604415,2
7006,1.9511768272975119,2
5932,4.336254403833313,1
5191,7.799599697707297,0
5298,0.6214401958429512,3
3053,0.5844293183521165,0
3411,2.8222631083336207,1
4901,0.6077072205085203,1
1840,3.5193149552793015,2
2315,2.5268233635257653,1
4482,6.929255092731825,1
9320,9.959837619114033,0
6811,11.589259709170015,3
52,13.701828787242334,0
7312,6.446466373655074,1
997,1.2506829326390865,2
4400,0.2965646612667163,1
2441,-1.8527025440395137,2
8284,7.035827725369169,0
6257,0.9898832565810568,2
4953,4.22277197959548,0
4499,1.0237238736766867,0
965,9.271510406234686,1
1155,6.881857527316357,2
5611,1.2776346679567823,3
9099,2.7338945622177415,1
5347,8.764277859231338,2
6174,2.9706980697663132,2
7178,10.30047494437959,2
4106,5.836975927033587,1
609,0.8753764591667135,2
4833,6.581112155764876,1
1581,2.50977670264374,1
7301,4.720880974683381,3
6194,-0.20486721438436906,1
957,10.612981335765749,1
1195,-5.696991407568679,2
329,3.180923089233266,3
172,1.1297330234397647,0
2578,8.159120850640837,2
7306,21.137138155118727,1
8039,2.842778030272676,1
9973,3.488554379150755,2
7124,2.0219899688974325,1
6278,5.431107377521037,1
652,6.091733817664692,2
3996,2.2361203772654497,2
5689,2.9177660115931694,3
4516,9.790121260064698,1
2681,9.47033717119833,2
5355,5.053634063607666,2
8551,6.632301398910759,2
6130,1.429265202884336,1
3112,4.257454560038709,3
3218,10.075130865921167,3
8953,1.4532111733555118,2
7229,1.9752285013977549,2
6586,4.760814931061416,2
4640,1.9473965981114167,1
6271,3.50596114515898,2
7845,5.8978446411154755,2
6980,12.948557572587948,1
4535,8.759432315434653,3
7980,5.027185366123095,1
176,0.35415670061274507,1
8053,14.311336861415365,2
3276,9.134339597503647,2
4030,6.542390842567086,1
8304,4.342696719481986,1
1722,0.6215363851714624,1
5389,9.765880560325668,2
5488,11.1409712764139,2
4872,2.1582215612210742,2
9118,2.870978537928628,2
8840,6.162884589980585,2
5886,14.218369711150036,3
6261,8.89529403830367,2
7816,7.228031435898706,2
8536,4.019786482643222,0
6155,7.5539635631516,1
2842,-1.837351704191959,1
4066,-1.5132608289216267,0
2041,7.370292689527724,1
7696,8.69184404704242,2
549,3.5335753936680323,3
2726,-1.8843844569186874,1
8507,11.714228046214807,1
6966,3.9641314117353117,2
4100,3.4758147835776563,2
1257,6.915885427568099,2
5579,9.423545541198967,1
5436,1.7247945340849105,1
1258,3.4211974745372946,2
7383,11.792831756480634,1
6544,-2.567390211042747,1
1285,4.160188257954081,1
7527,14.492663495685225,2
6492,10.186159460677393,1
5574,3.9231705463882545,2
9480,5.362871472201584,2
2494,10.51735489307241,2
1621,4.57308196250054,0
320,6.7531675209341095,2
3806,33.29663113593969,3
7827,12.454083471114165,2
5990,5.82834730674519,3
3063,1.9456526112280903,2
9822,2.2399135563931813,2
8696,0.4332541264618004,2
1224,5.656096248886583,1
2721,8.462637563246767,2
6209,1.5068774556121898,2
855,5.908969357548778,2
5402,8.722312282392334,0
7882,3.98749813946933,2
6031,11.276071615948233,1
9745,13.161468131260872,0
9945,0.5456990423537875,2
2549,14.258957358225052,1
9356,19.779833723305202,1
9276,6.2702880015507985,1
7690,2.646537390082313,2
5672,5.136680930460758,2
831,3.9692176724842776,2
6411,12.313189464874757,1
8511,7.390459574999087,1
6479,6.411921162420405,1
1201,8.55965196829325,1
2572,4.390949626711649,1
6341,3.5647237814208204,0
5700,17.66977307500982,2
9052,4.73923931480695,2
2387,0.07900218485995847,1
1939,4.631384168213626,2
7692,11.447125768486533,3
1479,6.041481647175668,1
9203,5.533487422686627,1
3968,4.2718487094427875,2
7825,3.742966191798431,1
3696,6.484175362272852,1
2096,3.639654060293025,1
9208,6.876854045767249,0
9091,9.589143194240801,3
6915,4.540846302819795,3
6406,5.942115132928537,1
4045,7.0019699822186166,2
5407,1.647954687026787,2
9933,12.311165940504,0
9161,1.3056235508613436,1
7727,5.010622507515884,2
6817,7.004138223288105,2
3243,4.558404109683968,2
2562,0.48441036328592285,0
7594,4.414586523419845,2
2058,6.958517290570241,1
808,7.6704433961439324,2
1022,2.6696293229391412,2
3161,8.85226345804297,1
8576,9.219894266863005,2
7701,-0.3874445496490999,2
5974,5.904228500873385,3
4913,4.5080155385305645,1
5025,5.073248436166722,2
2372,-0.4980534725225816,1
2963,3.1019549269830202,1
8974,8.644142755821989,2
530,2.26110448501805,1
2017,1.0677178600237032,2
7637,1.017642242489454,0
6888,12.755183078443352,3
2813,2.8864979152890973,1
567,0.7214851262583917,3
8787,-0.09719046345350124,1
9867,12.390899995024299,1
5053,7.927578214794925,2
9577,4.708444969402957,3
6562,2.598555730420307,1
9962,3.8992783350304117,3
2064,3.18602833899294,0
8080,-1.5109166668487188,1
3804,14.757063386506525,1
9590,3.0515970312505307,1
2922,2.1274364003458195,1
7118,5.4596579154108635,2
5682,4.609251934508479,2
2320,0.34382337468097557,2
8898,3.4052489914596467,0
9581,-2.3147924900754933,3
3236,1.9344899313021913,3
640,11.490490405139418,2
8656,8.068332463331965,1
9344,4.901798531490627,3
9766,-0.38676394514217605,2
5033,7.575530360706686,2
4093,3.797573237455658,1
4136,-1.272157646658897,0
8823,1.9027364465731194,1
801,6.0488138631881565,0
5948,4.474048830260259,2
5158,-1.937767344027561,1
9532,3.3138596105252334,1
3398,8.48227973757745,1
5897,4.803323667488532,1
4918,4.622950137235799,2
166,14.983231009522017,1
7430,0.9659496705406261,2
3286,-0.5012060422290108,2
2178,2.7565766913245335,1
4607,10.253701406589748,0
521,3.3317063370624926,0
7984,3.0371937821515536,0
4252,4.507643731177512,1
1842,7.353227082638958,1
3777,2.832294803335417,2
3836,15.20692460737472,1
9292,3.6810607458057523,3
9194,5.694375050723767,2
1159,6.937910648078363,2
5807,5.056207887185249,3
4681,1.6092422259202384,2
3568,11.270926362240614,1
8968,9.323049879416775,1
8714,8.74439134903511,3
6316,5.9332067181698145,1
4803,7.338308766220607,1
2356,-0.1764359371274358,1
8132,5.964818842122305,2
6098,16.45914771580541,1
213,9.472300648949872,1
1176,3.84977666805812,1
8944,4.179380184630047,0
1286,7.024214805330928,2
7762,4.113651076562943,2
2753,1.9842800710825448,2
3012,4.876246007389778,1
5296,5.163693343285659,1
1118,4.7309028856132365,2
3106,3.217639046154089,2
5462,0.693357562395079,2
2880,3.826384191181768,2
2035,3.504507787380332,1
6489,-1.0312288257481685,2
180,7.027511044521525,2
1374,10.519149547678817,0
939,4.492887634557186,1
1441,4.046293861379276,2
2828,14.237607092345852,2
5608,12.527659098005671,2
6366,10.575959674386421,1
6070,23.005593198608448,1
2812,2.997989034919108,2
1435,5.4843524270529596,1
7751,0.6615893614201819,0
8154,6.690765495490725,1
1078,2.904677482035545,0
6828,5.8891833418572,2
2226,13.742581405347847,2
2227,7.79914108222531,1
4215,-0.341190143877411,0
787,4.189662894441969,2
79,3.4430594664625103,1
9186,20.20544433829732,2
4648,12.892473473344587,2
85,-1.240839565996232,1
535,8.407934916110877,1
1140,3.6028936421255797,1
4377,9.057149313461352,1
9583,2.2849238602089597,2
4576,13.03698497252197,0
4388,5.275379220565916,2
7666,3.59454470280601,2
8949,5.109387646108423,1
