,R,Q,A
5972,-2.4289921987104144,1,1
7255,6.79734536591777,1,0
4857,-2.323746683232878,3,1
3486,6.590702767203038,2,0
3592,2.619616389566753,2,0
4623,6.416784555845926,1,0
2806,-1.9226113387509898,2,1
5969,3.6871491881330836,2,0
3633,-6.29503202305433,0,1
9096,2.6918280240503014,2,0
5126,-0.6049745334749588,0,1
131,-6.2901995212924895,1,1
5619,-5.5559845178015195,2,1
472,3.6437351815320773,1,0
1024,4.600786485422978,1,0
5231,-3.5580845768411278,1,1
8597,-5.773516902945433,0,1
8114,-5.095910949801256,2,1
5768,-0.9911692304820896,0,1
2437,12.53971181681926,1,0
2390,2.1139295181451683,0,0
851,6.888534160056231,1,0
1939,-4.524203177267769,1,1
659,5.1716077840594465,1,0
6376,4.327669168996691,1,0
8767,5.25218497810581,1,0
6002,-8.503052579798966,3,1
1424,-2.5923006592835733,1,1
5892,3.88203615943071,2,0
7584,-2.6043437770870828,2,1
2384,3.024075306683905,1,0
7911,6.548387938840732,0,0
1201,1.8932362192682235,2,0
8910,3.305664152505334,2,0
4916,-0.686846553818059,1,1
7975,-0.35725163637739143,2,1
6064,-4.3150083823346765,2,1
5567,5.741930198723658,2,0
7116,6.237150696721841,2,0
6831,-0.28455327844753775,0,1
7239,-3.151075909871028,0,1
6822,11.773902615941811,2,0
5303,-5.9240947917996785,2,1
1268,4.81392739230757,1,0
1690,13.523918117255938,2,0
701,8.883004435881894,0,0
1537,-4.244502380245932,2,1
4167,-3.637935664832768,2,1
3455,-3.1055928899161005,3,1
5952,2.7287523856517053,2,0
3297,-5.276164881283975,1,1
2370,2.2665283319715934,3,0
7026,9.26243499211645,2,0
6839,7.993018745951316,2,0
1456,-1.1796982517349486,2,1
6695,2.679956857164219,1,0
5480,-0.9743120517649864,2,1
2603,5.989204925205597,1,0
7868,15.551438902132823,1,0
549,-6.110351536825876,2,1
7915,1.7557725768280912,1,0
9352,13.25838941937169,2,0
2324,-8.37525270656192,1,1
6307,1.6527376249377312,0,0
2110,8.794458828351695,1,0
522,7.925198035643792,1,0
7224,-6.501825670277343,3,1
384,-7.448804756936306,2,1
787,-2.3103870877990555,1,1
7696,1.9632216201937442,1,1
1370,-4.745659264398873,2,1
1618,-3.1747341359110735,1,1
9421,5.544781549777573,2,0
5341,-5.084475341503493,1,1
2717,4.652242037880175,0,0
953,-3.541143927047525,1,1
5808,1.1169988111567473,3,0
3144,2.5045917830643583,3,0
4352,8.771693909115347,0,0
5991,2.5558384845593825,2,0
5914,2.4143841640525956,1,1
8353,4.228841012475599,2,0
1953,-0.2559682593463748,2,1
6708,-2.504658413480179,3,1
7543,-2.6594151426509605,3,1
8786,9.634910531488545,2,0
6417,-0.4603578514634403,1,1
7869,6.281054674002105,2,0
8300,8.717766499152225,1,0
8137,0.36308189734694096,1,1
7426,2.6044158579738164,2,0
3131,7.715717514987576,1,0
6889,11.870856537429349,3,0
8917,7.202989244446248,3,0
1030,-5.299228632575514,2,1
1647,4.85589650670102,2,0
4007,-3.645720571484344,1,1
5183,2.4205107777055046,2,0
5862,0.6237435920068249,3,0
6760,1.641342939428075,1,0
3800,-3.9415716480395355,1,1
4036,-2.0714143131804317,2,1
8382,7.161341985396767,2,0
2347,-2.8093958575290587,0,1
4949,5.205594131716671,1,0
4430,6.993743126772438,0,0
4115,-6.634393989603808,2,1
7974,-4.8034943975463555,2,1
7677,6.030302127497049,1,0
8774,-7.043049560100748,2,1
2398,-3.9449996869268773,2,1
8016,3.75061726637112,2,0
2818,4.009425504359571,1,0
5306,-6.147262076489431,2,1
9260,0.410811196769334,3,1
8682,-1.699232626864644,2,1
944,1.4320743718847084,2,0
867,16.330283434970553,1,0
6805,-3.8118518733749527,2,1
8924,-2.496263676535497,2,1
8464,10.154917330936598,3,0
8399,-5.941942908967711,2,1
7234,3.0541584569650673,2,0
6228,-5.580080480606713,1,1
1700,0.542447329936354,3,0
6517,5.0033918976371305,2,0
9465,14.11237382648001,2,0
6941,4.942416761675218,1,0
2244,3.5117276300338096,2,0
8816,-4.707724185014281,3,1
3004,-5.993041301104292,1,1
8414,-3.277423677414406,1,1
8071,6.542234740125178,2,0
7881,0.3177669798252154,2,1
4440,8.543211520676248,3,0
5721,7.514522220869978,2,0
7456,7.085729263890915,0,0
4459,0.8296300753355879,1,0
6850,15.899099968488088,2,0
1951,9.113627690852915,1,0
5598,1.1620899989073532,2,1
6118,4.172461115372654,3,0
8988,-4.521105059283537,2,1
8210,-1.0779698409625151,1,1
4376,3.037848222175323,2,0
9048,3.671145067784292,1,0
33,-1.2371431298763786,3,1
6271,-1.3586055759411693,2,1
6383,-5.574802700050071,1,1
9358,-2.9690677334315216,3,1
5939,-2.720911339488014,2,1
41,12.306787371621631,3,0
5141,-1.7822281440010155,1,1
2267,-1.9350553190579998,1,1
3953,-5.110161017440209,3,1
2042,12.57141061355821,1,0
2463,-1.6691220758177217,1,1
705,4.310258979538282,3,0
4049,2.093512639255545,1,1
5110,1.6268787348740261,1,0
5642,4.309076663452827,2,0
5451,-4.929738977118207,1,1
8510,6.124884298819913,2,0
5470,-3.30992666883175,1,1
7627,3.1593105067097746,0,0
2750,7.703480547348537,1,0
2547,8.153045834999098,3,0
7373,-3.4472616102175495,0,1
2628,3.441496406357321,2,0
4349,-6.306297651697533,3,1
2478,-0.6455208120355742,1,1
4314,0.441475430011085,2,1
2273,1.0346617236126299,1,0
4152,-3.4297095340921917,1,1
7073,15.853266354851726,1,0
662,-7.650075289522549,2,1
8044,3.8661579566252398,1,0
8235,-5.8896263992601385,3,1
8070,4.787774350232784,1,0
4304,4.192916813143431,2,0
6605,-8.703793164279642,2,1
4674,3.7111395316717517,1,0
8688,-8.183711390511617,0,1
6701,12.075170525068753,3,0
8367,-3.925037481048049,1,1
7699,-6.602296538683253,1,1
5254,-5.222023346111668,1,1
7875,-5.421642439964869,2,1
9206,3.678111211062712,2,0
3192,-4.359393653610463,0,1
6056,5.489939082989496,1,0
3497,7.461644328379837,2,0
2380,2.914844355191567,2,0
6340,7.431795566020468,1,0
6545,-5.185292998583336,2,1
9457,2.163812555906301,2,0
966,-8.561163378122982,0,1
7327,15.872365168077714,2,0
5797,2.7592848365897393,1,0
4385,-0.1629833860934813,2,1
565,3.352386971178012,0,0
6163,10.584090593555104,1,0
844,-6.339553167365821,1,1
9194,-6.737556959224035,2,1
9077,5.329586478224637,1,0
3202,3.051333120458069,2,0
5870,8.760931590403068,1,0
3279,6.529933118469872,3,0
7879,8.420007444809,2,0
1325,8.728278921849991,0,0
7143,-5.9730320482241055,1,1
5753,-4.547838000507247,1,1
1222,1.1455784949297587,1,0
6610,3.81727629709312,1,0
964,14.204026105101008,0,0
5736,-4.960591313492879,2,1
2078,17.570887947916848,2,0
3722,1.2084414186642418,0,0
2255,5.173776099243891,2,0
1924,-4.246376572243015,2,1
4364,1.152691016970742,3,1
6022,4.8746919849515065,2,0
4043,-6.686961834765716,1,1
3113,-3.326372256088332,1,1
7156,-8.216481655177668,1,1
1683,0.6780833699411576,0,0
7074,8.227640202903476,1,0
5382,5.88359544391721,2,0
7870,-8.144715681309835,3,1
6149,-6.681106049854417,2,1
6857,6.422030192216264,1,0
8677,6.6835334925524315,2,0
1534,-0.8473941704137609,2,1
4951,4.844375844504735,0,0
7778,2.1274502461270206,1,0
8839,0.20928899205102885,2,0
6888,-7.192274595939992,2,1
7278,3.3116789716391843,3,0
5084,6.80236341645981,2,0
7873,-6.916806507254089,1,1
8337,2.2423109306381637,3,0
4520,-1.7567564452073636,1,1
4444,3.1430296830456808,0,0
6047,-0.39331499105925616,1,1
2117,9.550512714346466,1,0
4931,-3.541887115375813,1,1
2944,2.687563905578546,1,0
1646,-4.3377008131557035,3,1
1449,5.170432204892519,2,0
3368,7.218357520518911,0,0
4957,-5.71980019898329,1,1
6040,4.526808436929096,2,0
4989,8.687822252516103,3,0
7207,-2.786547665691562,2,1
7167,8.886114890038659,1,0
4006,0.5058030969101182,2,0
4142,7.521911259443865,2,0
1241,7.200537481936017,1,0
3915,3.708297647840072,2,0
104,-6.639239836866205,0,1
5919,-0.4336755438408062,3,1
8509,-6.729165284330676,0,1
5381,4.759863409682231,2,0
5751,6.612969297213975,1,0
