,P,Q
2021,-11.572996968909507,3
3951,2.7870269622619914,2
3341,3.2420668943154283,1
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,-6.823164853627437,0
5399,-0.7544268590419918,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,3.313961670876207,2
4463,3.8247198418350354,1
7735,0.6183041019304962,1
6218,7.7236390272113,1
7972,-4.213285278969573,0
9530,2.719516931548583,0
7489,-2.0019591942077155,1
5027,10.822511919191713,1
6833,-13.181106013991535,3
8926,11.381114113256547,3
8223,2.2430218354556586,1
9861,-3.206869683049976,1
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,5.752740914732769,2
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,-0.7689939239868515,1
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-8.823916310103908,3
5829,6.866950045561761,3
3571,-3.3087477817266766,2
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,-5.320725662662682,2
8777,1.2227360300828272,2
256,0.21244056652532528,1
2334,2.963236339090732,1
604,-3.856219498561876,3
4562,2.5455042990033463,3
8903,9.668193803858927,2
2002,-3.446843466988449,2
4512,2.1013581060432,3
9413,15.425041380240675,1
4926,-7.1637489592058206,2
8595,-8.583511298250844,1
3612,3.009800075712561,2
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,-7.145709291405377,3
6936,3.603738322501185,1
3155,-4.719499465323116,1
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,9.721793764716459,1
1157,1.8075766606480521,1
995,13.824447072353369,1
1964,-8.900853765193979,2
9792,-7.920088875068529,0
3821,4.537488358292513,1
8009,2.7571763382597707,2
6060,-8.652955599375217,1
4730,-7.832395104394685,2
6432,-1.5652530367128343,2
4776,1.720884444987412,2
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,-2.781287655330347,2
6643,7.895644797933831,2
8658,-7.520414509682211,1
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-9.297590243507308,0
8521,-1.7427505260435385,2
7255,5.941111491911627,3
75,0.7416846712029507,1
8708,7.4977715098923,3
1121,1.6565420628974676,1
7667,-7.515554370695904,1
7225,5.341814195544751,1
3860,-5.401200492713704,3
367,-5.780840469395151,1
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,-4.427212400446657,1
92,-7.2481115567929475,2
3154,5.686765911384929,2
501,-7.061847539427008,2
1204,2.1350503594964048,1
949,3.0697678972616407,0
3761,-6.01063092011121,2
291,9.830497050375284,2
9678,4.520107525935245,3
8102,-8.556678085044915,1
1851,-4.291623815470748,1
9751,5.825935099206709,1
905,6.845792011341388,1
6349,-6.4540689796457285,1
4064,2.9285940023473604,1
5702,-2.4418551459218536,1
7552,-7.258196494977268,2
1329,4.815103366902755,1
8489,-1.4487018442341202,2
3232,-7.761698040456569,1
8930,4.90119291510626,0
1836,3.6099920808953163,0
534,5.81270659281575,2
4480,-6.993430688488114,2
5762,16.842598982159213,0
4915,-2.963143760112848,0
5920,1.8019116037383098,3
1089,4.54437288185439,1
194,12.541315493146909,2
9543,10.455317977730951,2
5817,-5.597888992198392,1
8199,7.24001363385894,3
8596,-2.8392569157106013,3
7141,0.4134026414305825,1
455,7.234947337498177,3
3596,8.772039524430166,1
7639,3.840168764614824,2
4875,0.8041690427359518,2
3755,0.6660257911659019,1
639,-2.6509782661443526,2
5135,-0.6197381583955845,2
7006,1.9511768272975119,2
5932,-4.263745596166688,1
5191,7.799599697707297,0
5298,-7.978559804157049,3
3053,-8.015570681647883,0
3411,-5.777736891666379,1
4901,-7.992292779491479,1
1840,-5.080685044720699,2
2315,2.5268233635257653,1
4482,6.929255092731825,1
9320,9.959837619114033,0
6811,11.589259709170015,3
52,5.101828787242334,0
7312,-2.1535336263449256,1
997,1.2506829326390865,2
4400,-8.303435338733284,1
2441,-10.452702544039512,2
8284,-1.5641722746308317,0
6257,0.9898832565810568,2
4953,-4.3772280204045195,0
4499,-7.576276126323313,0
965,9.271510406234686,1
1155,-1.7181424726836434,2
5611,-7.322365332043217,3
9099,2.7338945622177415,1
5347,0.1642778592313383,2
6174,2.9706980697663132,2
7178,1.7004749443795915,2
4106,5.836975927033587,1
609,0.8753764591667135,2
4833,6.581112155764876,1
1581,-6.09022329735626,1
7301,4.720880974683381,3
6194,-8.80486721438437,1
957,2.012981335765749,1
1195,-14.29699140756868,2
329,-5.419076910766734,3
172,-7.470266976560234,0
2578,-0.44087914935916284,2
7306,12.537138155118729,1
8039,2.842778030272676,1
9973,-5.111445620849246,2
7124,2.0219899688974325,1
6278,-3.168892622478963,1
652,6.091733817664692,2
3996,-6.36387962273455,2
5689,-5.68223398840683,3
4516,1.1901212600646984,1
2681,9.47033717119833,2
5355,5.053634063607666,2
8551,-1.9676986010892414,2
6130,-7.170734797115664,1
3112,4.257454560038709,3
3218,10.075130865921167,3
8953,1.4532111733555118,2
7229,-6.624771498602245,2
6586,-3.8391850689385834,2
4640,-6.652603401888583,1
6271,3.50596114515898,2
7845,5.8978446411154755,2
6980,12.948557572587948,1
4535,8.759432315434653,3
7980,-3.572814633876905,1
176,-8.245843299387255,1
8053,5.711336861415364,2
3276,9.134339597503647,2
4030,-2.057609157432914,1
8304,4.342696719481986,1
1722,0.6215363851714624,1
5389,1.1658805603256677,2
5488,2.5409712764138996,2
4872,2.1582215612210742,2
9118,-5.729021462071373,2
8840,6.162884589980585,2
5886,14.218369711150036,3
6261,8.89529403830367,2
7816,-1.371968564101294,2
8536,-4.5802135173567775,0
6155,-1.046036436848401,1
2842,-1.837351704191959,1
4066,-10.113260828921625,0
2041,7.370292689527724,1
7696,0.09184404704241977,2
549,-5.066424606331967,3
2726,-10.484384456918686,1
8507,3.114228046214806,1
6966,3.9641314117353117,2
4100,3.4758147835776563,2
1257,-1.6841145724319009,2
5579,0.8235455411989668,1
5436,-6.875205465915089,1
1258,-5.1788025254627055,2
7383,3.1928317564806346,1
6544,-11.167390211042747,1
1285,4.160188257954081,1
7527,14.492663495685225,2
6492,10.186159460677393,1
5574,-4.676829453611745,2
9480,-3.2371285277984163,2
2494,10.51735489307241,2
1621,-4.02691803749946,0
320,-1.8468324790658908,2
3806,24.696631135939686,3
7827,12.454083471114165,2
5990,5.82834730674519,3
3063,1.9456526112280903,2
9822,-6.360086443606819,2
8696,0.4332541264618004,2
1224,5.656096248886583,1
2721,-0.13736243675323268,2
6209,-7.09312254438781,2
855,5.908969357548778,2
5402,0.12231228239233494,0
7882,3.98749813946933,2
6031,2.676071615948233,1
9745,4.561468131260872,0
9945,-8.054300957646213,2
2549,5.658957358225052,1
9356,11.179833723305205,1
9276,-2.329711998449201,1
7690,-5.953462609917686,2
5672,5.136680930460758,2
831,3.9692176724842776,2
6411,12.313189464874757,1
8511,7.390459574999087,1
6479,-2.1880788375795954,1
1201,-0.04034803170674883,1
2572,-4.209050373288351,1
6341,-5.035276218579179,0
5700,17.66977307500982,2
9052,4.73923931480695,2
2387,0.07900218485995847,1
1939,-3.968615831786374,2
7692,11.447125768486533,3
1479,-2.5585183528243323,1
9203,5.533487422686627,1
3968,4.2718487094427875,2
7825,3.742966191798431,1
3696,6.484175362272852,1
2096,3.639654060293025,1
9208,6.876854045767249,0
9091,0.989143194240802,3
6915,-4.0591536971802045,3
6406,-2.6578848670714637,1
4045,7.0019699822186166,2
5407,1.647954687026787,2
9933,12.311165940504,0
9161,-7.294376449138656,1
7727,-3.5893774924841155,2
6817,-1.5958617767118957,2
3243,4.558404109683968,2
2562,-8.115589636714077,0
7594,-4.1854134765801545,2
2058,6.958517290570241,1
808,7.6704433961439324,2
1022,2.6696293229391412,2
3161,0.252263458042969,1
8576,9.219894266863005,2
7701,-0.3874445496490999,2
5974,-2.6957714991266153,3
4913,-4.091984461469434,1
5025,5.073248436166722,2
2372,-9.098053472522581,1
2963,3.1019549269830202,1
8974,8.644142755821989,2
530,-6.3388955149819495,1
2017,-7.532282139976297,2
7637,-7.582357757510546,0
6888,4.155183078443351,3
2813,-5.713502084710902,1
567,0.7214851262583917,3
8787,-8.6971904634535,1
9867,12.390899995024299,1
5053,-0.6724217852050738,2
9577,-3.891555030597042,3
6562,-6.001444269579692,1
9962,-4.700721664969588,3
2064,3.18602833899294,0
8080,-10.110916666848718,1
3804,6.1570633865065245,1
9590,-5.548402968749469,1
2922,2.1274364003458195,1
7118,-3.140342084589136,2
5682,4.609251934508479,2
2320,-8.256176625319025,2
8898,3.4052489914596467,0
9581,-10.914792490075493,3
3236,1.9344899313021913,3
640,11.490490405139418,2
8656,-0.5316675366680347,1
9344,-3.698201468509373,3
9766,-0.38676394514217605,2
5033,-1.0244696392933137,2
4093,3.797573237455658,1
4136,-9.872157646658897,0
8823,-6.697263553426881,1
801,-2.551186136811844,0
5948,4.474048830260259,2
5158,-10.53776734402756,1
9532,3.3138596105252334,1
3398,-0.1177202624225493,1
5897,4.803323667488532,1
4918,4.622950137235799,2
166,6.383231009522016,1
7430,-7.634050329459373,2
3286,-0.5012060422290108,2
2178,-5.843423308675466,1
4607,1.6537014065897484,0
521,-5.2682936629375074,0
7984,-5.562806217848447,0
4252,-4.0923562688224875,1
1842,-1.2467729173610416,1
3777,2.832294803335417,2
3836,15.20692460737472,1
9292,-4.918939254194248,3
9194,-2.9056249492762323,2
1159,6.937910648078363,2
5807,5.056207887185249,3
4681,-6.990757774079761,2
3568,11.270926362240614,1
8968,9.323049879416775,1
8714,0.14439134903510964,3
6316,-2.666793281830186,1
4803,7.338308766220607,1
2356,-8.776435937127436,1
8132,5.964818842122305,2
6098,16.45914771580541,1
213,9.472300648949872,1
1176,-4.750223331941879,1
8944,-4.420619815369952,0
1286,-1.5757851946690722,2
7762,-4.486348923437057,2
2753,-6.615719928917454,2
3012,4.876246007389778,1
5296,-3.43630665671434,1
1118,-3.869097114386764,2
3106,-5.38236095384591,2
5462,0.693357562395079,2
2880,-4.773615808818231,2
2035,-5.095492212619668,1
6489,-9.631228825748167,2
180,-1.5724889554784753,2
1374,1.9191495476788163,0
939,4.492887634557186,1
1441,-4.553706138620724,2
2828,14.237607092345852,2
5608,12.527659098005671,2
6366,1.9759596743864214,1
6070,14.405593198608448,1
2812,-5.602010965080892,2
1435,-3.1156475729470405,1
7751,-7.938410638579818,0
8154,-1.909234504509275,1
1078,2.904677482035545,0
6828,-2.7108166581427993,2
2226,13.742581405347847,2
2227,7.79914108222531,1
4215,-0.341190143877411,0
787,4.189662894441969,2
79,3.4430594664625103,1
9186,11.605444338297318,2
4648,12.892473473344587,2
85,-9.840839565996232,1
535,8.407934916110877,1
1140,-4.9971063578744195,1
4377,9.057149313461352,1
9583,2.2849238602089597,2
4576,13.03698497252197,0
4388,-3.324620779434084,2
7666,3.59454470280601,2
8949,-3.490612353891577,1
