,P,Q
2021,-8.47299696890951,3
3951,5.8870269622619915,3
3341,6.342066894315428,3
799,6.7770658155751295,2
6495,7.813366155150593,2
5426,2.0947355249300452,1
5640,-3.7231648536274378,3
5399,2.3455731409580083,3
7960,7.176239956034404,1
9913,1.6862417871140996,1
428,3.702834362948739,1
8772,6.413961670876207,3
4463,6.924719841835035,3
7735,3.7183041019304963,3
6218,7.7236390272113,1
7972,-1.1132852789695726,3
9530,5.819516931548583,3
7489,1.0980408057922848,3
5027,10.822511919191713,1
6833,-10.081106013991535,3
8926,11.381114113256547,3
8223,5.343021835455659,3
9861,-0.1068696830499758,3
7955,11.709565963853436,2
5999,4.781384059431351,1
7652,8.36310039626131,1
8120,6.9800968970773685,2
1617,8.852740914732768,3
4603,1.5948813890827565,1
5863,2.9434537582810516,3
3305,4.765687580045853,2
6235,4.521699349602723,1
3740,2.3310060760131486,3
2582,3.7047975381758276,1
2788,14.916486299554169,1
8649,-5.723916310103908,3
5829,6.866950045561761,3
3571,-0.20874778172667696,3
8291,13.385609342520612,1
4469,1.9917255997616703,3
2770,-2.2207256626626823,3
8777,4.322736030082827,3
256,0.21244056652532528,1
2334,2.963236339090732,1
604,-0.7562194985618761,3
4562,5.645504299003346,3
8903,9.668193803858927,2
2002,-0.3468434669884495,3
4512,5.2013581060432,3
9413,15.425041380240675,1
4926,-4.063748959205821,3
8595,-5.483511298250844,3
3612,6.1098000757125615,3
1483,3.6883353108032266,0
6099,3.2300311879377928,0
7543,3.15541165239522,1
5814,5.269907706779899,1
2614,5.254355806252306,2
2846,-4.045709291405378,3
6936,3.603738322501185,1
3155,-1.619499465323117,3
3150,0.17428319403831338,0
6179,-2.039000055186088,3
4679,12.821793764716457,3
1157,4.907576660648052,3
995,13.824447072353369,1
1964,-5.800853765193978,3
9792,-4.82008887506853,3
3821,7.637488358292512,3
8009,2.7571763382597707,2
6060,-5.552955599375217,3
4730,-4.732395104394685,3
6432,-1.5652530367128343,2
4776,4.820884444987413,3
2154,15.52459694254473,1
1083,5.821015742702558,2
3313,4.101549509643828,1
53,0.3187123446696528,3
6643,7.895644797933831,2
8658,-4.42041450968221,3
8927,4.794144077682652,3
4647,5.935538987811054,1
3916,0.01652877976764011,0
5474,3.6768579773095555,1
3882,3.3503975949156626,1
4789,1.4205166243305747,2
7166,9.652612259764412,1
4258,-6.1975902435073085,3
8521,1.3572494739564616,3
7255,9.041111491911627,3
75,0.7416846712029507,1
8708,10.5977715098923,3
1121,1.6565420628974676,1
7667,-4.415554370695904,3
7225,5.341814195544751,1
3860,-2.3012004927137037,3
367,-2.68084046939515,3
9850,12.241115522584616,2
1041,5.112249902459668,2
4384,-1.3272124004466577,3
92,-4.148111556792948,3
3154,5.686765911384929,2
501,-3.961847539427009,3
1204,2.1350503594964048,1
949,6.169767897261641,3
3761,-2.9106309201112106,3
291,9.830497050375284,2
9678,7.620107525935245,3
8102,-5.456678085044915,3
1851,-1.1916238154707484,3
9751,5.825935099206709,1
905,9.945792011341387,3
6349,-3.3540689796457293,3
