,R,Q
2021,2.335518503329348,3
3951,10.923314560745267,2
3341,13.25199579139842,1
799,9.52314348029448,2
6495,7.763201259727468,2
5426,3.594415791038286,1
5640,4.06681892674648,0
5399,5.754650847314716,3
7960,3.865387551681347,1
9913,0.6997136074500991,1
428,2.9858741551264205,1
8772,13.365044261499117,2
4463,10.830161988497464,1
7735,7.3149525276022835,1
6218,6.136976957184384,1
7972,5.464170149177428,0
9530,8.578160158542797,0
7489,6.907505519101491,1
5027,11.373410945882393,1
6833,0.32891488217987086,3
8926,10.154917330936598,3
8223,9.533082298654541,1
9861,6.861210262580956,1
7955,9.587384715030758,2
5999,5.423822051906439,1
7652,6.79734536591777,1
8120,7.082394813038601,2
1617,11.785465499632101,2
4603,3.117473195038813,1
5863,3.0057709254608524,3
3305,5.160181604507018,2
6235,7.015070568237263,1
3740,8.794220504921554,1
2582,4.156610387726937,1
2788,10.40124502445334,1
8649,1.550458790322682,3
5829,6.402929837242172,3
3571,1.5294244893906632,2
8291,15.551438902132823,1
4469,4.853036294563522,3
2770,5.202613300382107,2
8777,9.824817355624864,2
256,4.787935482770691,1
2334,4.978495977371066,1
604,5.9790604578219035,3
4562,10.713920837192513,3
8903,10.249247472679961,2
2002,1.9713547707787424,2
4512,7.770009268346762,3
9413,9.967182629826992,1
4926,4.167981050963969,2
8595,4.141230350120029,1
3612,8.797397388955527,2
1483,2.7577911190489237,0
6099,1.442327064878374,0
7543,1.1688293692742309,1
5814,1.6248391614991378,1
2614,6.213604375277218,2
2846,4.433924976046658,3
6936,5.906758349975017,1
3155,2.906958698895708,1
3150,3.60560988782419,0
6179,0.6237435920068249,3
4679,22.234434298988162,1
1157,11.16213361322365,1
995,14.857264047609462,1
1964,0.6230773429367797,2
9792,1.2264812928273159,0
3821,15.209042787210915,1
8009,2.4761665936693045,2
6060,3.63141111056083,1
4730,2.650428746583184,2
6432,1.4343563068333118,2
4776,11.093907463858615,2
2154,12.57141061355821,1
1083,3.631369837843001,2
3313,2.9328729539729887,1
